,CA,OR,WA,NV,ID,MT,WY,UT,CO,AZ,NM
10,3.582738254307653,0.8018346120032952,1.854659961544106,0.7344019415820752,0.5176794404021622,0.49545851120503953,0.22621983639350352,1.26939277095315,1.7035766612702379,0.5597606377738145,0.4685579882306065
11,2.7898710840421717,0.763827395480483,1.7992669886567982,0.6131777789482724,0.4886665502037837,0.4736623583650477,0.21717860627235125,1.2028067808206813,1.5757468718160044,0.39987011254885446,0.4055879300103323
12,2.06480703770339,0.7269306574939244,1.7457030101618316,0.4976769248406281,0.46135518759533617,0.45507644501247324,0.20848161197731477,1.1462113354491394,1.456507191380237,0.25000906517813,0.3496140995522656
13,1.4505541366486916,0.6921276100897488,1.6884370848772725,0.3952317325971737,0.4350580147325061,0.43580474778881223,0.2003859794529097,1.0824322618053595,1.3399246877648239,0.11516587949358854,0.2971812814424973
14,1.595559907536041,0.6820031615190776,1.686469192426866,0.3950040526187834,0.43227209957126683,0.4373603640407878,0.21209238658192675,1.0894133644654354,1.578062020589512,0.15309438013015353,0.33966250368588446
15,1.7622741704100364,0.673733572194055,1.6795280734117701,0.3911338905416118,0.428235729164478,0.4411497675071346,0.22449263307106268,1.0962077525439333,1.8325816100641092,0.19814496109857102,0.38420984797885754
16,1.9440184356750574,0.6680278572291336,1.680851679367843,0.395012298543521,0.42448430431580114,0.445189399909796,0.23775774377218795,1.1073278131179924,2.1060939343050658,0.24159818014478046,0.4335189613930478
17,2.630493675814408,0.7055912102619978,1.725621484647431,0.43975886489649263,0.42062615455156016,0.44573323949149224,0.23601340032696283,1.144532135335153,2.1431729799549855,0.32463305213715643,0.4574789269673736
18,3.3833098100089347,0.7450966735823048,1.767516032834565,0.48215250186126624,0.41761038311095794,0.4455786408894437,0.23400412221871458,1.1874892837603168,2.1730662529540585,0.41416500839583126,0.48404036939822526
19,4.214150112746621,0.7877714238656274,1.8128530635749607,0.5260715617386374,0.4132057806674509,0.44780127192284874,0.23197086706511716,1.2235503837777981,2.204890185957628,0.5068264311287708,0.5130969314988537
20,4.540263913385122,0.7775917329030575,1.8279329657799948,0.5689385181694936,0.4205157033717865,0.43778194052780817,0.2308097110618358,1.2391759024746785,2.2749003166249624,0.5809469778131678,0.5382239015226815
21,4.877761040963486,0.7695503673631361,1.8493202136294162,0.6076126877295183,0.4251711237385774,0.42969738438893096,0.22980639080670998,1.2629453751144128,2.3392421406624604,0.6564143643362012,0.56473039158608
22,5.213734645253858,0.7623213401279851,1.8668503629139104,0.6475066142873744,0.432744588151529,0.4212363076447008,0.2284934710049174,1.2868850546640476,2.406087819749939,0.7331870047448789,0.5914786003467627
23,5.381530796284936,0.7830592530848188,1.8840923836688743,0.6740401454515101,0.43067147871026046,0.4207623230643141,0.22582253158700577,1.2930665911134493,2.413468860738108,0.8000220179049885,0.6112330166603871
24,5.553781531885232,0.8082410362664824,1.9006707070985354,0.7037529677586465,0.43125217561125084,0.4190169506454928,0.22183026204643516,1.2966819203556113,2.426803327329859,0.8664952259512806,0.6331451210263246
25,5.743786147530782,0.8325004402429516,1.9140234448660993,0.73219489705215,0.4315848141941934,0.41887635553904845,0.21849523513197572,1.3024333911193053,2.4358406107820665,0.9503318375872226,0.6440897460236537
26,5.854438251072701,0.8376664577790441,1.9191193416611403,0.768772323559425,0.43141435775382003,0.4171683869028133,0.22050887766386615,1.2939902600498614,2.4783448724502923,1.046186664607188,0.6641380621383131
27,5.994013124323909,0.8449085817999507,1.9188077558601149,0.8010774363135494,0.43004851741247085,0.4152701121167799,0.22277853656944022,1.2771386569929168,2.517126937785355,1.161490403938102,0.6821410340306101
28,6.114752286582721,0.8532230548991215,1.9316001958220779,0.8391534472728014,0.42989460374599964,0.4140739320550723,0.22514474487995073,1.2654868465450093,2.5508333800102556,1.283943712466781,0.7023412591550535
29,6.18129078604371,0.9461173662241853,2.0101531036249685,0.8686596475647034,0.4205583073807145,0.4150493386031318,0.22313802329171623,1.2701237469692617,2.479654933884452,1.3170324424428859,0.694940002332489
30,6.264496114963277,1.0400882489146384,2.094955568300124,0.8958348903830664,0.4097438239617997,0.4170015192306514,0.22093377974937153,1.2824131346981034,2.402917142032084,1.3393643394767882,0.6816910330827615
31,6.350522026618706,1.1364140655513686,2.1818166159509835,0.9157134419108786,0.40156513132705224,0.4197733568183217,0.21865762843582848,1.2876053692136402,2.342208938349255,1.362653668385939,0.6712932961724231
32,5.348453647496193,1.1317684623286164,2.1441975497238412,0.8190569975866934,0.3943806946053729,0.4203236870389977,0.199950730815539,1.1989059159132698,1.990224869343914,1.0432358658587568,0.5677143616585988
33,4.4281015808185265,1.128028775885144,2.1241292209487828,0.7155616172505896,0.38918622337639763,0.42295082748006335,0.18079752325063372,1.1117536598539046,1.6668652778212907,0.758774107209825,0.4678663562149068
34,3.586004363465354,1.1211924956175456,2.1034687589982566,0.6306244517705474,0.382810819847664,0.42505670095980214,0.16352515120864924,1.0237572287580239,1.369482062746719,0.5087697356455008,0.37724887292704806
35,3.037305517143125,1.1018607364361688,2.0463501743864425,0.520739628014497,0.38232105805396477,0.42958674892362286,0.15279675381267901,1.004114821092178,1.2128658669123733,0.35113661947879543,0.3254874875904474
36,2.527552135810774,1.086570461483009,1.9960061049722408,0.41280207859911183,0.38215017290030556,0.4327613523438111,0.1415400263329376,0.9755094513395934,1.0632651789597571,0.20872387884685098,0.27864196183658513
37,2.0472821041989717,1.0673446998264866,1.9440658683048269,0.31976296081031397,0.38154331771942923,0.43608678957714947,0.13144920633318036,0.9548116001731597,0.9247085922582661,0.08356028673439991,0.23886282786440327
38,2.1896250558209966,1.099198337946202,2.031351615536593,0.3161471202017145,0.408131455043775,0.462078377268895,0.1438423730485714,0.9650633568867153,1.1050468980623531,0.11754040386959685,0.27697155467551265
39,2.3207988568875804,1.1275462332713206,2.0991531609712335,0.31235528412897534,0.4382319486265469,0.4800443707479975,0.15719300686073265,0.9764708463794127,1.3007206201503572,0.15408843390945037,0.3195741487743852
40,2.470739565220831,1.1550520242079125,2.182145827927133,0.3091880651563518,0.4700449655302586,0.5079092533331837,0.1709369451094382,0.9867885459610434,1.5100594224058375,0.19068400415175613,0.3631505971020287
41,3.32622305619506,1.229358938859748,2.392970324645683,0.3884634678060156,0.5309993737926894,0.5567230239538102,0.17280251684603182,1.000087127890933,1.5845352253699212,0.2942060879398166,0.3917169788008303
42,4.275693143455712,1.3037427610216483,2.6000835944909273,0.4732519207169374,0.5907946199982016,0.6046034676943808,0.1739263151670551,1.017208535679202,1.6634626224144382,0.4055016107180439,0.4210542303559205
43,5.317361766873756,1.3781693739794636,2.786454774494485,0.5639765053243093,0.6561938717999652,0.659342271004757,0.17665808226500934,1.032574798490947,1.7428505783662678,0.5250057006447336,0.4520896957708224
44,5.673893371497553,1.3930202634880922,2.8237526840787828,0.6332525071791802,0.6887775744538703,0.6880748525498798,0.18555105108905076,1.0442713536059784,1.8431169345426461,0.5902683253496464,0.476496491512942
45,6.0528066970450904,1.4077832605977056,2.8763944700122774,0.705622339353252,0.7217080852832288,0.7175482289756172,0.19542927897361492,1.0622745836973027,1.94300495204662,0.6580847583782207,0.503848525145844
46,6.425477605653436,1.4237003282057843,2.9265796521029626,0.7791789855601795,0.7537229253053034,0.7470918394123586,0.20465735511866798,1.0742536655014985,2.0479133178073625,0.7308114968676565,0.530407767177919
47,6.636937541294146,1.4364437623193627,2.936765426839734,0.8254556202348117,0.7803509760850305,0.7751980956564286,0.21226372944526412,1.0900974641652887,2.0334980477053572,0.8089257702144271,0.5490912766269841
48,6.83886281498897,1.4484177366699467,2.9454249980086202,0.8754316212010067,0.8070103227470853,0.8041516921118467,0.22035583230169978,1.1035333087202894,2.0291102480079974,0.8836238439544192,0.5691464119177944
49,7.0547185806947414,1.461941145623302,2.961031549872166,0.9244724259218543,0.8359022926887485,0.8296256126907859,0.2281987162263393,1.117202278444027,2.0182219213581645,0.9644551254094301,0.5854754201398645
50,7.299038168177085,1.4705298773583975,3.003214500693805,0.9494209591871656,0.8535286120867304,0.8422636271189791,0.24130900268908842,1.1688183050352527,2.0792737076556245,1.0289590971931895,0.6055583502970706
51,7.491684953845118,1.4847696277479043,3.0346443171428703,0.962340095814476,0.8705686339595329,0.864186844832561,0.25418191475060836,1.2236237027292842,2.146027319452417,1.0874101921023793,0.6267275088882742
52,7.745439599928377,1.4954653191665426,3.09778150320869,0.9791777483976808,0.8859735391980383,0.8884763557551643,0.2665956898121527,1.277258445470868,2.207156413356164,1.1449607934466357,0.6470171717505634
53,7.921460113961743,1.5074857922669072,3.071172973322361,1.0249839616308936,0.915377869056528,0.9360989519334808,0.2853753496722305,1.388780650220045,2.251246145783501,1.203637741139548,0.646581741711156
54,8.05085503585645,1.5061209085170018,3.0432719056113866,1.0739618562406765,0.9465605230903533,0.9901939137337677,0.30743490971338167,1.512946273799368,2.286933480493805,1.2662000632355028,0.6430492786958014
55,8.248709462321271,1.513328648856145,3.0063309551688393,1.1238788380948699,0.9775510888826141,1.0523229365568565,0.33175240388841787,1.6428417170063923,2.3262968277577625,1.3282701220612012,0.6412094667715917
56,7.257766311842522,1.4729266706838882,2.889390069976091,0.9936807300955546,0.926368145813369,0.9746235039385065,0.33038424420817697,1.5836207707407222,2.1798072109447113,1.0912862077789076,0.5396681861148356
57,6.274729213064421,1.4433265387152947,2.7644330718470327,0.8687253336114217,0.8753373834393208,0.9015106145706524,0.32886358330859766,1.5367443922103203,2.047995788834628,0.8760694432567122,0.44560819419208847
58,5.3452007119991345,1.4012707145858363,2.654152189687948,0.7579071575835719,0.8359319281751478,0.8420468615056581,0.32743323351745873,1.4879382050955081,1.927045262987048,0.6843443557110768,0.36156740935980114
59,4.676071810187587,1.337491966072091,2.5157685340912037,0.657294358121449,0.8007769261839479,0.8058071624342001,0.3423890818885098,1.4978946410037293,2.191594330384454,0.5545836692309167,0.3359933162758747
60,4.039738177796666,1.2693959648468056,2.4166099191269574,0.5657015321271782,0.7668072634814302,0.7742583614040603,0.35713360107410796,1.5130980257499649,2.4739600690886037,0.43957196799775283,0.31058283237971773
61,3.4329698926378067,1.2076840309842969,2.3238124391559642,0.48291814896247115,0.7405486240643938,0.7568621869114991,0.3654615569082418,1.5326559003456535,2.7803693625690267,0.33123633229069166,0.2872493337871374
62,3.5582187079977055,1.2146364248602313,2.348986163111224,0.5041743637223332,0.7667716798953387,0.782022092182395,0.372848761106521,1.5833571149491443,2.9533106253062913,0.3478033440660173,0.32125526126107085
63,3.6890382927645513,1.2225424471244808,2.3790057241849207,0.5317088701854487,0.786562995577196,0.81809576315862,0.3795575228342832,1.63972468933239,3.1217663410832466,0.3654435864151513,0.35906464737347155
64,3.812726903451607,1.2302422386696377,2.4068310075985675,0.5605583626667544,0.8069499756393529,0.8661634459896306,0.3875333288394628,1.7000869761910713,3.29887327317896,0.3836306008492777,0.3996691792484723
65,4.54846762068381,1.31193378135789,2.4827065064219287,0.636506035805409,0.8673025508858014,0.8981230397337427,0.4026087322573686,1.8987311414573258,3.5255559997974895,0.48959091735334404,0.42926435954068637
66,5.353635608646413,1.3940634398220768,2.569435867646496,0.7182018803167737,0.9279614626500087,0.9224003899474135,0.41787599869521924,2.025776995773525,3.7056949322463932,0.599579443522519,0.46251090139386364
67,6.208482788936142,1.4805536075797232,2.6673057219402136,0.8049049924892238,1.0061876382920363,0.963149339415647,0.43369959434134103,2.2264611298622574,3.9270511341492913,0.7175486966166291,0.49710093216901224
68,6.459190387127512,1.5278834318491292,2.6723062843604337,0.8923332427234171,1.0130728653078094,0.9453603313291715,0.4357187331936763,2.2914679001922726,3.9759154330217923,0.7386553181567456,0.5126449003501854
69,6.740386936551893,1.5632203113533225,2.6848314926887746,0.9760227047853304,1.0147112693943001,0.9328190497691001,0.44111279330949227,2.378014732457029,4.020716865745559,0.7627832545975648,0.5318336824544468
70,7.035227163096892,1.5882943643054064,2.6855850025030388,1.078830999873058,1.0271060777167653,0.918296483275019,0.4466696162432059,2.475862246834455,4.068924507850497,0.7879865910223737,0.54925014172676
71,7.266839506948251,1.6306169803016162,2.7156510276678,1.139482121737094,1.0507185272311188,0.919994562088681,0.4577189845776463,2.474252917062494,4.200466699997223,0.8045627015272603,0.5647168744547675
72,7.489591183935461,1.664210050789614,2.7441281652888785,1.2075433629589378,1.06749810323771,0.9258055788504226,0.46732425356518875,2.4935154871885055,4.335646914718417,0.8257555607879821,0.5768073176884838
73,7.72855311102623,1.7021882050425539,2.754977881122055,1.2664837983380903,1.0799525698604404,0.92886884164815,0.47607289425942173,2.5194159105306526,4.352447128208296,0.8444283402766076,0.5931275372741684
74,8.037297695300031,1.713096147367056,2.820422951730395,1.342893747145871,1.1099036450611892,0.9303655433057166,0.4853329105368208,2.6282099217229766,4.425347278221016,0.8682677709166791,0.6134802460232541
75,8.35640153487165,1.7319909950749164,2.875594127814306,1.4100029648322474,1.1381037190253003,0.9277964860253517,0.4951112623281441,2.731456005155473,4.495239705090248,0.9053428869022154,0.6357153925199922
76,8.644666453969707,1.744848416762412,2.9376029724471975,1.464057809638704,1.1750331207925941,0.923404915337656,0.5025662278182492,2.8524632188125034,4.574822995502202,0.9324258746276923,0.6566166145031713
77,9.001506313994296,1.776311371355013,2.9994768484796235,1.4632084711003113,1.188350310735182,0.9078309570163339,0.5157176980513284,2.965101048098808,4.609715266701473,0.9472113945854262,0.6602510721368987
78,9.376999887756144,1.8060175941373058,3.0542653536756514,1.4543364410606645,1.2076509602178134,0.8934294282092012,0.5303026412419363,3.0799089271321005,4.641983673724522,0.9760701124911794,0.6632999308434538
79,9.731704276308085,1.8331380547513483,3.112303530251052,1.4583785914427305,1.2236366650297141,0.88177629256054,0.5462822673060532,3.2022736731053096,4.6682454475116515,0.9897378305095519,0.6666730357329818
80,8.560107584125856,1.7082819757582033,2.9114615794675354,1.2969620472958092,1.1343221150569902,0.8145325018576068,0.49773502549338733,2.7891101419753577,4.341343756699395,0.8525613947821512,0.6049438053900037
81,7.351733405678044,1.5853438736626948,2.7398669448353608,1.1584972069100945,1.039761143977481,0.7550213474373881,0.4533641635527223,2.4118572961648668,4.166139138079904,0.7259568447241369,0.542365323100682
82,6.2569389855892155,1.4542037866399042,2.5843235371728257,1.020931617439956,0.9717001921729633,0.7242348520447388,0.4227358003079065,2.0927627763452183,3.9293618189179713,0.6069764501992212,0.4864535890665449
83,5.538006072354661,1.3261549380601478,2.4822643373437048,0.9343663398105814,0.9077738362533694,0.6888204727398224,0.40510128973786574,1.9623796739207107,3.824301575099252,0.5447282567092485,0.4509624801706607
84,4.878940815829248,1.1994130249348567,2.3730760871426373,0.8421363494904125,0.8513434188236323,0.6507076114164823,0.39679555927857113,1.8727006984645926,3.706374803783055,0.4866309605965054,0.4179887884934843
85,4.247056090623458,1.0851435092017234,2.240608815725902,0.7617810788404263,0.7958512256937735,0.6109300745395876,0.38762899281959234,1.7900586017724498,3.5936695036403092,0.43247428944761684,0.38658274938015186
86,4.336700412569203,1.1133152839342288,2.29213765279686,0.7646743200656304,0.8388750621936283,0.6383875590386667,0.40665638090114115,1.863342207871691,3.7676225110393182,0.4422240068896573,0.40257485564704115
87,4.403209381953326,1.1483214130134816,2.350991230657569,0.769311661397478,0.8844712922154949,0.661750562465213,0.4257665642379888,1.9408268500693122,3.933898256599947,0.45480712596785194,0.42071875517601787
88,4.480069440986649,1.1813945516381672,2.4020215329788908,0.7744189773798063,0.946256485403974,0.6875712796961573,0.4533894291039681,2.052024989591589,4.064806027803977,0.46904288576188674,0.43765464087136435
89,5.505230518863,1.2405773388690264,2.4705635996188913,0.883619734680439,1.0125456303808773,0.7187044627196334,0.4632220638014391,2.1566299722508053,4.199476554427774,0.6403440339408697,0.5252799584834628
90,6.610960308678751,1.3046573968745485,2.5087361241776556,1.007643094927737,1.0691973704939859,0.7298488504571538,0.47225597244293194,2.3417163327766333,4.368412935381447,0.829034766060184,0.6154799109583191
91,7.783606493193501,1.368929507855845,2.562190414541635,1.1488187870844722,1.133070285232244,0.764446855007309,0.4872890306496073,2.56476508613105,4.595965290049321,1.0329911523936213,0.7151434207190479
92,8.040535221933345,1.3534149273123994,2.5326622012456683,1.1982423784873848,1.1261521904789733,0.749823939793752,0.4885665281607983,2.6736727570311407,4.61420250945919,1.0535136817242239,0.7286236393616982
93,8.334251459931036,1.339577080507427,2.5002968609904426,1.2603185782094724,1.1219430618481738,0.7387446870611645,0.4886556647156039,2.8158547141355403,4.620559912142642,1.0824259442846154,0.7453598485101496
94,8.601106542134866,1.3249734768772117,2.4765589657364795,1.315158980659849,1.1187782553251377,0.7278677467598588,0.4914683936839864,2.92575559320412,4.66089643158975,1.1042163584572515,0.7557341523529755
95,8.811571839824449,1.3156565902152098,2.459333139972296,1.3455427637591861,1.088976708520347,0.7240838847515271,0.48295197613151164,2.989305121321802,4.651823588830769,1.1290711217906169,0.7761785177958271
96,8.95748727589724,1.3100750695101673,2.4497045274401508,1.3796118005826976,1.0606162596839344,0.7192009126649505,0.4770101645463278,3.0614011344955094,4.654104764077456,1.1590815812468038,0.7894547224682109
97,9.15932901417013,1.3008711931098569,2.434291812328891,1.38941506607428,1.0316474544218006,0.7139508974872759,0.47015327347432656,3.1156811977451064,4.657467352966168,1.1871953208135237,0.8050744186039451
98,9.215705425287604,1.265348775928321,2.3671805811071587,1.4016103490113645,1.0092912431940375,0.6984816719027057,0.4661408848390267,3.143868688458614,4.685059442762951,1.2081157143192573,0.8081548187859562
99,9.258320924768396,1.2283386651220851,2.3010276717984355,1.4056557402503407,0.9833073537411823,0.6852617331057623,0.4607412137911222,3.1544590025167176,4.713731739913411,1.2451366851840167,0.8112278638304804
100,9.352924427251773,1.193311221795591,2.236950914041564,1.4115256244385506,0.9557717432429549,0.6710213960089699,0.456627066881782,3.20825294111246,4.738837352214,1.2708917513960953,0.8143499645760938
101,9.305770425085488,1.179471743048069,2.2107981152969356,1.4233995776394077,0.9511215846258048,0.6564124545941872,0.45448642422593416,3.0186485802381764,4.690342826800869,1.3307782600881326,0.8352195999277973
102,9.306915542353238,1.1650443635524932,2.183105591779633,1.4205472374204817,0.9453545351060174,0.6456467328014387,0.45088481945413106,2.8667583315534886,4.644317333240874,1.388798555143757,0.8567881072437378
103,9.286416005031917,1.1546027366766822,2.149150917892686,1.421658189057343,0.9403584782396237,0.6328279593461373,0.4460988823629019,2.686364531618495,4.583485066597906,1.4478589095460426,0.8785316686112609
104,8.343463840483327,1.1262598016353742,2.08742702825615,1.336144918386446,0.9106764369544479,0.5934591300009995,0.40720138311770804,2.344893508681196,4.178306343075064,1.2491415381555986,0.8178598792145143
105,7.31348569388463,1.095251210332702,2.0367311343093326,1.2422761312856143,0.8924854423264135,0.5549577551945423,0.37744954145010856,2.0401185249716955,3.674456159054196,1.0813792546741736,0.7497274249265409
106,6.341161958121189,1.07054640979711,1.9835279046392322,1.1216876858667768,0.8715410133345439,0.5235616611952572,0.34887663952605824,1.885161650413338,3.2128467280564834,0.9086204612666103,0.6848800926856831
107,5.78376119129968,1.0497875342179084,1.9382429281169904,1.0687364269140938,0.83337914106805,0.4939781248217529,0.32523743207525874,1.8051105653163595,2.956512550934147,0.8155860386393734,0.637579306968142
108,5.224958511661046,1.0320846661138188,1.8808916849057746,1.0151195754501885,0.797725182528926,0.46367716807588893,0.308867195414343,1.6840002168001025,2.7076538205663137,0.7164696621467794,0.5930375872693696
109,4.712033088712241,1.0129164513352125,1.8370536173540233,0.9642359616771788,0.7607346404205724,0.4342753753771176,0.2839743589146436,1.5531296289161571,2.4669568056966655,0.6293209149125384,0.551202769683535
110,4.688810998138513,1.0145325660427584,1.8398722925503257,0.9337251568712922,0.7566222787539657,0.44586693778555525,0.29811084993868886,1.5329010145294748,2.648939487784411,0.6472414885726937,0.5714348065207334
111,4.686386908556778,1.017259080177157,1.8403062871429618,0.8933773094113253,0.7525965310777459,0.4606214285412219,0.31129588954719734,1.5196529242839112,2.849334805101422,0.6653545487410178,0.5901369782856136
112,4.688315356983631,1.0194024999975844,1.849220309108985,0.8567318783753024,0.7476264295456819,0.4735025474651826,0.3230231718786269,1.4959153019772322,3.045002527701309,0.691487231480516,0.6110712049358185
113,5.326059893572333,1.0206950999288211,1.905370346699658,0.8997305055696422,0.7637467176777998,0.4851603460224352,0.33392997208480707,1.5318588594423181,3.192536405785885,0.8390230344921722,0.6734763754078344
114,6.000388405388001,1.0233363236643354,1.9577877522370197,0.9364008353979412,0.7852857050571543,0.49565698853204854,0.3430197941175941,1.5845363487356148,3.3351841587512543,0.9946160831556449,0.7393140204829914
115,6.71798311553771,1.0251436679087453,2.022288471743025,0.9816655129105303,0.798728582133613,0.5061312904679436,0.35435265397525667,1.643091513965109,3.4756649753923803,1.1735337180537113,0.8070100748588913
116,7.044100550630303,1.0476372543038268,2.028182442133352,1.0281912678892893,0.7875588914861227,0.5028789299206874,0.3565774631273868,1.6403679064600745,3.5244182782109488,1.1934315746386264,0.8160962834494282
117,7.348868780100304,1.0729571644809426,2.04072026512673,1.0876020891305294,0.781567218240275,0.4987990013309056,0.35835783406752547,1.6315339992154188,3.5734034797987033,1.2179758310621962,0.8263960916426677
118,7.667269902238072,1.0956979859563456,2.0474916277184825,1.1367870326846468,0.77086885126792,0.49578172605451587,0.3605283969769915,1.6317879689686947,3.6270820304793965,1.2366847095158682,0.8379119402639404
119,7.838626334669976,1.0912550371637384,2.043813707474173,1.1901947181708465,0.7708616241323151,0.49848493656373083,0.35978549328534265,1.6235713965254697,3.676824017957108,1.3315441767303136,0.8515883528434298
120,8.038001096107928,1.0879833797583784,2.0432787385500784,1.2469619002700751,0.7698376428963819,0.4997183949583456,0.36003726223276816,1.6167109962426733,3.7277368702431306,1.4149145353149168,0.8633595439089569
121,8.185157459936597,1.08550532076768,2.0459605026356864,1.3135259329014597,0.7725252120380101,0.5040781000936575,0.357476306886414,1.6079637681284338,3.7796667020575887,1.4921530357569346,0.8731430390462701
122,8.293810210585375,1.0777860064724227,2.0503675439378712,1.2867730853415014,0.7610894089553534,0.5010172401761095,0.35898831401349923,1.5786689671564635,3.828602635757846,1.5514543040544775,0.8775080878669779
123,8.386789301119778,1.066311589529275,2.0442475603297403,1.2870746067173968,0.744375953812495,0.497549524481021,0.35781971364100723,1.562288777722304,3.86842202067735,1.5919361540572508,0.8815400062970032
124,8.429348849990609,1.055536399812114,2.041030110011092,1.2846917823280626,0.7295592861030429,0.49590901637578616,0.35260228814444666,1.5412440267467018,3.9217561261500173,1.6419016488768527,0.8953651436396871
125,8.567373192951083,1.0445497284322105,2.0195006574655445,1.3134615708762911,0.7291158102591183,0.49985660829660733,0.3542457119532432,1.560698828666665,3.922803496434613,1.6815282710032173,0.9219612476034292
126,8.659159291957838,1.0227997676537208,1.9640240201794414,1.3292620401042616,0.7230573534877717,0.5029969440653904,0.3519257196679888,1.5878420345161217,3.9305334507950414,1.7394576679572307,0.9494117219701507
127,8.791234480296703,1.0098479283934632,1.9268155877872937,1.3433851576695899,0.7179145048675136,0.5050434777954897,0.3496345817223593,1.6069786151297145,3.928648667893212,1.7871136889933108,0.975118850423825
128,7.2925805169991476,0.9742297234878592,1.8467120785280435,1.2509869999214287,0.6848802183139221,0.4746289249850469,0.32635519002984065,1.4930927617791214,3.4974841316242804,1.5061595097749516,0.8896899718397291
129,5.812731506409001,0.9372985382657958,1.770789299379921,1.1127374665976484,0.6529591110288095,0.4435011364133152,0.30249849730784145,1.3770849153899918,3.139896786661353,1.24305439797068,0.8141919695479056
130,4.4810067015523405,0.8988156210414904,1.6937548301414658,0.9934024997707844,0.6216769636559689,0.4142362428896423,0.27661006840666524,1.2702868484229157,2.7465609225825487,1.0002943839932685,0.735761152207747
131,3.652504301776885,0.8544133329257172,1.6450626217032336,0.9091090576233297,0.6068989014346471,0.3987988786119164,0.2635790784490708,1.2330490910578296,2.5991092139344625,0.8537241786591097,0.6885116195066332
132,2.8738197991506818,0.8139614532788233,1.5967610708740172,0.8298165371758225,0.5898521839082709,0.38463260128714605,0.25231992438254697,1.2173588065694847,2.448865067836641,0.7193094657052092,0.6482021171058203
133,2.1602765909570714,0.7696444487327996,1.5485596065904317,0.7525900737021972,0.5758516382656608,0.37054955558332503,0.23995404530011646,1.176252746741249,2.307279400893362,0.5928758734656533,0.6067489983588793
134,2.1645973577421143,0.7500762089604105,1.5033974592193637,0.7422820937151219,0.5748635790543798,0.3798140274173563,0.2559600966859604,1.1754896595401145,2.5457474615784257,0.6021293997898316,0.6500010879291005
135,2.1678986938310136,0.7303058137663881,1.4630599104697017,0.723376781276126,0.57340241125485,0.3902092268141609,0.2713323962725867,1.1653914101522527,2.793909333208646,0.614452413607393,0.6922141616050043
136,2.162473174932515,0.7149910050043667,1.417824895180025,0.7132821167723093,0.5713572221663153,0.3999468085763018,0.28795741971065775,1.1587611937539055,3.048716175417619,0.6241235824726281,0.7403461653266238
137,2.9331541496582667,0.7097708898224265,1.428478180286426,0.764697452356698,0.5662783552825766,0.40019607764382675,0.29273985646027606,1.1677563116282264,3.108043838909895,0.7574936466874627,0.8085445874468622
138,3.77262042863365,0.7108234973958282,1.4312981001176421,0.8311708820221486,0.5577986095871548,0.40035639634556985,0.2970853556104377,1.1931277240155278,3.198433857017674,0.8990137841646445,0.8698359356323584
139,4.677423095900304,0.7129300627988291,1.4456005437269464,0.8900450081966316,0.5514830474492698,0.4024969419805598,0.3011971597048354,1.2046212895414172,3.2946907332640216,1.0516762692615262,0.9404777897583712
140,4.948262428149906,0.7147442028674222,1.3706524957207058,0.9255906064763983,0.5432560006665208,0.3933023975172614,0.3016847443721014,1.1985732685038084,3.325929558553967,1.1188692305588162,0.9662874576415299
