census_division,Scenario,Category,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
New England,High Electrification,Buildings Other,88.53499054,87.86532008,88.60867878,88.96117022,89.32441607,89.80462003,90.38474299,91.0171494,91.68120395,92.342181,93.07786332,93.88300051,94.73651738,95.50379279,98.76534702,102.1802382,105.7164489,109.3830495,113.1701537,117.0834745,121.1140162,125.2613205,129.5371809,133.86106,135.3782022,136.9596265,138.6084365,140.3053339,142.0556832,143.8622918,145.7205786,147.604401,149.5410823,151.5428453
New England,High Electrification,Buildings: Space Heating,3.037114396,3.061002415,3.23732013,3.577461621,4.081280154,4.738767708,5.534802869,6.452777769,7.477240206,8.596151793,9.799280001,11.07583718,12.4156769,13.8096412,15.21373831,16.62406719,18.0389346,19.45771842,20.87889477,22.3008689,23.71687999,25.11653407,26.48523112,27.80593546,29.02055877,30.11704497,31.09064807,31.94176142,32.67386881,33.29341329,33.80975318,34.23201694,34.5695273,34.83241848
New England,High Electrification,Buildings: Water Heating,5.656397991,5.674542328,5.677561502,5.66671769,5.644775185,5.61337006,5.573722568,5.526454246,5.471635792,5.408980256,5.33807959,5.258605764,5.170435907,5.073701491,5.006845366,4.971643184,4.969587041,5.001589054,5.067758078,5.167293201,5.298516903,5.45902454,5.645899589,5.855948154,6.063479517,6.2651329,6.457898478,6.639317135,6.807613471,6.961765514,7.10151232,7.227299844,7.340169048,7.441600195
New England,High Electrification,Industry,17.74109726,17.81915809,18.25412839,18.68531551,19.11263598,19.53600479,19.95533536,20.37053951,20.78152745,21.18820773,21.59048725,21.98827116,22.38146292,22.7699642,23.94076018,25.10071477,26.24965562,27.38740751,28.51379231,29.62862887,30.73173307,31.82291765,32.90199224,33.96876328,35.02303394,36.0646041,37.09327027,38.10882554,39.11105951,40.09975824,41.07470417,42.03567609,42.98244905,43.9147943
New England,High Electrification,Transportation: Heavy Duty,1.68E-05,1.55E-05,0.034418749,0.101552565,0.199742386,0.328894283,0.486843044,0.673433862,0.887442607,1.126246129,1.390944926,1.680848746,1.997075095,2.336336435,2.776091482,3.315365102,3.948681844,4.678725669,5.501509322,6.413617103,7.405409273,8.467763598,9.575045187,10.72820707,11.82801528,12.88220817,13.89395073,14.86411688,15.79291662,16.67662708,17.51240041,18.29393626,19.01266812,19.65880553
New England,High Electrification,Transportation: Light Duty,0.072591657,0.064834424,0.222562983,0.51558281,0.937559949,1.478743177,2.130418765,2.88607628,3.739287741,4.684633528,5.716902874,6.83185087,8.028560238,9.314962688,10.69033424,12.18388937,13.81080813,15.54680669,17.32604956,19.07680366,20.7603821,22.37236674,23.92248392,25.42202865,26.76881852,27.97744586,29.06096605,30.03300523,30.90850878,31.70181991,32.42582845,33.08946267,33.69620648,34.24364058
New England,High Electrification,Transportation: Other,0.370043384,0.393444347,0.416668642,0.439717658,0.462592774,0.485295354,0.507826753,0.530188314,0.552381369,0.574407237,0.596267228,0.61796264,0.63949476,0.660864865,0.786758949,0.912542898,1.038181657,1.16363848,1.288874869,1.41385053,1.538523312,1.662849156,1.786782032,1.910273889,2.033274588,2.155731841,2.277591153,2.39879575,2.519286519,2.639001935,2.757877995,2.875848143,2.9928432,3.108791286
New England,Reference,Buildings Other,88.91968233,88.5595667,88.79691484,88.65457496,88.54355672,88.5032108,88.52248663,88.56771606,88.61230967,88.61782437,88.67094315,88.77729288,88.92482904,88.97737539,89.16903718,89.4721708,89.83066522,90.23917795,90.68241093,91.16531833,91.68035039,92.22195668,92.79650708,93.31724627,93.8974651,94.5229419,95.20065524,95.91318389,96.6682927,97.47048522,98.3159065,99.17745737,100.0839864,101.0482501
New England,Reference,Buildings: Space Heating,3.038950581,3.064982253,3.090378688,3.115045652,3.139130293,3.162602376,3.185535415,3.207906816,3.229595722,3.250651695,3.271115026,3.290851747,3.309811613,3.328016943,3.345457603,3.361944725,3.377340998,3.391481719,3.404100587,3.415112184,3.424285232,3.431530046,3.436822222,3.440198648,3.441988191,3.442285225,3.441370885,3.439496055,3.436773023,3.433277189,3.429154051,3.424426315,3.419102907,3.413288897
New England,Reference,Buildings: Water Heating,5.976762028,6.166320449,6.353500633,6.533017471,6.701324994,6.855278962,6.99316855,7.114665783,7.220637951,7.312862699,7.39368707,7.465676875,7.531305302,7.592722826,7.652437181,7.71168875,7.771285846,7.831698031,7.893157887,7.955748133,8.019464962,8.084258836,8.150058739,8.216786365,8.284364792,8.352724239,8.421805724,8.491562934,8.561962361,8.632982083,8.704609597,8.776839324,8.849670123,8.923103229
New England,Reference,Industry,17.74109726,17.81915809,17.89756239,17.97631166,18.05540743,18.13485123,18.21464457,18.29478901,18.37528608,18.45613734,18.53734434,18.61890866,18.70083186,18.78311552,18.86576122,18.94877057,19.03214516,19.1158866,19.1999965,19.28447649,19.36932819,19.45455323,19.54015326,19.62612994,19.71248491,19.79921984,19.88633641,19.97383629,20.06172117,20.14999274,20.23865271,20.32770278,20.41714468,20.50698011
New England,Reference,Transportation: Heavy Duty,2.10E-05,2.12E-05,0.000774871,0.002270793,0.004476792,0.007391549,0.010971247,0.015208792,0.020076866,0.025524547,0.031572128,0.038203938,0.045432888,0.053182756,0.06141053,0.070051121,0.079003116,0.088298314,0.09795319,0.108015899,0.118411203,0.128944101,0.13930634,0.14953042,0.15984315,0.170335658,0.181051688,0.192012932,0.20323837,0.214725487,0.226471304,0.238441411,0.250556537,0.262697693
New England,Reference,Transportation: Light Duty,0.072591657,0.064834424,0.108470512,0.196621129,0.305591002,0.434588982,0.582596167,0.749058924,0.933410751,1.11859754,1.304525832,1.490918906,1.677961882,1.867031971,2.061591678,2.265013154,2.477823417,2.69456508,2.904717871,3.092301117,3.253827367,3.391214583,3.508271766,3.608815997,3.698002469,3.778640824,3.85321809,3.923852687,3.992287609,4.060025043,4.128328342,4.198188088,4.270109753,4.344018593
New England,Reference,Transportation: Other,0.321416307,0.320773474,0.320131927,0.319491663,0.31885268,0.318214975,0.317578545,0.316943388,0.316309501,0.315676882,0.315045528,0.314415437,0.313786606,0.313159033,0.312532715,0.311907649,0.311283834,0.310661266,0.310039944,0.309419864,0.308801024,0.308183422,0.307567055,0.306951921,0.306338017,0.305725341,0.305113891,0.304503663,0.303894656,0.303286866,0.302680293,0.302074932,0.301470782,0.300867841
Pacific,High Electrification,Buildings Other,284.9303879,283.0200798,283.2378428,282.1975885,281.1670873,280.4468457,279.9407522,279.5218865,279.1726352,278.8132283,278.6535483,278.6692434,278.8002737,278.6752766,281.984173,285.7713879,289.9417961,294.5179076,299.473645,304.8198797,310.5083304,316.5223096,322.887058,329.3693191,332.9092827,336.6254162,340.5094118,344.4927568,348.5781464,352.7641599,357.033892,361.3151137,365.6867431,370.186586
Pacific,High Electrification,Buildings: Space Heating,9.120439395,9.190286378,9.309484145,9.477564436,9.69054305,9.941252153,10.22167281,10.52367475,10.83981727,11.16461174,11.49343382,11.82134407,12.1439856,12.45751614,12.8399739,13.28581719,13.79177305,14.3561763,14.97767008,15.65574759,16.38734005,17.16770027,17.98964475,18.84408551,19.66548775,20.44722881,21.18550062,21.87748297,22.52005131,23.11018802,23.64563154,24.12334088,24.54063778,24.89646206
Pacific,High Electrification,Buildings: Water Heating,16.51662405,16.56263066,16.54244449,16.46085697,16.32789428,16.15021711,15.93298806,15.67909168,15.38931012,15.063246,14.70058049,14.30219158,13.87075023,13.41062064,13.12704163,13.03074519,13.12888971,13.42337358,13.91032503,14.58072272,15.42169943,16.41795725,17.55296514,18.80991928,20.03521579,21.21222987,22.32607356,23.36447504,24.3184072,25.18247028,25.95502574,26.63806878,27.23683692,27.75919198
Pacific,High Electrification,Industry,95.50678132,96.37589303,99.24891617,102.1141749,104.9711251,107.8192067,110.6578432,113.4864411,116.3043898,119.1110611,121.905809,124.6879691,127.4568583,130.2117744,135.7358962,141.2330148,146.7023683,152.1431704,157.5546098,162.9358497,168.2860271,173.6042521,178.8896073,184.1411476,189.3578987,194.5388571,199.6829892,204.7892304,209.8564848,214.8836239,219.8694864,224.812877,229.7125658,234.5672875
Pacific,High Electrification,Transportation: Heavy Duty,0.000308657,0.000284273,0.120135566,0.354702054,0.698927682,1.152749355,1.709167502,2.367275103,3.12279205,3.967381583,4.904447111,5.931557273,7.051286291,8.251715842,9.793479848,11.66816794,13.85397651,16.3585527,19.17547255,22.30386861,25.71550653,29.37025765,33.17679264,37.1383074,40.91833665,44.54460421,48.02843573,51.37301481,54.57988573,57.63857861,60.54204243,63.27255754,65.80534458,68.11165579
Pacific,High Electrification,Transportation: Light Duty,1.172130118,1.046875704,1.449928778,2.284337139,3.530259551,5.1557357,7.133088745,9.441806219,12.06191213,14.97694148,18.1714926,21.63294719,25.36069833,29.38102103,33.69196159,38.38434785,43.5034292,48.96974577,54.57371226,60.08832725,65.39143233,70.46906377,75.3518534,80.07537744,84.31774958,88.12493029,91.53803947,94.59999674,97.35787596,99.85685541,102.1375337,104.2280323,106.1393246,107.8637894
Pacific,High Electrification,Transportation: Other,1.475819609,1.637043113,1.796351273,1.953763134,2.109297567,2.26297327,2.414808768,2.564822416,2.713032399,2.859456737,3.004113281,3.14701972,3.288193578,3.427652219,4.68090827,5.935698168,7.191436314,8.447509333,9.703275232,10.95806253,12.21116936,13.46186258,14.70937681,15.95291347,17.19163984,18.42468799,19.65115378,20.87009578,22.0805342,23.28144974,24.4717825,25.65043074,26.81624972,27.96805045
Pacific,Reference,Buildings Other,285.9686871,284.8936892,285.2054892,284.2994387,283.4487662,282.7882508,282.2700402,281.8044257,281.3399909,280.7750725,280.3360341,280.0282529,279.8244079,279.3558903,279.3025671,279.6574623,280.2559776,281.0768901,282.0783546,283.2710821,284.622976,286.0992733,287.7024296,289.1832233,290.8697012,292.7185196,294.7445409,296.89352,299.1801072,301.6096864,304.1668501,306.7741496,309.510943,312.4120698
Pacific,Reference,Buildings: Space Heating,9.126182485,9.203065378,9.277982199,9.3505952,9.421084544,9.489354692,9.555636991,9.619885875,9.681759478,9.741415537,9.79898233,9.854077453,9.906581207,9.956603533,10.0045436,10.04991165,10.0923529,10.1313923,10.16620399,10.19641994,10.22121243,10.24015869,10.2530679,10.26000161,10.26190176,10.25914511,10.25269032,10.24341476,10.23177523,10.21809549,10.20287273,10.18620975,10.1681344,10.14891938
Pacific,Reference,Buildings: Water Heating,16.50906486,16.54710585,16.58082047,16.61456931,16.65455372,16.70331371,16.76238638,16.83230892,16.91274978,17.00272571,17.10085965,17.20563434,17.31560248,17.4295265,17.54894316,17.67318825,17.80178179,17.93436626,18.07065247,18.21038025,18.35329484,18.49913707,18.64764389,18.79855579,18.95162779,19.1066407,19.26341008,19.42179091,19.5816776,19.74299986,19.90571607,20.0698058,20.23526288,20.4020899
Pacific,Reference,Industry,95.50678132,96.37589303,97.25291365,98.13791517,99.03097019,99.93215202,100.8415346,101.7591926,102.6852012,103.6196366,104.5625752,105.5140947,106.4742729,107.4431888,108.4209218,109.4075522,110.403161,111.4078297,112.421641,113.4446779,114.4770245,115.5187654,116.5699862,117.630773,118.7012131,119.7813941,120.8714048,121.9713346,123.0812737,124.2013133,125.3315453,126.4720623,127.6229581,128.784327
Pacific,Reference,Transportation: Heavy Duty,0.00038531,0.00038909,0.003056245,0.008379295,0.016260001,0.026697656,0.039548133,0.054778089,0.072290193,0.091921091,0.113733643,0.137671277,0.163751102,0.19169333,0.221297157,0.252251893,0.284185569,0.317211698,0.351497612,0.387342894,0.424520867,0.462225586,0.499319427,0.535911705,0.572829372,0.610413639,0.648827372,0.688156021,0.728482804,0.769837998,0.8122663,0.855730491,0.900066483,0.944992798
Pacific,Reference,Transportation: Light Duty,1.172130118,1.046875704,1.090568515,1.279693415,1.539723766,1.866920363,2.257841337,2.710736257,3.224088817,3.74478819,4.273550011,4.810254418,5.357767399,5.921718136,6.513327708,7.142024306,7.806899759,8.487790428,9.149340184,9.740156098,10.2489516,10.68172056,11.05045676,11.36718271,11.64813341,11.90215831,12.13709087,12.35960365,12.57518673,12.78857178,13.0037382,13.22380611,13.45036773,13.68318761
Pacific,Reference,Transportation: Other,1.142963895,1.140677967,1.138396611,1.136119818,1.133847578,1.131579883,1.129316723,1.12705809,1.124803974,1.122554366,1.120309257,1.118068639,1.115832501,1.113600836,1.111373635,1.109150887,1.106932586,1.10471872,1.102509283,1.100304264,1.098103656,1.095907449,1.093715634,1.091528202,1.089345146,1.087166456,1.084992123,1.082822139,1.080656494,1.078495181,1.076338191,1.074185515,1.072037144,1.069893069
South Atlantic,High Electrification,Buildings Other,550.8342025,549.3780863,551.4879707,550.7801192,550.2481025,550.1892532,550.3546035,550.5438908,550.7319243,550.7693834,551.0734803,551.623918,552.3244859,552.469218,556.6530643,561.4716233,566.7588157,572.5644363,578.8249833,585.5628771,592.7393695,600.3448903,608.4273132,616.5432339,621.2405686,626.2831956,631.6773659,637.3093092,643.1960163,649.3408657,655.7123539,662.1678577,668.8541916,675.8400824
South Atlantic,High Electrification,Buildings: Space Heating,53.21102503,53.63224243,54.09876897,54.595888,55.10617609,55.60996393,56.09001968,56.52954303,56.91259147,57.22868142,57.46911042,57.62385391,57.68595138,57.6508451,57.65810758,57.70297516,57.78151143,57.88852701,58.0157029,58.15608594,58.29941764,58.43825094,58.56827001,58.68926476,58.7737769,58.83036808,58.87142603,58.90754432,58.9442858,58.98340358,59.02476888,59.06342332,59.09246677,59.10609729
South Atlantic,High Electrification,Buildings: Water Heating,60.54524122,60.71919933,60.49270299,59.88510845,58.94282702,57.70287218,56.19532401,54.43853972,52.44004491,50.20142947,47.72469397,45.01757889,42.09620855,38.98458477,36.18367428,33.7345477,31.6691589,30.00599444,28.7481178,27.88343503,27.38676882,27.22307453,27.35109476,27.72692512,28.23140179,28.82327623,29.46585393,30.12827475,30.78608579,31.42123568,32.0216484,32.58051402,33.09540303,33.56730181
South Atlantic,High Electrification,Industry,130.8797293,131.8482393,135.0367819,138.2051097,141.3524767,144.4781236,147.5812777,150.6611528,153.7169485,156.7478507,159.7530307,162.7316454,165.682837,168.6057328,177.6121018,186.5606644,195.4495879,204.2770115,213.041046,221.7397734,230.3712463,238.9334878,247.4244912,255.8422192,264.1846036,272.4495455,280.634914,288.7385463,296.7582475,304.6917894,312.536911,320.2913173,327.9526793,335.5186336
South Atlantic,High Electrification,Transportation: Heavy Duty,4.66E-05,4.29E-05,0.130939318,0.387701406,0.764127968,1.259878622,1.866862604,2.584320611,3.407569895,4.326914086,5.346369278,6.463281993,7.681393805,8.98800836,10.67442832,12.73462136,15.14683311,17.92063217,21.04338312,24.50576665,28.27272121,32.30629812,36.50823528,40.88215669,45.05394786,49.05295074,52.89114175,56.57155005,60.09468502,63.44638053,66.61551011,69.57785769,72.30054619,74.7461367
South Atlantic,High Electrification,Transportation: Light Duty,0.34761117,0.31046468,1.018737341,2.336530957,4.235522659,6.671815169,9.606307723,13.00970472,16.8532955,21.11268105,25.76443409,30.78946522,36.18361563,41.98269946,48.18449268,54.92077442,62.26023028,70.09358195,78.12416526,86.02856447,93.63225725,100.9152704,107.9214207,114.7015763,120.7926481,126.2602607,131.163124,135.562665,139.5262075,143.1184287,146.3972864,149.4030153,152.15129,154.6311406
South Atlantic,High Electrification,Transportation: Other,1.708144687,1.867122929,2.024569163,2.180497342,2.334921291,2.487854714,2.639311192,2.789304185,2.937847031,3.084952952,3.230635049,3.374906307,3.517779594,3.659267663,4.370868199,5.081912187,5.792171046,6.501404969,7.209362576,7.91578057,8.620383376,9.322882778,10.02297754,10.72035302,11.41468077,12.10561813,12.79280784,13.47587756,14.15443946,14.8280898,15.49640841,16.15895826,16.81528496,17.46491627
South Atlantic,Reference,Buildings Other,552.6500995,552.5456654,554.8457344,554.3813885,554.1407456,554.2356281,554.5072756,554.7957471,555.0187681,555.0002957,555.1873493,555.6025698,556.2007135,556.2743783,556.8887389,558.1209701,559.7047036,561.6366702,563.8538801,566.3948761,569.2148459,572.2650322,575.5625945,578.6337545,582.0838372,585.8310776,589.9068863,594.2096845,598.7698135,603.5991951,608.6684619,613.8265096,619.2235221,624.925286
South Atlantic,Reference,Buildings: Space Heating,53.25008517,53.71778367,54.16516808,54.58982136,54.992343,55.37380597,55.73730905,56.08405991,56.4130564,56.72573268,57.02315903,57.30354083,57.56682073,57.81449924,58.05328418,58.28127084,58.49686563,58.69706114,58.87605447,59.02984346,59.15162438,59.23711969,59.28414048,59.29292889,59.26929135,59.21677739,59.14243052,59.05276072,58.95164709,58.84188938,58.72690269,58.60751879,58.48379714,58.35682718
South Atlantic,Reference,Buildings: Water Heating,60.5253228,60.67448577,60.80809685,60.94181772,61.09797168,61.28567011,61.51042319,61.77415486,62.07567616,62.411464,62.77658352,63.16559524,63.573307,63.99527629,64.43707767,64.89633171,65.37132689,65.86079792,66.36372828,66.87920377,67.40632368,67.94416347,68.49177699,69.04822467,69.6126148,70.18414605,70.76214145,71.34606719,71.93553415,72.53028427,73.13016713,73.73511265,74.3451051,74.9601615
South Atlantic,Reference,Industry,130.8797293,131.8482393,132.8239162,133.8068132,134.7969836,135.7944813,136.7993605,137.8116757,138.8314821,139.8588351,140.8937905,141.9364045,142.9867339,144.0448358,145.1107675,146.1845872,147.2663532,148.3561242,149.4539595,150.5599188,151.6740622,152.7964503,153.927144,155.0662049,156.2136948,157.3696761,158.5342117,159.7073649,160.8891994,162.0797795,163.2791698,164.4874357,165.7046427,166.9308571
South Atlantic,Reference,Transportation: Heavy Duty,5.82E-05,5.88E-05,0.002940824,0.008745734,0.017347931,0.028738629,0.042750624,0.059351386,0.078434894,0.099811809,0.123555484,0.149604552,0.177996309,0.208434392,0.240737412,0.274576287,0.309562921,0.345816404,0.383424028,0.422591815,0.463024939,0.50392687,0.54410376,0.583682778,0.623544146,0.664045277,0.705356585,0.747562052,0.790734305,0.834866187,0.879945132,0.925836865,0.972235247,1.01868467
South Atlantic,Reference,Transportation: Light Duty,0.34761117,0.31046468,0.504922908,0.900004819,1.38905651,1.968480629,2.633708876,3.382252871,4.211622537,5.044997012,5.881938839,6.721205808,7.563651073,8.415502488,9.292540785,10.20991775,11.16999476,12.14813653,13.09688774,13.94416941,14.67421737,15.2956441,15.82560432,16.28127638,16.68569596,17.05150467,17.38990299,17.7104376,18.02096967,18.32827794,18.63806264,18.95479258,19.28075193,19.6156021
South Atlantic,Reference,Transportation: Other,1.379999145,1.377239147,1.374484668,1.371735699,1.368992228,1.366254243,1.363521735,1.360794691,1.358073102,1.355356956,1.352646242,1.349940949,1.347241067,1.344546585,1.341857492,1.339173777,1.33649543,1.333822439,1.331154794,1.328492484,1.325835499,1.323183828,1.320537461,1.317896386,1.315260593,1.312630072,1.310004812,1.307384802,1.304770032,1.302160492,1.299556171,1.296957059,1.294363145,1.291774419
West North Central,High Electrification,Buildings Other,185.1170904,184.4296938,186.4906257,187.0723857,187.8045181,188.8789172,190.2205027,191.681535,193.1751346,194.5891105,196.1788851,197.9371269,199.7971645,201.3212607,206.9905435,212.8594882,218.839344,224.9681006,231.216773,237.6151278,244.1607695,250.8631978,257.7639913,264.6129555,267.3876988,270.2885428,273.3392551,276.4903453,279.76971,283.1952618,286.7577808,290.375527,294.1358115,298.0766844
West North Central,High Electrification,Buildings: Space Heating,6.9424687,6.99333247,7.135401969,7.376826436,7.718893847,8.155668044,8.677518937,9.273279668,9.932167229,10.64580744,11.40697014,12.20777656,13.04079956,13.89925846,14.84259732,15.86461241,16.96266336,18.13704252,19.38912996,20.72173629,22.13329484,23.61809616,25.16448886,26.75569167,28.27894958,29.71810374,31.06285346,32.30663317,33.4447128,34.47448775,35.39591785,36.20861503,36.9129416,37.5113325
West North Central,High Electrification,Buildings: Water Heating,9.816126802,9.839653656,9.813743479,9.741517437,9.629760717,9.4832805,9.305871324,9.09973015,8.865578426,8.603322037,8.312939781,7.995260579,7.652366661,7.28751457,7.000513742,6.797340304,6.682002768,6.655849199,6.717397723,6.862596029,7.08533791,7.378061777,7.732334761,8.139404628,8.543697815,8.936789845,9.311375718,9.661682714,9.98369582,10.27521114,10.53574385,10.76632107,10.96918997,11.1474757
West North Central,High Electrification,Industry,94.99637932,95.60435615,98.13063859,100.6288876,103.0991504,105.5414643,107.955857,110.3423465,112.7009406,115.0316373,117.3344245,119.6092795,121.8561695,124.0750508,129.6995562,135.2906341,140.8491356,146.3758903,151.8717054,157.3373656,162.7736324,168.1812434,173.5609117,178.9133254,184.2391465,189.53901,194.8135233,200.0632647,205.2887828,210.4905946,215.6691851,220.8250052,225.9584704,231.0699595
West North Central,High Electrification,Transportation: Heavy Duty,0,0,0.089369223,0.263556189,0.51807556,0.852640163,1.261529331,1.744410831,2.298109463,2.915664017,3.600013169,4.349369884,5.166883012,6.04409996,7.183937315,8.584823954,10.23303413,12.1358572,14.28156856,16.65928528,19.24300759,22.01059505,24.89583729,27.901245,30.7673577,33.51421852,36.15011055,38.67747621,41.09703597,43.39916364,45.57665044,47.61330061,49.48705536,51.17262025
West North Central,High Electrification,Transportation: Light Duty,0.04781339,0.042703939,0.286576975,0.734179475,1.376182784,2.198020993,3.186740769,4.332556504,5.626024568,7.058930121,8.62337219,10.31291585,12.12594083,14.07439293,16.15832681,18.42212658,20.88927071,23.5235182,26.22563427,28.88717269,31.44951028,33.90590516,36.27103507,38.56192675,40.6212567,42.47091685,44.13048978,45.62058476,46.96374958,48.18169806,49.29375572,50.31341084,51.24589747,52.08748425
West North Central,High Electrification,Transportation: Other,0.58698141,0.648974842,0.710636368,0.771967845,0.832971115,0.893648008,0.954000342,1.01402992,1.073738535,1.133127965,1.192199979,1.250956331,1.309398764,1.367529008,1.630834304,1.893757851,2.156243725,2.418233291,2.679665125,2.940474925,3.200595425,3.459956309,3.718484114,3.976102141,4.232730357,4.488285299,4.742679966,4.995823723,5.247622191,5.497977137,5.746786367,5.993943604,6.239338378,6.4828559
West North Central,Reference,Buildings Other,186.0494432,186.0448564,187.9290734,188.3831955,189.0547627,190.0002247,191.1602345,192.4105223,193.640309,194.7268629,195.9522957,197.3321292,198.8160591,199.9568626,201.2980925,202.7980034,204.3207187,205.8741802,207.4136681,208.9684382,210.5378262,212.1238109,213.7607802,215.1814659,216.7229642,218.3469672,220.0830233,221.8829314,223.7794863,225.7947438,227.9217863,230.0768101,232.3536287,234.7940302
West North Central,Reference,Buildings: Space Heating,6.945936155,7.000918595,7.053861314,7.104429385,7.153123425,7.199928307,7.24508765,7.288640162,7.330388791,7.370494897,7.409095722,7.44596076,7.48108198,7.514652047,7.546878899,7.577529487,7.606435679,7.633267559,7.657341096,7.678186038,7.694931165,7.706979333,7.713959564,7.71579344,7.7132689,7.706764866,7.697144397,7.685235385,7.671554795,7.656503418,7.640577498,7.623946394,7.606681659,7.588984024
West North Central,Reference,Buildings: Water Heating,9.810348499,9.828323843,9.843539,9.858743507,9.8778367,9.902420595,9.933464183,9.971305237,10.015733,10.0661252,10.12161081,10.1812304,10.24406877,10.30934332,10.37801047,10.44964952,10.52395615,10.60070342,10.6797077,10.76080398,10.8438311,10.92862558,11.01502186,11.10285689,11.19197686,11.28224428,11.3735434,11.46578305,11.55889652,11.65283891,11.74758272,11.84311304,11.93942297,12.03650982
West North Central,Reference,Industry,94.99637932,95.60435615,96.21622403,96.83200786,97.45173271,98.0754238,98.70310651,99.33480639,99.97054916,100.6103607,101.254267,101.9022943,102.554469,103.2108176,103.8713668,104.5361436,105.2051749,105.878488,106.5561103,107.2380694,107.9243931,108.6151092,109.3102459,110.0098315,110.7138944,111.4224633,112.1355671,112.8532347,113.5754954,114.3023786,115.0339138,115.7701308,116.5110597,117.2567305
West North Central,Reference,Transportation: Heavy Duty,0,0,0.00195009,0.00581015,0.011494569,0.01899958,0.028210068,0.039109341,0.051626954,0.065628086,0.081166952,0.098203287,0.116775902,0.136689511,0.157841721,0.180082633,0.203151928,0.227131918,0.252046204,0.277997392,0.304785097,0.331926773,0.358633393,0.384989959,0.411579075,0.438633885,0.466267925,0.494539139,0.523499655,0.553145581,0.58347394,0.614401119,0.645727142,0.677147402
West North Central,Reference,Transportation: Light Duty,0.04781339,0.042703939,0.114600186,0.253297617,0.423134362,0.622991853,0.851378271,1.107465254,1.390444365,1.674534108,1.959483734,2.244813087,2.53061719,2.818884697,3.115018731,3.424170562,3.747352538,4.076540985,4.395990633,4.681583601,4.928023994,5.138178686,5.31779053,5.472599776,5.610172338,5.73473019,5.850022348,5.959249223,6.065051282,6.169708339,6.275136802,6.382838627,6.493584548,6.60725964
West North Central,Reference,Transportation: Other,0.460145225,0.459224934,0.458306484,0.457389871,0.456475092,0.455562141,0.454651017,0.453741715,0.452834232,0.451928563,0.451024706,0.450122657,0.449222411,0.448323967,0.447427319,0.446532464,0.445639399,0.44474812,0.443858624,0.442970907,0.442084965,0.441200795,0.440318393,0.439437757,0.438558881,0.437681763,0.4368064,0.435932787,0.435060921,0.4341908,0.433322418,0.432455773,0.431590862,0.43072768
West South Central,High Electrification,Buildings Other,377.7213339,377.379768,379.5089951,379.2259823,379.2415717,379.6499927,380.2285451,380.8164727,381.3657381,381.7395806,382.2935266,383.0204725,383.8411768,384.1605229,387.5303425,391.27189,395.2583286,399.5388869,404.0661106,408.866863,413.9144332,419.2112575,424.8083671,430.3435741,433.7207977,437.3307264,441.1901975,445.2148006,449.4289407,453.8445087,458.441025,463.1016002,467.9492163,473.0397235
West South Central,High Electrification,Buildings: Space Heating,14.67600868,14.78669886,14.95324794,15.17351634,15.44108561,15.74622924,16.07868067,16.42826512,16.78573742,17.14448069,17.49902303,17.84356035,18.17334738,18.48458225,18.84555893,19.25150843,19.69929079,20.18655373,20.71049532,21.26902184,21.85756972,22.47082679,23.10235174,23.74524703,24.3511187,24.91681306,25.44229932,25.92836172,26.3750103,26.78184009,27.1486759,27.47385179,27.7554084,27.99242077
West South Central,High Electrification,Buildings: Water Heating,21.55854349,21.61824521,21.55030799,21.3615563,21.0677067,20.68076516,20.21039286,19.66238465,19.03896224,18.34038862,17.56709555,16.72150093,15.80892499,14.83740467,14.01130846,13.34526523,12.85008521,12.53102416,12.38714844,12.41171195,12.59323696,12.91689499,13.36588869,13.92270835,14.50077983,15.08344268,15.65586707,16.20569303,16.72339552,17.2024106,17.63906478,18.03234123,18.3835112,18.6956685
West South Central,High Electrification,Industry,187.0612906,188.277189,195.4360757,202.5843366,209.7203313,216.8423803,223.9487644,231.0377235,238.1074565,245.1561199,252.1818278,259.1826503,266.1566136,273.1016984,292.4104712,311.7172465,331.0179814,350.3085265,369.5846237,388.8419039,408.0758856,427.2819717,446.4554483,465.5914819,484.685117,503.7312743,522.7247478,541.660203,560.5321736,579.3350601,598.0631262,616.710497,635.2711561,653.7389431
West South Central,High Electrification,Transportation: Heavy Duty,0,0,0.101433136,0.299895105,0.591794638,0.977333694,1.451054895,2.011914442,2.656288965,3.377775465,4.178913662,5.057634261,6.015068715,7.040769102,8.347845776,9.925410406,11.75278174,13.83506826,16.17294325,18.77473263,21.62101596,24.67119554,27.84628436,31.14867316,34.30077527,37.32620825,40.23370223,43.02420886,45.69668679,48.23968839,50.64298919,52.88634288,54.9426267,56.78159174
West South Central,High Electrification,Transportation: Light Duty,0.118370097,0.105720751,0.590479008,1.482351882,2.762914682,4.403093748,6.377163736,8.665606532,11.24980504,14.11336293,17.24054324,20.6185247,24.24404742,28.14106596,32.31074406,36.8419332,41.78184458,47.05818166,52.47258338,57.80810025,62.94735556,67.87680745,72.62578338,77.228288,81.36717376,85.0860674,88.42398995,91.42216249,94.12563245,96.57784815,98.8173106,100.8709842,102.749306,104.4447483
