census_division,Scenario,Category,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
New England,NREL High Electrification,Industry,26.71408408,27.58893442,28.04593784,28.45787173,29.05434621,29.57762484,30.05186195,30.31168963,30.30981714,30.14496326,30.1533423,30.08731895,29.99268498,29.8623692,29.81003789,29.86208786,30.08031984,30.34837897,30.5485823,30.73774309,31.04353503,31.45294883,31.76696314,32.11408901,32.52099678,32.91971555,33.35251008,33.75575577,34.17319089,34.56583513,34.90768801,35.28754408,35.73398464,36.13246785
New England,NREL High Electrification,Transportation: Heavy Duty,0.023763427,0.040642992,0.061406384,0.089960678,0.130116544,0.181422518,0.24735731,0.328998875,0.423480538,0.535046636,0.68484511,0.872348754,1.098944943,1.364974371,1.681825058,2.05010881,2.511965852,3.044918181,3.611509012,4.191293485,4.792464118,5.415031332,5.992702862,6.563366891,7.115771664,7.655437724,8.180928192,8.665400817,9.114203733,9.543558631,9.930634189,10.30073906,10.66667787,11.01541897
New England,NREL High Electrification,Transportation: Light Duty,0.393793165,0.516021249,0.686952707,0.927163445,1.254148295,1.736849296,2.298339655,3.016791711,3.883012949,5.154714451,6.890994059,8.764977851,10.68847246,12.64764615,14.73137209,16.99953544,19.33294591,21.59953949,23.81423753,25.99916018,28.08530471,30.06170011,31.93136149,33.70346817,35.45680706,37.11939737,38.7032337,40.22716067,41.71517765,43.27082224,44.82868248,46.39528809,47.97162119,49.5561153
New England,NREL High Electrification,Transportation: Other,0.335958364,0.341794071,0.345797762,0.350171982,0.354959685,0.359767444,0.364617305,0.369384383,0.373730298,0.377731145,0.381983041,0.386514859,0.390656379,0.394262091,0.397662271,0.401255608,0.405263567,0.409221459,0.41319585,0.416961152,0.420885476,0.424863423,0.42853243,0.43203687,0.435489819,0.438999806,0.442426868,0.445717525,0.448970774,0.452177653,0.455259221,0.458334531,0.461488925,0.464608186
New England,NREL Medium Electrification,Buildings Other,93.21826553,93.43217479,93.52991399,93.76044997,93.9323366,94.08095824,94.17540926,94.30135547,94.4500161,94.63915619,94.86786976,95.10642977,95.37409148,95.70550072,96.13739551,96.64709625,97.22732406,97.88483807,98.58493874,99.30178806,100.0559604,100.8271089,101.6365809,102.4675314,103.0942642,103.7349521,104.3938888,105.0798996,105.7746968,106.5787942,107.3199133,108.074753,108.8127876,109.6071734
New England,NREL Medium Electrification,Buildings: Space Heating,4.552340491,4.692023382,4.899494896,5.103166984,5.304713859,5.497456232,5.682539358,5.857314813,6.021079767,6.175854932,6.327682806,6.473901562,6.624158121,6.783432352,6.956090438,7.142801056,7.344736712,7.561407223,7.804224866,8.074218073,8.381565386,8.736147757,9.137982642,9.599705041,10.03756631,10.53766757,11.10545727,11.73508617,12.42414244,13.16684253,13.95264838,14.77388193,15.62492756,16.49653453
New England,NREL Medium Electrification,Buildings: Water Heating,4.779176459,4.837560772,4.883152311,4.915599444,4.938539206,4.950610588,4.953799612,4.950079293,4.941950039,4.933357954,4.927127533,4.92595344,4.931607393,4.945723252,4.969356475,5.001076645,5.038846785,5.081854585,5.12838117,5.17688585,5.226497301,5.276172031,5.325839313,5.375091048,5.380297203,5.385288888,5.390471145,5.395802468,5.401443937,5.406967078,5.412812493,5.418895249,5.424751766,5.43031276
New England,NREL Medium Electrification,Industry,26.71371464,27.58675517,28.04118169,28.44965261,29.04139316,29.55848914,30.02479254,30.2746777,30.2606808,30.0811656,30.07173497,29.98470626,29.86532605,29.70536391,29.61856564,29.63093835,29.80343838,30.01961743,30.16207975,30.28531262,30.51476415,30.83508777,31.04895215,31.28342546,31.5671848,31.83276737,32.12638144,32.39100553,32.67180392,32.93150835,33.14288429,33.39533119,33.71800028,34.00017986
New England,NREL Medium Electrification,Transportation: Heavy Duty,0.008787729,0.015066947,0.022844143,0.033696104,0.048526942,0.067207743,0.091250699,0.120828421,0.154699244,0.194999556,0.249820577,0.318830282,0.402628741,0.501514708,0.622750976,0.765900549,0.94789659,1.158096799,1.38107418,1.610138811,1.847798872,2.095023634,2.323634549,2.553026741,2.773328901,2.989355666,3.199063046,3.391663857,3.57037382,3.74223209,3.89795298,4.048126432,4.197121824,4.339319807
New England,NREL Medium Electrification,Transportation: Light Duty,0.392965067,0.511496798,0.673102617,0.899358127,1.206930414,1.649008212,2.1758469,2.819198171,3.602373501,4.66899258,6.030065432,7.71462194,9.426129635,11.17717236,12.97807638,14.86823216,16.79499104,18.6543292,20.40716622,22.07287891,23.60109718,24.9871794,26.23638796,27.35720241,28.39268591,29.30480046,30.10289166,30.80287178,31.4271105,32.05357483,32.64888728,33.22637075,33.79343892,34.35438853
New England,NREL Medium Electrification,Transportation: Other,0.335958364,0.341794071,0.345797762,0.350171982,0.354959685,0.359767444,0.364617305,0.369384383,0.373730298,0.377731145,0.381983041,0.386514859,0.390656379,0.394262091,0.397662271,0.401255608,0.405263567,0.409221459,0.41319585,0.416961152,0.420885476,0.424863423,0.42853243,0.43203687,0.435489819,0.438999806,0.442426868,0.445717525,0.448970774,0.452177653,0.455259221,0.458334531,0.461488925,0.464608186
Pacific,NREL High Electrification,Buildings Other,314.1804204,313.8015116,313.379001,313.5732544,313.9298363,314.1812881,314.0805206,314.2601534,314.5115556,314.738695,315.1115346,315.6973466,316.5084865,317.4765067,318.7749339,320.4520961,322.5269327,325.0343988,328.0542277,331.2023835,334.5895631,338.1493919,341.8372341,345.5660155,349.0094796,352.4744526,355.9897252,359.5019023,362.9715124,366.4320496,369.7595703,374.2735124,378.9522204,383.6394823
Pacific,NREL High Electrification,Buildings: Space Heating,18.2058933,19.31651937,19.54752511,19.76480029,19.98282591,20.19902209,20.41485811,20.64780159,20.88411955,21.13824089,21.42174973,21.73770723,22.09475793,22.49772387,22.95010565,23.44686087,23.99037751,24.57522543,25.1873404,25.81551816,26.46412212,27.11941293,27.75702089,28.37884213,28.83582079,29.26318192,29.66354349,30.01866545,30.33316406,30.60251052,30.82295232,30.99300154,31.11341989,31.18702476
Pacific,NREL High Electrification,Buildings: Water Heating,13.96660034,13.89870029,13.82631451,13.75274622,13.69210466,13.64617265,13.62248197,13.625218,13.65797132,13.7256743,13.83371381,13.98767022,14.19075862,14.44915977,14.7675381,15.14188267,15.56347033,16.02367918,16.50945644,17.00642013,17.50068944,17.98098123,18.43823557,18.86510107,19.22270166,19.5472614,19.83772312,20.09318308,20.31706215,20.51253735,20.6826392,20.83029155,20.95999723,21.07599774
Pacific,NREL High Electrification,Industry,107.2860796,111.7543448,114.8998703,117.0250428,119.8673062,121.9261702,124.6075677,126.735708,127.5338755,128.2027598,129.2240046,130.0490608,131.0104351,131.9262671,132.8775792,133.8613201,135.5291605,137.682409,139.9207791,142.0496796,144.405985,147.1246948,149.6130271,152.1997073,154.8954753,157.6199351,160.6942698,163.7129286,166.719426,169.7881788,172.596564,175.3530533,178.3024088,181.3358142
Pacific,NREL High Electrification,Transportation: Heavy Duty,0.150580042,0.257185541,0.387869744,0.565034146,0.815866641,1.137290037,1.548282854,2.059441727,2.655071669,3.363625868,4.314525509,5.506210277,6.945878234,8.634338445,10.59637428,12.84612666,15.6280762,18.83467357,22.25310581,25.73862823,29.34661363,33.06008183,36.51616818,39.87398985,43.14886846,46.33533194,49.44666952,52.32714022,54.99248269,57.52806555,59.80407623,61.9613623,64.08539081,66.10609116
Pacific,NREL High Electrification,Transportation: Light Duty,1.488809983,1.84306892,2.349167971,3.071604422,4.063174346,5.542550341,7.269917293,9.490008029,12.17476022,16.1297232,21.54003811,27.38474646,33.38781483,39.50497276,46.01261553,53.09690247,60.38512809,67.46467641,74.38213358,81.2065888,87.72251666,93.89564992,99.73540617,105.2704567,110.7468876,115.9398722,120.8868751,125.6467563,130.2944757,135.1534254,140.0192955,144.9124809,149.8360493,154.7851076
Pacific,NREL High Electrification,Transportation: Other,1.033777189,1.051734237,1.064053994,1.077513901,1.092246139,1.107040088,1.121963591,1.136632365,1.150005174,1.162316178,1.175399682,1.189344537,1.202088404,1.213183538,1.223646227,1.234703283,1.24703617,1.259214995,1.27144459,1.283030799,1.295106331,1.307346868,1.318636769,1.329420276,1.340045344,1.350845921,1.361391332,1.371517009,1.381527578,1.391395463,1.400877754,1.410340787,1.420047169,1.429645445
Pacific,NREL Medium Electrification,Buildings Other,314.3577084,314.075324,313.7449264,314.0387909,314.4644441,314.7715629,314.712709,314.9136981,315.1567675,315.338893,315.6215385,316.0677948,316.7011278,317.4564094,318.443149,319.7287136,321.3279668,323.2428201,325.4319682,327.7823182,330.3346469,333.0372291,335.8561625,338.7138059,341.3131939,343.9700965,346.7251124,349.5447388,352.4067815,355.4203127,358.2886778,362.396891,366.7176162,371.0874543
Pacific,NREL Medium Electrification,Buildings: Space Heating,18.2058933,19.31639697,19.5458299,19.75934206,19.97018449,20.17410665,20.3702632,20.5729972,20.76450989,20.95401288,21.14692986,21.33972643,21.53458146,21.72998126,21.92646373,22.12039124,22.31808332,22.51809998,22.72055355,22.92988218,23.15997655,23.41207938,23.67054287,23.94623225,24.12353421,24.31910032,24.53854622,24.77103292,25.02258358,25.28962968,25.56940462,25.85794788,26.15170929,26.44777412
Pacific,NREL Medium Electrification,Buildings: Water Heating,13.96660034,13.89870029,13.82520125,13.74887814,13.68289252,13.62774995,13.5892157,13.56908193,13.56768539,13.58577633,13.62371285,13.68151984,13.75720335,13.85284959,13.96901207,14.10317849,14.25243586,14.41744388,14.59744999,14.79172091,14.99915014,15.21993207,15.45479732,15.70420427,15.9355581,16.18426731,16.45030631,16.73212918,17.02950932,17.33880671,17.65927254,17.98679629,18.31773123,18.64852969
Pacific,NREL Medium Electrification,Industry,107.2819309,111.7270634,114.8404651,116.9230184,119.7086548,121.6939149,124.2816884,126.2939713,126.9526276,127.4538818,128.2821269,128.8720355,129.5554251,130.1423285,130.7155415,131.2643449,132.4348359,134.0279228,135.6494408,137.1085482,138.7320072,140.6484564,142.2888683,143.9795112,145.7310946,147.4520558,149.483881,151.4592334,153.4308467,155.4719943,157.2903089,159.1004694,161.1274216,163.2809869
Pacific,NREL Medium Electrification,Transportation: Heavy Duty,0.051202251,0.087715375,0.132861929,0.195007252,0.27927697,0.384832139,0.519505026,0.68554291,0.876314617,1.106850482,1.42283447,1.823006019,2.310308991,2.886261507,3.57790467,4.38640617,5.402936474,6.57675467,7.826022315,9.106263304,10.43213861,11.80318669,13.07396679,14.33139272,15.54601047,16.73304502,17.8877204,18.95204397,19.93899107,20.88357339,21.73690089,22.55420846,23.36212166,24.13199374
Pacific,NREL Medium Electrification,Transportation: Light Duty,1.486223476,1.828937111,2.305908185,2.984756485,3.91569265,5.268185035,6.887320334,8.872839326,11.29820475,14.61260641,18.85098833,24.10403334,29.44497491,34.9120499,40.53631766,46.43992371,52.45800078,58.2655146,63.74038056,68.94311931,73.71640328,78.04573476,81.94755052,85.44833606,88.68259628,91.5315223,94.02430453,96.21064384,98.16041021,100.1171282,101.9765454,103.7802751,105.5514733,107.3035606
Pacific,NREL Medium Electrification,Transportation: Other,1.033777189,1.051734237,1.064053994,1.077513901,1.092246139,1.107040088,1.121963591,1.136632365,1.150005174,1.162316178,1.175399682,1.189344537,1.202088404,1.213183538,1.223646227,1.234703283,1.24703617,1.259214995,1.27144459,1.283030799,1.295106331,1.307346868,1.318636769,1.329420276,1.340045344,1.350845921,1.361391332,1.371517009,1.381527578,1.391395463,1.400877754,1.410340787,1.420047169,1.429645445
South Atlantic,NREL High Electrification,Buildings Other,549.7637166,548.981205,548.0687698,548.1042312,548.9087856,550.0986637,551.2960413,552.6948056,554.1030787,555.5877155,557.3759461,559.4116002,561.6154825,563.981186,567.1311698,570.9585489,575.3754772,580.3646678,585.8408835,591.576437,597.5405625,603.9007671,610.4242788,616.9806803,623.3811603,629.8112823,636.4547814,643.1389289,649.8578419,656.6068615,663.2161114,669.7406682,676.2824399,682.7953188
South Atlantic,NREL High Electrification,Buildings: Space Heating,37.33357942,37.7332451,38.14963449,38.5033242,38.81911526,39.07652742,39.30192782,39.48523228,39.64401123,39.79770869,39.97162105,40.125377,40.32699872,40.53301598,40.79731866,41.10831457,41.46117823,41.88288998,42.32331076,42.82912029,43.35431113,43.89220246,44.42764857,44.96405464,45.33628166,45.67920877,46.01295105,46.31842358,46.59629094,46.81261231,46.97300319,47.07506486,47.11870956,47.10611869
South Atlantic,NREL High Electrification,Buildings: Water Heating,44.62914643,44.41171234,44.17443443,43.91514304,43.6744167,43.45440522,43.27276925,43.13908125,43.0504316,43.00462117,42.99391857,43.00956077,43.02947515,43.04444206,43.04849826,43.02660266,42.96630188,42.86731774,42.7304197,42.56005978,42.35741922,42.12653674,41.87745708,41.61945286,41.34640444,41.09193685,40.86560782,40.67434724,40.52662339,40.42282771,40.36736789,40.36090462,40.40104651,40.48365704
South Atlantic,NREL High Electrification,Industry,177.3919176,182.9563366,187.9328376,191.1655229,195.790283,201.0023869,205.6057977,208.6436766,210.0437405,210.8601202,211.9064793,212.3420638,212.9515512,213.7993892,214.8854976,216.4753519,218.9251207,222.0393252,224.9154424,227.6433432,230.7906553,234.5214988,238.0896522,241.7245367,245.158003,248.2513452,251.5977156,254.7815507,257.8745568,260.9346233,263.9969973,267.1682927,270.5981967,274.3253948
South Atlantic,NREL High Electrification,Transportation: Heavy Duty,0.175406514,0.299353211,0.450949883,0.655626159,0.938794284,1.296763054,1.751321318,2.316976222,2.97476534,3.7585004,4.819479989,6.159493041,7.78589086,9.696943919,11.90981995,14.44941614,17.59447793,21.23192066,25.12102556,29.08596763,33.19189691,37.41336901,41.34736337,45.14976209,48.86889671,52.48271833,56.0149307,59.28864015,62.31533633,65.18908866,67.76290246,70.19433909,72.58523061,74.85827444
South Atlantic,NREL High Electrification,Transportation: Light Duty,1.847970174,2.410181966,3.197540766,4.305202125,5.813857292,8.04260702,10.63583422,13.95502318,17.95774158,23.83556104,31.86177603,40.52510859,49.41774297,58.47561643,68.10950207,78.59618114,89.38454099,99.86397977,110.1034833,120.2053223,129.8504675,138.9881952,147.6324455,155.8256584,163.9320997,171.6189712,178.9417291,185.9875003,192.867244,200.0596594,207.2623187,214.5054116,221.7934789,229.119278
South Atlantic,NREL High Electrification,Transportation: Other,1.356510193,1.380073219,1.396239058,1.413900989,1.433232457,1.452644903,1.472227346,1.491475537,1.50902318,1.525177533,1.542345553,1.560643826,1.577366177,1.59192508,1.605654098,1.620163036,1.636346104,1.652327014,1.668374544,1.68357783,1.6994232,1.715485088,1.730299562,1.744449553,1.758391642,1.772564031,1.786401594,1.799688388,1.812824137,1.82577266,1.83821521,1.85063249,1.86336909,1.875963834
South Atlantic,NREL Medium Electrification,Buildings Other,550.9105129,550.7692563,550.5724907,551.3677433,552.7939299,554.4998708,556.136135,557.913035,559.6392609,561.3862418,563.3809314,565.5733302,567.8901706,570.3247494,573.2514471,576.6689967,580.569232,584.9766502,589.8307665,594.9143976,600.2015567,605.866001,611.6838321,617.5203461,623.1594667,628.8582345,634.7762324,640.7794649,646.8384081,652.9405472,658.9087037,664.8077546,670.7527989,676.6931655
South Atlantic,NREL Medium Electrification,Buildings: Space Heating,37.33357942,37.73305437,38.1474979,38.49655114,38.80358105,39.04607483,39.2476573,39.39449176,39.49911657,39.57451974,39.63805012,39.64199661,39.64518284,39.60153979,39.56136967,39.51423644,39.45966534,39.43538354,39.40558767,39.43216289,39.48430222,39.56931651,39.68420974,39.85213679,39.92333331,40.03010004,40.19688386,40.41046213,40.67678799,40.96682402,41.28523463,41.62671503,41.98531985,42.35465162
South Atlantic,NREL Medium Electrification,Buildings: Water Heating,44.62914643,44.41171234,44.17501822,43.91746429,43.68030374,43.46682394,43.29633294,43.18077758,43.12053864,43.11766371,43.17002117,43.27569653,43.42092956,43.60498113,43.82448473,44.06665308,44.31953813,44.58066574,44.84367004,45.10221462,45.344359,45.562274,45.75250128,45.91229578,46.01837814,46.0961153,46.14530252,46.1653559,46.15888825,46.12664382,46.06960187,45.99180182,45.89563664,45.78378804
South Atlantic,NREL Medium Electrification,Industry,177.3847312,182.9051598,187.8185356,190.9670328,195.4738719,200.527498,204.9256828,207.7105313,208.8037416,209.2479519,209.8626373,209.8016661,209.8329231,210.0086411,210.3337311,211.0706902,212.5824537,214.6512782,216.4159811,217.9516167,219.8494154,222.249177,224.3969286,226.6002491,228.6308298,230.3032113,232.2060223,233.9790372,235.7115465,237.4812249,239.2567555,241.2159835,243.4704091,246.0594741
South Atlantic,NREL Medium Electrification,Transportation: Heavy Duty,0.057509655,0.098390118,0.148732623,0.217815001,0.311681927,0.429308493,0.579249032,0.764572887,0.977944646,1.233187111,1.581704313,2.022980878,2.56013865,3.193888262,3.950535112,4.833357959,5.943182751,7.22705191,8.595289211,9.996508876,11.4489514,12.95103251,14.34524653,15.7196193,17.05089329,18.35078734,19.61672729,20.78467702,21.86686169,22.90132713,23.83396331,24.72495176,25.60523853,26.44392916
South Atlantic,NREL Medium Electrification,Transportation: Light Duty,1.84414152,2.38926348,3.133505834,4.17664616,5.59554868,7.636479835,10.06949743,13.04146309,16.66022449,21.58985952,27.88133197,35.66886056,43.58138807,51.67698239,60.0032604,68.74224758,77.65048183,86.2470033,94.35112426,102.0524319,109.1180436,115.526499,121.3021285,126.4841368,131.2716232,135.4887219,139.1786414,142.4149512,145.3010758,148.1974904,150.9498764,153.6198314,156.2416319,158.8351437
South Atlantic,NREL Medium Electrification,Transportation: Other,1.356510193,1.380073219,1.396239058,1.413900989,1.433232457,1.452644903,1.472227346,1.491475537,1.50902318,1.525177533,1.542345553,1.560643826,1.577366177,1.59192508,1.605654098,1.620163036,1.636346104,1.652327014,1.668374544,1.68357783,1.6994232,1.715485088,1.730299562,1.744449553,1.758391642,1.772564031,1.786401594,1.799688388,1.812824137,1.82577266,1.83821521,1.85063249,1.86336909,1.875963834
West North Central,NREL High Electrification,Buildings Other,167.6208834,166.5801029,166.711318,166.932989,167.2349412,167.5860761,167.9330244,168.3924773,168.9340437,169.5422922,170.2250929,171.018139,171.8744255,172.7907467,173.8599914,175.0566235,176.3945853,177.8974671,179.5349497,181.2317761,183.0023221,184.8354141,186.7153017,188.6143129,190.3474878,192.1259576,193.9763732,195.8582594,197.774044,199.6925246,201.5648811,203.4738193,205.4402993,207.4666701
West North Central,NREL High Electrification,Buildings: Space Heating,11.32585343,11.72801252,12.01965497,12.29501699,12.57384412,12.84703805,13.12047725,13.40713867,13.70252774,14.02221532,14.37875324,14.77256548,15.21476527,15.7164111,16.28717078,16.92362273,17.62361804,18.38004877,19.18458328,20.02039699,20.87937553,21.7497205,22.62856687,23.49538823,24.17941864,24.83959323,25.46363788,26.04959422,26.58396962,27.06533954,27.48440971,27.84141228,28.12917685,28.35246965
West North Central,NREL High Electrification,Buildings: Water Heating,8.982888254,8.945120977,8.899642731,8.844043477,8.787731867,8.730742028,8.677661568,8.631869065,8.596189664,8.573807681,8.566369508,8.574290742,8.596185647,8.633238223,8.685651649,8.750924796,8.824524046,8.905313897,8.989804172,9.075041281,9.157055967,9.233739851,9.304674872,9.36808984,9.389611613,9.405585713,9.416284209,9.422673612,9.426132557,9.427522392,9.427819208,9.427850444,9.428045039,9.429202021
West North Central,NREL High Electrification,Industry,86.01734271,89.18669623,91.42073282,92.89412994,94.79021824,96.50648539,98.34588864,99.48083642,99.78515547,100.0344372,100.491666,100.5496641,100.7403397,100.8808922,101.0814437,101.504885,102.2440858,103.2389242,104.1515864,104.9839695,106.1094203,107.4174745,108.6017453,109.8466414,111.1190327,112.5424648,114.1771341,115.74898,117.3085355,118.8834771,120.4103104,122.0189728,123.7857238,125.6652697
West North Central,NREL High Electrification,Transportation: Heavy Duty,0.088930372,0.151579389,0.22794241,0.330013313,0.468989522,0.642819265,0.861528079,1.134272127,1.451741983,1.831680092,2.349730547,3.008723697,3.811505,4.755668591,5.832766771,7.061670724,8.575342749,10.33067998,12.21507725,14.13247022,16.11704429,18.14914809,20.04764752,21.85820899,23.64052331,25.36634016,27.05692743,28.6282421,30.07853176,31.44873313,32.66995113,33.81425133,34.93533333,35.99909137
West North Central,NREL High Electrification,Transportation: Light Duty,0.619080722,0.813479388,1.085116462,1.466615908,1.985759021,2.751802887,3.642749438,4.782550573,6.156615556,8.173602711,10.92721682,13.8991095,16.94943783,20.05629002,23.36062368,26.95742163,30.6576838,34.25198906,37.76399971,41.22879335,44.53694727,47.67106389,50.6359245,53.44608543,56.22648487,58.86297754,61.37458412,63.79118795,66.15084661,68.61774737,71.08816167,73.57244414,76.07215224,78.58480189
West North Central,NREL High Electrification,Transportation: Other,0.481667626,0.49003435,0.495774492,0.502045865,0.508910053,0.515802996,0.522756301,0.52959092,0.535821711,0.541557774,0.547653769,0.554151093,0.560088841,0.565258394,0.570133274,0.575285086,0.581031346,0.586705823,0.592403956,0.597802317,0.603428667,0.609131899,0.6143922,0.619416558,0.624367094,0.629399405,0.634312826,0.639030681,0.643694904,0.648292646,0.652710728,0.657119837,0.66164233,0.666114453
West North Central,NREL Medium Electrification,Buildings Other,167.8285589,166.8437725,167.0489772,167.3525708,167.7138992,168.121014,168.5213084,169.0296095,169.6137744,170.2575224,170.9681388,171.7844302,172.6602815,173.5957087,174.636995,175.7913217,177.0846029,178.5421739,180.1318848,181.7785313,183.4944555,185.2698929,187.0870756,188.9207205,190.5770619,192.2711352,194.037385,195.8315841,197.6532709,199.4727141,201.2400177,203.0366223,204.8833194,206.7860761
West North Central,NREL Medium Electrification,Buildings: Space Heating,11.32585343,11.72787754,12.01742821,12.28770759,12.55672793,12.81303047,13.05924688,13.30390762,13.53677149,13.76589406,13.99489565,14.21437985,14.42530579,14.62966134,14.82778386,15.01741914,15.20134952,15.38242659,15.56939881,15.76752788,15.9853741,16.22792223,16.50587792,16.81283369,17.0394675,17.30636677,17.61154357,17.9575805,18.33774996,18.74974638,19.18866414,19.65127531,20.12791121,20.61526821
West North Central,NREL Medium Electrification,Buildings: Water Heating,8.982888254,8.945120977,8.899460464,8.843431448,8.786300418,8.727926354,8.672663416,8.623581605,8.583102187,8.553917216,8.537118436,8.532604675,8.538584806,8.556085545,8.584869384,8.622927729,8.66699527,8.717268971,8.77220457,8.830761371,8.89081134,8.951658108,9.013626617,9.075854874,9.103836861,9.13275722,9.162319504,9.192457797,9.223307946,9.254221509,9.285124818,9.315665828,9.345149907,9.37340504
West North Central,NREL Medium Electrification,Industry,86.01675563,89.1804029,91.40637915,92.86906817,94.75000674,96.44573897,98.25825835,99.35948223,99.62257293,99.82155097,100.2185805,100.20587,100.31298,100.3538938,100.4393601,100.7302021,101.3173739,102.1389617,102.8591458,103.472768,104.3494444,105.369887,106.2286273,107.110588,107.9888458,108.9812675,110.1556238,111.2482619,112.3207328,113.4065162,114.4440081,115.5730333,116.8604912,118.2679433
West North Central,NREL Medium Electrification,Transportation: Heavy Duty,0.027117546,0.046312688,0.06983627,0.10176811,0.145038205,0.199102614,0.267604344,0.352587627,0.450819073,0.568161726,0.728417857,0.931903577,1.179813596,1.47192195,1.814445165,2.210847347,2.705774484,3.279276748,3.892385582,4.518718053,5.167731093,5.836527528,6.458902423,7.064606699,7.655042851,8.229659846,8.790534116,9.30937511,9.789247569,10.24583833,10.65547533,11.04383962,11.42632626,11.79013657
West North Central,NREL Medium Electrification,Transportation: Light Duty,0.617767546,0.806304631,1.063153349,1.422522955,1.910882125,2.612506762,3.448503567,4.469211806,5.711584667,7.403357466,9.561978462,12.23348229,14.94764729,17.72445081,20.58029282,23.57765619,26.63306083,29.58155103,32.36115447,35.00259843,37.42600733,39.6240206,41.60498317,43.38234171,45.02438463,46.47079226,47.7363846,48.84639495,49.83629652,50.82972741,51.77375845,52.68951676,53.58875876,54.4782981
West North Central,NREL Medium Electrification,Transportation: Other,0.481667626,0.49003435,0.495774492,0.502045865,0.508910053,0.515802996,0.522756301,0.52959092,0.535821711,0.541557774,0.547653769,0.554151093,0.560088841,0.565258394,0.570133274,0.575285086,0.581031346,0.586705823,0.592403956,0.597802317,0.603428667,0.609131899,0.6143922,0.619416558,0.624367094,0.629399405,0.634312826,0.639030681,0.643694904,0.648292646,0.652710728,0.657119837,0.66164233,0.666114453
West South Central,NREL High Electrification,Buildings Other,339.6936284,341.8793341,342.6230592,342.8338528,343.1378875,343.8637004,344.7633317,345.9093287,347.1675382,348.4841944,349.9787357,351.7760152,353.6610376,355.6504716,358.1194286,361.008996,364.3615969,368.2830478,372.5484598,376.9256226,381.6994343,386.6108793,391.451391,395.6417744,400.0381577,405.422571,410.8559123,415.9363254,420.64573,425.2022024,429.3452128,433.285132,437.1767684,440.9805898
West South Central,NREL High Electrification,Buildings: Space Heating,19.0479378,19.78151317,20.07897397,20.34004808,20.59171609,20.82603525,21.04767951,21.26443386,21.47747458,21.67839689,21.89143716,22.1033675,22.30493016,22.51681144,22.73645111,22.96719301,23.18420773,23.40665095,23.61493768,23.82873429,24.03017706,24.21928317,24.39103182,24.5401289,24.63997323,24.72556892,24.79253603,24.83842038,24.85894108,24.83943792,24.80103921,24.73211758,24.63415427,24.5123425
West South Central,NREL High Electrification,Buildings: Water Heating,18.79162651,18.73366032,18.66498803,18.57383243,18.47966221,18.38756101,18.30782255,18.25017517,18.2174056,18.21094749,18.22930717,18.27308301,18.33683704,18.41864081,18.51879488,18.63162621,18.74993327,18.86992764,18.98759408,19.10082174,19.203178,19.29120199,19.36391237,19.42373804,19.52132387,19.61330082,19.70247753,19.7906897,19.88113632,19.97567457,20.07648121,20.18519779,20.30193673,20.42782762
West South Central,NREL High Electrification,Industry,153.2373606,158.2451188,163.4134342,166.6435399,170.876569,176.0175836,180.2133587,183.1117792,184.7568349,185.7438129,186.6506877,186.9578886,187.5257971,188.3016225,189.2702341,190.5722052,192.5581099,195.1345748,197.5047991,199.7064842,202.1691971,205.1233313,208.0754538,210.9870385,213.6561383,216.0182874,218.6063842,221.0485598,223.4056098,225.7657748,228.1949681,230.735514,233.5120833,236.5752935
West South Central,NREL High Electrification,Transportation: Heavy Duty,0.19277696,0.328763162,0.494754478,0.717760019,1.022057733,1.403431125,1.884941575,2.484743856,3.181994917,4.014586245,5.148200759,6.587641483,8.339934424,10.40102257,12.77227422,15.4889122,18.84857039,22.74246458,26.91597038,31.16782136,35.57073692,40.08940838,44.30609327,48.35541086,52.32894728,56.18349466,59.95528659,63.45592266,66.68965334,69.75262601,72.48922399,75.0641586,77.59176878,79.99262997
West South Central,NREL High Electrification,Transportation: Light Duty,0.957836913,1.251478546,1.662487806,2.2404613,3.027499609,4.189869178,5.54218888,7.272876614,9.359800148,12.4240734,16.60814429,21.12423333,25.75977161,30.48138781,35.50322951,40.96959234,46.59320837,52.05579363,57.39330854,62.65906352,67.68675914,72.44995477,76.95591696,81.22676827,85.45238842,89.45930066,93.27641248,96.94914022,100.5353234,104.2844919,108.0390002,111.8145852,115.6136139,119.432311
West South Central,NREL High Electrification,Transportation: Other,0.786388139,0.800047958,0.809419523,0.819658395,0.83086512,0.842118789,0.853471008,0.864629457,0.874802073,0.88416698,0.894119524,0.904727292,0.914421475,0.922861477,0.930820383,0.939231419,0.948612973,0.957877332,0.967180312,0.975993872,0.985179657,0.994490961,1.003079121,1.011282071,1.019364496,1.027580431,1.035602262,1.043304804,1.050919784,1.058426225,1.065639348,1.07283782,1.080221407,1.087522759
West South Central,NREL Medium Electrification,Buildings Other,340.7635635,343.3827387,344.5751208,345.2813208,345.9614351,347.0278864,348.2486965,349.6857156,351.1958586,352.7221205,354.3802097,356.2989808,358.2655216,360.2980516,362.531401,365.0498086,367.9605904,371.3867361,375.1137664,378.9171768,383.0869731,387.3675667,391.562775,395.0911966,398.8263284,403.5501524,408.3301954,412.7795672,416.8847939,420.8620951,424.4547001,427.8755888,431.2780205,434.6208836
