,Zone Name,Electrification Type,Reporting,ID,Name,Utility,Heat Rate,Capacity,Nameplate Capacity,Fuel,Area,Variable O&M,Fixed O&M,Var Cost Mod1,Var Cost Mod2,Fix Cost Mod1,Fix Cost Mod2,Forced Outage,Maintenance Rate,Non Cycling,Must Run,Start Up Costs,Minimum Capacity,Resource Begin Date,Resource End Date,Capacity Monthly Shape,Heat Rate at Minimum,Heat Rate Scalar,Ramp Rate,Min Up Time,Min Down Time,Shutdown Penalty,Maintenance Cycle,Maintenance Length,Maintenance Priority,Schedule Maintenance,Committed Heat Rate,Hourly Shaping Factor,Storage Control Type,Storage Inflow,Recharge Capacity,Maximum Storage,Initial Contents,Primary Fuel Limit,Start Fuel ID,Start Fuel Amount,Fuel Adder,Fuel Multiplier,Second Fuel,Second Fuel Limit,Second Fuel Adder,Second Fuel Heat Rate,Second Fuel Multiplier,Second Emission Rate ID,Constraint ID,Emission Rate ID,Emission Price ID,Hydro Number,Resource Group,Mean Repair Time,Risk Outage,Risk Resource Link,Cycle Only Capacity,Cycle Only Heat Rate,Cycle Only Startup Cost,UBB Heat Rate,UBB Bidding Factor,UBB Segment Size,UBB Bidding Shape,Bidding Factor,Bidding Shape,Bidding Adder,Shadow Bidding Adder,Shadow Bidding Resource,Max Operating Reserve,Reliability Area,Reliability Share,Dependency ID,Resource Fixed,Can Drop,Peak Credit,CONE,Heat Rate Units,Currency Units,Custom Memory,RPS,zREM Change Description,zREM Alternate ID,zREM Alternate Source,zREM Alternate Source ID,zREM EIA Plant Code,zREM EIA Gen Code,zREM EIA Utility Code,zREM Status,zREM Mothballed,zREM Commercial Date,zREM Unit Type = Prime Mover,zREM Technology Notation,zREM Cogen,zREM Total Capacity,zREM Primary Fuel,zREM Alternate Fuel,zREM ESD Plant Name,zREM NERC Region Plant Location,zREM ISO,zREM Country,zREM Plant State,zREM Plant County,zREM Plant City,zREM Plant Address,zREM Plant ZipCode,Latitude,Longitude,zREM Geo Source,zREM Resource Group USCensus,zREM Resource Group Generic Primary Fuel,zREM Resource Group Generic UnitType,zREM Service Territory,zREM River System,Primary Key,zREM NERC Assessment Area,Base Resource ID,Outage Scale Method,zREM EIA Nameplate Cap,zREM EIA Summer Cap,zREM EIA Winter Cap,zREM EIA Year,zREM Former Resource ID,Storage ID,Include Capability In Net Demand
10,isoNE_NewHampshire,SH,FALSE,SH10,isoNE_NewHampshire_SH,na,0,yr_isoNE_NewHampshire_capacity_SH10,yr_isoNE_NewHampshire_capacity_SH10,E3_NR,74.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|ISO NEW ENGLAND_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
11,isoNE_RhodeIsland,SH,FALSE,SH11,isoNE_RhodeIsland_SH,na,0,yr_isoNE_RhodeIsland_capacity_SH11,yr_isoNE_RhodeIsland_capacity_SH11,E3_NR,62.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|ISO NEW ENGLAND_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
12,isoNE_Vermont,SH,FALSE,SH12,isoNE_Vermont_SH,na,0,yr_isoNE_Vermont_capacity_SH12,yr_isoNE_Vermont_capacity_SH12,E3_NR,75.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|ISO NEW ENGLAND_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
13,NY_A_West,SH,FALSE,SH13,NY_A_West_SH,na,0,yr_NY_A_West_capacity_SH13,yr_NY_A_West_capacity_SH13,E3_NR,10.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
14,NY_B_Genesee,SH,FALSE,SH14,NY_B_Genesee_SH,na,0,yr_NY_B_Genesee_capacity_SH14,yr_NY_B_Genesee_capacity_SH14,E3_NR,11.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
15,NY_C_Central,SH,FALSE,SH15,NY_C_Central_SH,na,0,yr_NY_C_Central_capacity_SH15,yr_NY_C_Central_capacity_SH15,E3_NR,17.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
16,NY_D_North,SH,FALSE,SH16,NY_D_North_SH,na,0,yr_NY_D_North_capacity_SH16,yr_NY_D_North_capacity_SH16,E3_NR,18.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
17,NY_E_MohawkValley,SH,FALSE,SH17,NY_E_MohawkValley_SH,na,0,yr_NY_E_MohawkValley_capacity_SH17,yr_NY_E_MohawkValley_capacity_SH17,E3_NR,19.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
18,NY_F_Capital,SH,FALSE,SH18,NY_F_Capital_SH,na,0,yr_NY_F_Capital_capacity_SH18,yr_NY_F_Capital_capacity_SH18,E3_NR,20.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
19,NY_G_HudsonValley,SH,FALSE,SH19,NY_G_HudsonValley_SH,na,0,yr_NY_G_HudsonValley_capacity_SH19,yr_NY_G_HudsonValley_capacity_SH19,E3_NR,21.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
20,NY_H_Millwood,SH,FALSE,SH20,NY_H_Millwood_SH,na,0,yr_NY_H_Millwood_capacity_SH20,yr_NY_H_Millwood_capacity_SH20,E3_NR,22.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
21,NY_I_Dunwoodie,SH,FALSE,SH21,NY_I_Dunwoodie_SH,na,0,yr_NY_I_Dunwoodie_capacity_SH21,yr_NY_I_Dunwoodie_capacity_SH21,E3_NR,23.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
22,NY_J_NYC,SH,FALSE,SH22,NY_J_NYC_SH,na,0,yr_NY_J_NYC_capacity_SH22,yr_NY_J_NYC_capacity_SH22,E3_NR,24.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
23,NY_K_LongIsland,SH,FALSE,SH23,NY_K_LongIsland_SH,na,0,yr_NY_K_LongIsland_capacity_SH23,yr_NY_K_LongIsland_capacity_SH23,E3_NR,25.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|NEW YORK INDEPENDENT SYSTEM OPERATOR_SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24,PJM_AEP,SH,FALSE,SH24,PJM_AEP_SH,na,0,yr_PJM_AEP_capacity_SH24,yr_PJM_AEP_capacity_SH24,E3_NR,85.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
25,PJM_AlleghenyPower,SH,FALSE,SH25,PJM_AlleghenyPower_SH,na,0,yr_PJM_AlleghenyPower_capacity_SH25,yr_PJM_AlleghenyPower_capacity_SH25,E3_NR,86.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
26,PJM_AtlanticElec,SH,FALSE,SH26,PJM_AtlanticElec_SH,na,0,yr_PJM_AtlanticElec_capacity_SH26,yr_PJM_AtlanticElec_capacity_SH26,E3_NR,113.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
27,PJM_BaltimoreGE,SH,FALSE,SH27,PJM_BaltimoreGE_SH,na,0,yr_PJM_BaltimoreGE_capacity_SH27,yr_PJM_BaltimoreGE_capacity_SH27,E3_NR,4.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28,PJM_ComEd,SH,FALSE,SH28,PJM_ComEd_SH,na,0,yr_PJM_ComEd_capacity_SH28,yr_PJM_ComEd_capacity_SH28,E3_NR,39.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
29,PJM_DaytonPL,SH,FALSE,SH29,PJM_DaytonPL_SH,na,0,yr_PJM_DaytonPL_capacity_SH29,yr_PJM_DaytonPL_capacity_SH29,E3_NR,87.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
30,PJM_DelmarvaPL,SH,FALSE,SH30,PJM_DelmarvaPL_SH,na,0,yr_PJM_DelmarvaPL_capacity_SH30,yr_PJM_DelmarvaPL_capacity_SH30,E3_NR,114.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
31,PJM_Dominion_VP,SH,FALSE,SH31,PJM_Dominion_VP_SH,na,0,yr_PJM_Dominion_VP_capacity_SH31,yr_PJM_Dominion_VP_capacity_SH31,E3_NR,89.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
32,PJM_DukeOhioKentucky,SH,FALSE,SH32,PJM_DukeOhioKentucky_SH,na,0,yr_PJM_DukeOhioKentucky_capacity_SH32,yr_PJM_DukeOhioKentucky_capacity_SH32,E3_NR,100.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
33,PJM_DuqLight,SH,FALSE,SH33,PJM_DuqLight_SH,na,0,yr_PJM_DuqLight_capacity_SH33,yr_PJM_DuqLight_capacity_SH33,E3_NR,88.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
34,PJM_EKPC,SH,FALSE,SH34,PJM_EKPC_SH,na,0,yr_PJM_EKPC_capacity_SH34,yr_PJM_EKPC_capacity_SH34,E3_NR,42.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
35,PJM_FirstEnergy_ATSI,SH,FALSE,SH35,PJM_FirstEnergy_ATSI_SH,na,0,yr_PJM_FirstEnergy_ATSI_capacity_SH35,yr_PJM_FirstEnergy_ATSI_capacity_SH35,E3_NR,41.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
36,PJM_JerseyCntrlPL,SH,FALSE,SH36,PJM_JerseyCntrlPL_SH,na,0,yr_PJM_JerseyCntrlPL_capacity_SH36,yr_PJM_JerseyCntrlPL_capacity_SH36,E3_NR,109.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
37,PJM_MetEd,SH,FALSE,SH37,PJM_MetEd_SH,na,0,yr_PJM_MetEd_capacity_SH37,yr_PJM_MetEd_capacity_SH37,E3_NR,110.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
38,PJM_PennElec,SH,FALSE,SH38,PJM_PennElec_SH,na,0,yr_PJM_PennElec_capacity_SH38,yr_PJM_PennElec_capacity_SH38,E3_NR,111.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
39,PJM_PennPL_UGI,SH,FALSE,SH39,PJM_PennPL_UGI_SH,na,0,yr_PJM_PennPL_UGI_capacity_SH39,yr_PJM_PennPL_UGI_capacity_SH39,E3_NR,26.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
40,PJM_PhiladelphiaElec,SH,FALSE,SH40,PJM_PhiladelphiaElec_SH,na,0,yr_PJM_PhiladelphiaElec_capacity_SH40,yr_PJM_PhiladelphiaElec_capacity_SH40,E3_NR,108.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
41,PJM_PotomacElec,SH,FALSE,SH41,PJM_PotomacElec_SH,na,0,yr_PJM_PotomacElec_capacity_SH41,yr_PJM_PotomacElec_capacity_SH41,E3_NR,112.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
42,PJM_PublicServiceEG,SH,FALSE,SH42,PJM_PublicServiceEG_SH,na,0,yr_PJM_PublicServiceEG_capacity_SH42,yr_PJM_PublicServiceEG_capacity_SH42,E3_NR,3.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
43,PJM_RocklandElec,SH,FALSE,SH43,PJM_RocklandElec_SH,na,0,yr_PJM_RocklandElec_capacity_SH43,yr_PJM_RocklandElec_capacity_SH43,E3_NR,115.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|PJM INTERCONNECTION _SH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
44,isoNE_Boston,WH,FALSE,WH0,isoNE_Boston_WH,na,0,yr_isoNE_Boston_capacity_WH0,yr_isoNE_Boston_capacity_WH0,E3_NR,71.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|ISO NEW ENGLAND_WH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
45,isoNE_ConnCentral,WH,FALSE,WH1,isoNE_ConnCentral_WH,na,0,yr_isoNE_ConnCentral_capacity_WH1,yr_isoNE_ConnCentral_capacity_WH1,E3_NR,61.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|ISO NEW ENGLAND_WH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
46,isoNE_ConnNorwalk,WH,FALSE,WH2,isoNE_ConnNorwalk_WH,na,0,yr_isoNE_ConnNorwalk_capacity_WH2,yr_isoNE_ConnNorwalk_capacity_WH2,E3_NR,67.0,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,FUEL,0,FUEL,0,1/1/2017,12/31/2054,FUEL,,,FUEL,0,0,,FUEL,FUEL,,FUEL,,hr_ElecLoadShapes|ISO NEW ENGLAND_WH|2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FUEL,1,,,,,,,,,,,,,OP,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
