,Demand Area,Electrification Type,ID,Use,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054
10,isoNE_NewHampshire,SH,isoNE_NewHampshire_capacity_SH10,,,,,,,,,-570.02764520557,-571.5170685001019,-572.98724538141,-574.4489393205967,-575.4960289916411,-576.1669791728576,-576.4898455488332,-576.4804715390967,-576.1479932836398,-575.4990425477948,-574.5397208792999,-573.2762603575896,-571.7148962984219,-569.8612890308243,-567.8413509396785,-565.6560955334883,-563.3045114612985,-560.7837405104619,-558.0897232530898,-555.2181219375108,-552.165235828308,-548.9286409195118,-545.5074294225042,-541.9020851675823,-538.3504829697234,-534.8523199630285,-531.4077637890316,-528.0173419683912,-524.6819359136919,-521.4028285033941,-518.1817334244953,-515.0207672322751,-511.92225759815443,-508.8882274937376,,,,
11,isoNE_RhodeIsland,SH,isoNE_RhodeIsland_capacity_SH11,,,,,,,,,-596.9618219968828,-598.5216215103043,-600.0612652049655,-601.5920251329757,-602.6885904716539,-603.3912434850945,-603.7293655072193,-603.719548569429,-603.3713605002691,-602.691746420295,-601.6870961793416,-600.3639363266484,-598.7287968006958,-596.7876053847382,-594.6722239056933,-592.3837137610013,-589.9210158127167,-587.2811367957867,-584.4598254717159,-581.4525391272466,-578.2554021648078,-574.865876042572,-571.2830100783191,-567.5073109636419,-563.78789325316,-560.1244397703632,-556.5171260779575,-552.9665046222954,-549.4734984632789,-546.0394510962096,-542.6661571809099,-539.3558332812721,-536.1109170527046,-532.9335270535355,,,,
12,isoNE_Vermont,SH,isoNE_Vermont_capacity_SH12,,,,,,,,,-382.9101526333418,-383.910657268234,-384.89823332485963,-385.88011105318515,-386.5834826688123,-387.0341864872321,-387.2510686232913,-387.24477172957194,-387.0214329132618,-386.5855069938719,-385.94109262274895,-385.09237613455156,-384.043546037905,-382.7984046000681,-381.4415321583611,-379.9736095265993,-378.39395734027846,-376.70065562472666,-374.8909775014048,-372.96200913066207,-370.91126458190354,-368.7371155542848,-366.4389522502267,-364.0170996777079,-361.6313477740708,-359.28149309229156,-356.9676482438305,-354.6901675852132,-352.44964319619265,-350.2469368370555,-348.083199659251,-345.95985343681417,-343.8784617588558,-341.8403835355489,,,,
13,NY_A_West,SH,NY_A_West_capacity_SH13,,,,,,,,,-1023.1758266195778,-1029.1123060288276,-1037.8820661122143,-1043.4691217008678,-1043.6733105248293,-1037.7838938329476,-1026.65838073001,-1009.6972444966412,-987.6476382967647,-961.7100222609159,-932.1983776146462,-899.0615847328555,-863.4354297076026,-824.9548562538426,-788.6821125106464,-753.8212531636951,-720.2586891093017,-688.4635806657955,-657.5550730357693,-627.6616586365436,-598.3877778228758,-570.3794939417203,-543.2880256360049,-517.7624736862422,-494.4768578033313,-473.25894521849875,-455.07366302577026,-439.4744113103334,-426.8414693212685,-416.4990976184514,-408.8585894467473,-402.9252822460732,-398.8390417201204,-396.3043748286805,,,,
14,NY_B_Genesee,SH,NY_B_Genesee_capacity_SH14,,,,,,,,,-661.959983655623,-665.8006840616345,-671.4744207649752,-675.089055835437,-675.2211590644773,-671.4109066370138,-664.2130777984331,-653.2397991382874,-638.9744533590522,-622.1936973633966,-603.1006663325152,-581.6622876064455,-558.6133761831331,-533.7177530538537,-510.2505207065846,-487.6967295759143,-465.9828913724757,-445.41253687619263,-425.4157829720379,-406.07575988675876,-387.13655397434513,-369.0161462615805,-351.4888870649791,-334.974722527599,-319.909720493502,-306.1824522152177,-294.4171927261981,-284.3250070608014,-276.15192296807777,-269.46075999760757,-264.5176108995959,-260.67896280471444,-258.035304069432,-256.39546074008626,,,,
15,NY_C_Central,SH,NY_C_Central_capacity_SH15,,,,,,,,,-1069.1181768357192,-1075.3212143564635,-1084.4847517150558,-1090.3226756861054,-1090.5360329386172,-1084.3821713320026,-1072.7571036011982,-1055.0343832484393,-1031.994711896702,-1004.8924523961733,-974.0556842681724,-939.4309925287192,-902.2051620142281,-861.9967447860785,-824.0952926107684,-787.6691208636553,-752.5995400953966,-719.3767767276163,-687.0804240711019,-655.8447440731835,-625.256415781832,-595.9905118968179,-567.6825901796857,-541.0108971497425,-516.6797171594136,-494.50908389308444,-475.5072513269583,-459.2075664437558,-446.00738368333754,-435.2006217452603,-427.21704164679517,-421.0173187722345,-416.74759903535175,-414.0991212514161,,,,
16,NY_D_North,SH,NY_D_North_capacity_SH16,,,,,,,,,-290.5870469999384,-292.27303681344796,-294.7636924947386,-296.35044419732253,-296.4084348435455,-294.7358110769147,-291.57610976768524,-286.75906233205336,-280.4968640016819,-273.13045145167365,-264.7489969188746,-255.33798217434003,-245.21997614310555,-234.29130101623522,-223.989660558461,-214.0890023236205,-204.55706643872534,-195.52709677831373,-186.7489261787813,-178.25904712865184,-169.94511871228525,-161.99062614823538,-154.29651378842757,-147.04712949772264,-140.43389824171703,-134.40790505352794,-129.24319404906214,-124.81292862110172,-121.22510997642922,-118.28782473775563,-116.11788224162599,-114.43279335120171,-113.2722806251621,-112.55242256367386,,,,
17,NY_E_MohawkValley,SH,NY_E_MohawkValley_capacity_SH17,,,,,,,,,-516.6664601259718,-519.6641656250562,-524.0925744874971,-526.9138337065051,-527.0169416124278,-524.0430010684506,-518.4250228848075,-509.86026794296953,-498.72602132955984,-485.6284716096609,-470.7261678460351,-453.993296493194,-436.00338808653237,-416.5721025218045,-398.25569040447476,-380.65222839223594,-363.70435813221854,-347.6489884670636,-332.0413198635718,-316.94623630422456,-302.16399460084347,-288.0208331709162,-274.3406301550047,-261.4511577637175,-249.69277135829884,-238.97849967472467,-229.79559568846554,-221.91854273750155,-215.53936796748062,-210.3168476166472,-206.45866976692204,-203.4625661174249,-201.39916374528076,-200.11924944675266,,,,
18,NY_F_Capital,SH,NY_F_Capital_capacity_SH18,,,,,,,,,-799.3161759694168,-803.953818783751,-810.8048515306654,-815.1695206245448,-815.3290351729719,-810.7281582695384,-802.0367854304066,-788.7865598079503,-771.5611656471578,-751.2984155663294,-728.2435951420042,-702.3567691624735,-674.5252261779592,-644.4637802153527,-616.1271150338462,-588.8934294255043,-562.6739863369014,-537.8352989535592,-513.6892338482313,-490.33617070638456,-467.4670939954223,-445.58671548675864,-424.4225633594895,-404.48172226143373,-386.2907437820904,-369.7150777937778,-355.5085359238036,-343.32222942127197,-333.45323660573195,-325.3736624163549,-319.40481364629863,-314.76964899609044,-311.5774330872306,-309.5973235163119,,,,
19,NY_G_HudsonValley,SH,NY_G_HudsonValley_capacity_SH19,,,,,,,,,-649.3140661252738,-653.0813947538479,-658.6467418139913,-662.1923238024967,-662.3219033645763,-658.5844410440033,-651.5241177225804,-640.760469826227,-626.767645635487,-610.3074649943206,-591.57918244036,-570.5503571254453,-547.9417663260684,-523.5217429380617,-500.5028227127584,-478.3798935521125,-457.08087106860853,-436.90348746626603,-417.2887465341796,-398.3181904000912,-379.7407943281095,-361.9665543402976,-344.77413150813817,-328.57544942888046,-313.7982454158446,-300.3332194284092,-288.79272050633455,-278.8933334251072,-270.876385881355,-264.3130492103529,-259.46433279313334,-255.6990172688521,-253.10586232710733,-251.49734615350755,,,,
