,Demand Area,Electrification Type,ID,Use,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054
28,WECC_PNW_PACWSouth,SH,WECC_PNW_PACWSouth_capacity_SH28,,,,,,,,,,-162.9363805409365,-165.04966101172076,-168.02958928918608,-171.80552869634715,-176.25039930552336,-181.2220318533259,-186.57628317869646,-192.1812356062072,-197.93958014356525,-203.7693309645404,-209.5829157735157,-215.3030904175,-220.86173454190242,-227.64240279978924,-235.5468454877734,-244.5170356593464,-254.52345101335365,-265.542035514084,-277.5638040054435,-290.534349487986,-304.3695081038592,-318.94192217981185,-334.0904691450417,-348.6532697422245,-362.5129095399076,-375.6018745219742,-387.8701646350129,-399.262384122365,-409.72503301020765,-419.21801565999135,-427.6874177666033,-435.0857559358813,-441.39423402972733,,,,
29,WECC_PNW_PortlandGeneral,SH,WECC_PNW_PortlandGeneral_capacity_SH29,,,,,,,,,,-303.90238397074125,-307.8439897124301,-313.4020320880923,-320.44476240869733,-328.7351563040665,-338.00804538192426,-347.99457961544863,-358.44871146192816,-369.1889441025344,-380.0623608715083,-390.9056254450686,-401.57466513568,-411.94242459764024,-424.58945432571755,-439.3325029245844,-456.0633408673546,-474.72690434524964,-495.2783250079525,-517.7008441036837,-541.8929838852301,-567.6977653098479,-594.87764596749,-623.1321065191619,-650.2940565028395,-676.1444992431791,-700.5575103126145,-723.4398316224364,-744.6881412352451,-764.2026531515409,-781.908582598877,-797.7053707836957,-811.504453588904,-823.2707732136691,,,,
30,WECC_PNW_PugetSoundCentral,SH,WECC_PNW_PugetSoundCentral_capacity_SH30,,,,,,,,,,-240.9160580175408,-244.04073280666123,-248.44682413751403,-254.02988934533465,-260.60202935486257,-267.95303415410916,-275.86977514627443,-284.1572002119888,-292.67142927514516,-301.29123893552355,-309.8871456966726,-318.3449371477006,-326.56389123227933,-336.5897176437377,-348.2771453802111,-361.54037639484693,-376.335759316514,-392.6277251379973,-410.402988499823,-429.58110377166844,-450.0376271381377,-471.5842488522232,-493.98273473634924,-515.5151420595088,-536.007863049846,-555.3610721768702,-573.5008398753816,-590.3452585488033,-605.8152236855785,-619.8514502865507,-632.3742212141752,-643.3133280097588,-652.6409788966495,,,,
31,WECC_PNW_PugetSoundNorth,SH,WECC_PNW_PugetSoundNorth_capacity_SH31,,,,,,,,,,-155.04751063318201,-157.05847267356253,-159.89412214455558,-163.4872423761355,-167.7169062532352,-172.44782790351715,-177.54284312692542,-182.8764212892599,-188.35596479526788,-193.9034573159874,-199.43556653244343,-204.8787882119258,-210.1683001743437,-216.62066968399196,-224.14240398081276,-232.67828560154877,-242.20022162252647,-252.68532072604054,-264.125032789151,-276.46758502914884,-289.6328885389284,-303.4997519054234,-317.91485360874515,-331.7725689510429,-344.9611683403822,-357.41640657813383,-369.09070445708056,-379.9313483098327,-389.88742846396036,-398.92079058632055,-406.9801307338187,-414.02026450971783,-420.0233058261355,,,,
32,WECC_PNW_SeattleCL,SH,WECC_PNW_SeattleCL_capacity_SH32,,,,,,,,,,-144.60059537277039,-146.47606120336354,-149.12064801484846,-152.47166811578785,-156.416342315055,-160.828500140092,-165.5802193500907,-170.55442741438782,-175.66476585261225,-180.8384749824533,-185.99783731661734,-191.07430124941314,-196.00741224147913,-202.02502883428994,-209.03995769779988,-217.00070185518308,-225.8810612502609,-235.65968695485293,-246.32860494304555,-257.83953082011834,-270.11777197344594,-283.0503027219848,-296.4941321659209,-309.41813127315834,-321.7180986576284,-333.3341178851124,-344.22181557829623,-354.3320298534594,-363.6172812708258,-372.04198629044686,-379.55829776736584,-386.1240757752915,-391.7226393694855,,,,
33,WECC_PNW_TacomaPower,SH,WECC_PNW_TacomaPower_capacity_SH33,,,,,,,,,,-71.85439276673348,-72.78634230722207,-74.10048059944893,-75.76565710775714,-77.7258300138247,-79.91830315331443,-82.27950987969265,-84.75127494424206,-87.29068541046107,-89.86158580625873,-92.42535704543806,-94.94793471777004,-97.39927797726365,-100.38952974673089,-103.87536223925918,-107.8311857676857,-112.24398109704595,-117.10313959694895,-122.40469884394511,-128.12466553528344,-134.22592369429384,-140.65230901779685,-147.33276699698624,-153.7549128088646,-159.86696708625766,-165.63915637639067,-171.04943082480972,-176.07336109017717,-180.68735386497426,-184.87372710820446,-188.6087047936514,-191.87134690507878,-194.65336440915402,,,,
34,WECC_PublicServiceCO,SH,WECC_PublicServiceCO_capacity_SH34,,,,,,,,,,-784.9497319649578,-796.6087463060854,-814.1010732924731,-837.0199383615364,-864.6046289917565,-895.9839976921521,-930.2799306133454,-966.6976749571858,-1004.6482821489313,-1043.6425961922732,-1083.1738681790894,-1122.806396992903,-1162.17398769965,-1207.9088512997948,-1259.4555108029658,-1316.4597966555414,-1378.705054404819,-1445.9909930235494,-1518.1918338156677,-1594.9344827376706,-1675.6889619710241,-1759.700861269158,-1846.0488211959946,-1928.4974295644497,-2006.3972088657608,-2079.4174440818424,-2147.364544715539,-2210.0453320477222,-2267.2931882605553,-2319.0162807617007,-2365.035045090902,-2405.1820630215443,-2439.4161713698504,,,,
35,WECC_PublicServiceNM,SH,WECC_PublicServiceNM_capacity_SH35,,,,,,,,,,-273.25716463540607,-277.3159075988884,-283.4053468082122,-291.3838756622272,-300.9866744683236,-311.9104788470502,-323.84959928615336,-336.5273659718029,-349.7387537780624,-363.31347743038145,-377.07512719935113,-390.8720265547831,-404.57669549979147,-420.49794324781993,-438.4423968206661,-458.2867625039916,-479.95561842166836,-503.37923914290843,-528.5138385136964,-555.229534815091,-583.3418318556613,-612.588103894478,-642.6476067400848,-671.34966501648,-698.4681822294403,-723.8880296714007,-747.5418145040697,-769.362287237567,-789.2914447786675,-807.297318311049,-823.317397748676,-837.2934013595464,-849.2109993917945,,,,
36,WECC_SaltRiverProject,SH,WECC_SaltRiverProject_capacity_SH36,,,,,,,,,,-654.6109783643476,-664.3340452994802,-678.921819288222,-698.0350695702538,-721.0393978552305,-747.2083083076242,-775.8094954782476,-806.1801730948472,-837.8291858808261,-870.3486008536289,-903.3158133737193,-936.3674693019514,-969.1981793703272,-1007.3388941033661,-1050.32637194391,-1097.8652522229104,-1149.7748553662807,-1205.888148123398,-1266.1002370062656,-1330.099979215677,-1397.4453982986518,-1467.507351764296,-1539.5174693879749,-1608.2757121021243,-1673.2404463598778,-1734.13587146632,-1790.800542096248,-1843.0733563278732,-1890.8153627757679,-1933.949977398091,-1972.3274519215195,-2005.808167457533,-2034.3577958563055,,,,
37,WECC_TucsonElectric,SH,WECC_TucsonElectric_capacity_SH37,,,,,,,,,,-317.1724968810726,-321.8835230005297,-328.9515998474944,-338.21236313412965,-349.3584338270608,-362.0378097360656,-375.8956737934882,-390.6108924042362,-405.94549072434376,-421.701816824782,-437.67511005663823,-453.6893178583546,-469.59647284188975,-488.076434413774,-508.9047525018285,-531.9383187806828,-557.0895902766589,-584.2776359407626,-613.451632718395,-644.460825517184,-677.0910676457551,-711.0375266137797,-745.9279112273565,-779.2426954940261,-810.7194468085731,-840.2245340558184,-867.6797336516838,-893.0069883981158,-916.1389734879886,-937.0385823762317,-955.6332589412352,-971.855354956881,-985.688237727792,,,,
