,ID,Date,Hour,Data,Primary Key,ISO NEW ENGLAND_SH,MISO_SH,PJM INTERCONNECTION _SH,NEW YORK INDEPENDENT SYSTEM OPERATOR_SH,DUKE ENERGY CAROLINAS_SH,FLORIDA POWER LIGHT COMPANY_SH,EASTERN_WH,CENTRAL_WH,EASTERN_HDV,CENTRAL_HDV,EASTERN_LDVU,CENTRAL_LDVU,EASTERN_LDVM_CHARGING,CENTRAL_LDVM_CHARGING,EASTERN_LDVM_DISCHARGING,CENTRAL_LDVM_DISCHARGING,ERCOT_AEN_SH,ERCOT_CPS_SH,ERCOT_Houston_SH,ERCOT_LCRA_SH,ERCOT_North_SH,ERCOT_RAYBURN_SH,ERCOT_South_SH,ERCOT_West_SH,CA_SH,OR_SH,WA_SH,NV_SH,ID_SH,MT_SH,WY_SH,UT_SH,CO_SH,AZ_SH,NM_SH,WECC_EV_Flat,WECC_EV_LDVUse,WECC_EV_LDVChar,WECC_WH
10,ElecLoadShapes,39814,11,,,0.16506325340045372,0.2206274569375575,0.1705360624399734,0.1732178667210955,0.16691091255015603,0.19525781446131485,0.5363012231024565,0.5712507814999516,0.4665015434610885,0.4692324015768136,0.3810777662975637,0.3331169376745665,0.6333830559671112,0.6693942293412204,-0.47032743018375456,-0.42237821125268216,0.5658213705857613,0.5658213705857613,0.35501709099180495,0.5658213705857613,0.5610513915292096,0.5439730284726375,0.5658213705857613,0.653145011212142,0.41276321073747807,0.26595177588440405,0.33380580627376666,0.4399626981952063,0.32155838520479796,0.36116618371233056,0.3039232860064434,0.43529662192610846,0.21386686367556546,0.36516891332115387,0.344689416565059,1,-0.4223782112526821,0.2528919390019521,0.5712507814999516
11,ElecLoadShapes,39814,12,,,0.13689367931806287,0.171232749519731,0.14130914281697743,0.14264072352463794,0.1378808622442065,0.1644488202781628,0.5007000478439406,0.5363012231024565,0.4726067803784314,0.4665015434610885,0.49100604606046083,0.3810777662975637,0.6425643268427564,0.6333830559671112,-0.4615731890231078,-0.47032743018375456,0.5406208205721279,0.5406208205721279,0.3168608186338421,0.5406208205721279,0.5521614202759835,0.531141142075403,0.5406208205721279,0.6036835185396658,0.3089000991313594,0.2427426672728251,0.3202704174844711,0.38852272815362154,0.30329683513083,0.34000468006290224,0.2802222439338454,0.39439290494839147,0.18722635968147763,0.26887347213145313,0.28653671816705656,1,-0.4703274301837545,0.3133972800010012,0.5363012231024594
12,ElecLoadShapes,39814,13,,,0.1237293820044786,0.14170412657877926,0.1276601425901052,0.1284421614276977,0.12437034404779429,0.1498224829129262,0.40470103407486546,0.5007000478439406,0.47833288780489036,0.4726067803784314,0.6325086679010281,0.49100604606046083,0.6278676906989501,0.6425643268427564,-0.5900981464938425,-0.4615731890231078,0.5111691328056989,0.5111691328056989,0.29304392430945186,0.5111691328056989,0.546614753539786,0.5319027747428947,0.5111691328056989,0.5557445057602387,0.24053988688349692,0.2312365873702463,0.31070492789598897,0.32439116787593153,0.2862988300172202,0.3250472339693044,0.2690227230038398,0.3737050275016882,0.1731776193562139,0.19207221499209695,0.248028712160454,1,-0.46157318902310773,0.3508430317466299,0.5007000478439406
13,ElecLoadShapes,39814,14,,,0.1237293820044786,0.1279274788447968,0.1276601425901052,0.1284421614276977,0.12437034404779429,0.1498224829129262,0.37902380749711617,0.40470103407486546,0.48646835865041066,0.47833288780489036,0.7829779435761492,0.6325086679010281,0.6271539391127399,0.6278676906989501,-0.6917231708597091,-0.5900981464938425,0.481004553616976,0.481004553616976,0.2702528216568135,0.481004553616976,0.5412689760630138,0.5377064744825154,0.481004553616976,0.5088896600749091,0.17802559198033338,0.2200666871708183,0.30145527668745814,0.263287425631862,0.27029771195887614,0.31229279059976955,0.25824961267148205,0.3561211538435977,0.16007294857437426,0.12008848225934905,0.21379910112925718,1,-0.5900981464938424,0.3877361508182961,0.40470103407486546
14,ElecLoadShapes,39814,15,,,0.13689367931806287,0.1279274788447968,0.14130914281697743,0.14264072352463794,0.1378808622442065,0.1644488202781628,0.41379431801838024,0.37902380749711617,0.5375920401988141,0.48646835865041066,0.9954954983701382,0.7829779435761492,0.6196014600922113,0.6271539391127399,-0.8215251730984754,-0.6917231708597091,0.45224529125667495,0.45224529125667495,0.24789621531222364,0.45224529125667495,0.5376766088639368,0.5394788276511021,0.45224529125667495,0.46522814983071886,0.12506532289023517,0.20953061847330295,0.29156635786740065,0.2090905569649494,0.25489078504675344,0.29906773320220204,0.24822141908678483,0.336305368922749,0.1472603066483039,0.055318376822033284,0.18173492123520113,1,-0.691723170859709,0.3652584517907865,0.37902380749711617
15,ElecLoadShapes,39814,16,,,0.16506325340045372,0.14170412657877926,0.1705360624399734,0.1732178667210955,0.16691091255015603,0.19525781446131485,0.4928483581896792,0.41379431801838024,0.5743246101821751,0.5375920401988141,1.0,0.9954954983701382,0.6039131767954576,0.6196014600922113,-1.0,-0.8215251730984754,0.4440775155551368,0.4440775155551368,0.262694926494708,0.4440775155551368,0.5365761418612949,0.5385619946167756,0.4440775155551368,0.4708834030310671,0.13756757502876812,0.20646560280308754,0.2912265339914743,0.20897010678454891,0.25325857950524944,0.30013526316503786,0.26272233875145184,0.33847435666307196,0.1734320586701818,0.07353682051155548,0.20771341335591317,1,-0.8215251730984754,0.23600373169305708,0.41379431801838024
16,ElecLoadShapes,39814,17,,,0.1800971930039245,0.171232749519731,0.18613979423230764,0.18962026139214222,0.18246061431415816,0.21145826481199617,0.5286638038574544,0.4928483581896792,0.5729447840391991,0.5743246101821751,0.9218870188267558,1.0,0.6610435747529606,0.6039131767954576,-0.7145749454019862,-1.0,0.4346159993371976,0.4346159993371976,0.2727111828489164,0.4346159993371976,0.5371990851934749,0.5304165484412846,0.4346159993371976,0.4773829762655673,0.15194151157477986,0.20396211624868263,0.29002791261026895,0.20692266403762433,0.25089376013200276,0.3027357128173628,0.2780827286797432,0.34058533327562523,0.2014042522839523,0.09517625942367892,0.234955398675528,1,-1.0,0.28828243843903767,0.4928483581896792
17,ElecLoadShapes,39814,18,,,0.1800971930039245,0.18700900560618713,0.18613979423230764,0.18962026139214222,0.18246061431415816,0.21145826481199617,0.563319841146376,0.5286638038574544,0.5569354497803015,0.5729447840391991,0.7175260595691744,0.9218870188267558,0.7310428024100507,0.6610435747529606,-0.46136163761821875,-0.7145749454019862,0.42664472916748275,0.42664472916748275,0.2865075675630202,0.42664472916748275,0.5367934880418461,0.5301588925743388,0.42664472916748275,0.48597704479912496,0.16761131985324418,0.2022348018517357,0.2902564784071941,0.20897446914934392,0.2486958840043532,0.30550788019682357,0.2945144401775545,0.3440402710170089,0.23146378406778903,0.1160484270821769,0.2651093430929168,1,-0.7145749454019861,0.32751215864504146,0.5286638038574544
18,ElecLoadShapes,39814,19,,,0.21212435431680865,0.18700900560618713,0.21937628735678857,0.2246854016834039,0.21568756261531097,0.2454818685580674,0.5698037224346989,0.563319841146376,0.5450427487282804,0.5569354497803015,0.5221566532646986,0.7175260595691744,0.8072250162176626,0.7310428024100507,-0.24940098742014763,-0.46136163761821875,0.44679111990123327,0.44679111990123327,0.31366210540590816,0.44679111990123327,0.5276552001485367,0.5178688106443579,0.44679111990123327,0.5168621244812246,0.22679852658689575,0.2136065091469936,0.2979875151065874,0.2326468712095997,0.24643548012961944,0.3058810860229388,0.29235369317055027,0.355599436195525,0.23553884267555464,0.1559331078438889,0.27976155279910186,1,-0.4613616376182187,0.3456589151446873,0.563319841146376
19,ElecLoadShapes,39814,20,,,0.2651925620134706,0.2206274569375575,0.2743711591200784,0.2829039771252839,0.2709350847890216,0.30060384246873356,0.5063679404504375,0.5698037224346989,0.5243016573223277,0.5450427487282804,0.3468029892710011,0.5221566532646986,0.8866878552764679,0.8072250162176626,-0.22676100951613926,-0.24940098742014763,0.46687569932564116,0.46687569932564116,0.3414253731452464,0.46687569932564116,0.512488772503599,0.49872777737362184,0.46687569932564116,0.5484969245242716,0.29170557867220515,0.2255661594223308,0.30522204041927303,0.25507449640681257,0.24466860692194045,0.305774993894054,0.2898647672250775,0.36894597080906055,0.2388241710143494,0.19893857539825197,0.29600464060272663,1,-0.2494009874201476,0.5044389607014763,0.5698037224346989
20,ElecLoadShapes,39814,21,,,0.36720937399436193,0.27625643992902715,0.37946930933099743,0.3938918425570284,0.3771764060453008,0.40308372244390467,0.4387700291466461,0.5063679404504375,0.5014330985224837,0.5243016573223277,0.18620279580903476,0.3468029892710011,0.954446840378441,0.8866878552764679,-0.1619695499764242,-0.22676100951613926,0.4891477040761673,0.4891477040761673,0.36989076196657195,0.4891477040761673,0.4992957475980265,0.4803749898037396,0.4891477040761673,0.5786812502722118,0.36333979631828245,0.23848526088528063,0.3130510279769952,0.2783091203849839,0.24208804861333275,0.3073002577381905,0.2873461405179132,0.3801499435407229,0.24232168261007828,0.24344723996232392,0.3137735660178529,1,-0.22676100951613923,0.9959480595406086,0.5063679404504375
21,ElecLoadShapes,39814,22,,,0.36720937399436193,0.3823672770731827,0.37946930933099743,0.3938918425570284,0.3771764060453008,0.40308372244390467,0.34983606846086335,0.4387700291466461,0.47799866179069983,0.5014330985224837,0.10478805551201988,0.18620279580903476,0.9869055395741276,0.954446840378441,-0.06316548178234842,-0.1619695499764242,0.49089962244604446,0.49089962244604446,0.3733521316286281,0.49089962244604446,0.4908145313064645,0.4727383257454665,0.49089962244604446,0.5842843516708289,0.39145700114735915,0.235403521460122,0.3156550883842782,0.3009871471128004,0.24637076924746448,0.3004245668612101,0.2859077974177487,0.38500470075315024,0.25001593095455676,0.2790500448015026,0.3291394325892413,1,-0.16196954997642418,0.9877183123992326,0.4387700291466461
22,ElecLoadShapes,39814,23,,,0.36720937399436193,0.3823672770731827,0.37946930933099743,0.3938918425570284,0.3771764060453008,0.40308372244390467,0.2621143499534769,0.34983606846086335,0.462254319640317,0.47799866179069983,0.028028571592074638,0.10478805551201988,0.9999783290590174,0.9869055395741276,-0.028420546330161542,-0.06316548178234842,0.49503336009205534,0.49503336009205534,0.3745839539397273,0.49503336009205534,0.4810250525785036,0.4647979843868645,0.49503336009205534,0.5906634475249016,0.42055566500876673,0.2329691260243857,0.31934832754380305,0.32144705199018614,0.24909827618178357,0.29487660096440016,0.2846649680630911,0.39238973679399625,0.2570872214715477,0.31529978599058167,0.3453489154359109,1,-0.0631654817823484,0.9376927962655125,0.34983606846086335
23,ElecLoadShapes,39814,24,,,0.3896075077855634,0.3823672770731827,0.40238714702696343,0.417920911312465,0.40041863381347514,0.4250769104739385,0.21104167706220592,0.2621143499534769,0.4578760563117972,0.462254319640317,0.004404758690244848,0.028028571592074638,0.9998916980276199,0.9999783290590174,-0.018282434764069495,-0.028420546330161542,0.49750855683609024,0.49750855683609024,0.37634178106842825,0.49750855683609024,0.47061812107112405,0.4512488226055195,0.49750855683609024,0.5960663473105319,0.44952297222023674,0.23078065308173698,0.3223755068361395,0.3425522483485024,0.25353540002359554,0.28907025063162917,0.2830386326416324,0.3998276551256271,0.26443369048612764,0.35217648827796444,0.3617062162346352,1,-0.028420546330161542,0.8632139341373711,0.2621143499534769
24,ElecLoadShapes,39815,1,,,0.41264448031278084,0.4054465027195757,0.4258884489482631,0.4424667904131186,0.4242693118845089,0.4475335453153419,0.18609238283371146,0.21104167706220592,0.4542472194202026,0.4578760563117972,0.004404758690244848,0.004404758690244848,0.9998449987421426,0.9998916980276199,-0.020039516070274235,-0.018282434764069495,0.5034126647017414,0.5034126647017414,0.36625291144227434,0.5034126647017414,0.46190665418747695,0.44519249286562523,0.5034126647017414,0.6058122593487232,0.46399018807811904,0.23705872617742998,0.32535293089228273,0.35658935709202166,0.25232081145131563,0.28874498227521944,0.27973009591456693,0.40174822232366836,0.2652448811218601,0.384279785358263,0.37378661132337726,1,-0.018282434764069495,0.7778190943113316,0.21104167706220592
