,ID,Date,Hour,Data,Primary Key,ISO NEW ENGLAND_SH,MISO_SH,PJM INTERCONNECTION _SH,NEW YORK INDEPENDENT SYSTEM OPERATOR_SH,DUKE ENERGY CAROLINAS_SH,FLORIDA POWER LIGHT COMPANY_SH,ISO NEW ENGLAND_WH,PJM INTERCONNECTION _WH,NEW YORK INDEPENDENT SYSTEM OPERATOR_WH,EASTERN_WH,CENTRAL_WH,EASTERN_HDV,CENTRAL_HDV,EASTERN_LDVU,CENTRAL_LDVU,EASTERN_LDVM_CHARGING,EASTERN_LDVM,EASTERN_LDVM_DISCHARGING,CENTRAL_LDVM_DISCHARGING,ERCOT_AEN_SH,ERCOT_CPS_SH,ERCOT_Houston_SH,ERCOT_LCRA_SH,ERCOT_North_SH,ERCOT_RAYBURN_SH,ERCOT_South_SH,ERCOT_West_SH,CA_SH,OR_SH,WA_SH,NV_SH,ID_SH,MT_SH,WY_SH,UT_SH,CO_SH,AZ_SH,NM_SH,WECC_EV_Flat,WECC_EV_LDVUse,WECC_EV_LDVChar,WECC_WH
924,ElecLoadShapes,39852,13,,,0.217866631,0,0,0.215064123,0,0,0.855319955,0.853446934,0.855585039,0.361864563,0.453355093,1,0.639749053,1,0.491006046,0.353118165,1,-0.590098146,-0.461573189,0,0,0,0,0,0,0,0.001146202,0.391999358,0.23450761,0.241467925,0.276367451,0.289732351,0.212289988,0.18965328,0.290346391,0.149786145,0.322028096,0.098520034,1,-0.461573189,0.352577875,0.581116026
925,ElecLoadShapes,39852,14,,,0.213795068,0,0,0.205387789,0,0,0.715366096,0.707728546,0.716438436,0.362812637,0.361864563,1,0.641603563,1,0.632508668,0.257403418,1,-0.691723171,-0.590098146,0,0,0,0,0,0,0,0,0.375113677,0.206228439,0.218286676,0.259919327,0.266850871,0.1966689,0.177539775,0.279280197,0.133972577,0.304062961,0.094038679,1,-0.590098146,0.387245003,0.502575648
926,ElecLoadShapes,39852,15,,,0.209448291,0,0,0.196084576,0,0,0.654060926,0.644225872,0.655437835,0.381785841,0.362812637,1,0.636707506,1,0.782977944,0.366958408,1,-0.821525173,-0.691723171,0,0,0,0,0,0,0,0,0.360148926,0.180528478,0.197114363,0.244359147,0.245300369,0.182279236,0.165103093,0.267377667,0.118776083,0.283608396,0.090819553,1,-0.691723171,0.359418421,0.432424103
927,ElecLoadShapes,39852,16,,,0.205689179,0,0.007059588,0.187635456,0.006739683,0.00932135,0.606462857,0.593473248,0.608286041,0.446272429,0.381785841,1,0.661735153,1,0.995495498,0.48897609,1,-1,-0.821525173,0,0,0,0,0,0,0,0,0.356133113,0.190207977,0.20422967,0.241194275,0.250031482,0.18906783,0.173489123,0.271504219,0.125650515,0.281268355,0.10293146,1,-0.821525173,0.237012815,0.422488413
928,ElecLoadShapes,39852,17,,,0.201585238,0.006994525,0.03935199,0.179329172,0.03784799,0.049769346,0.649725046,0.638754492,0.651265761,0.515640272,0.446272429,1,0.701457713,1,1,0.722964654,1,-0.714574945,-1,0,0,0,0,0,0,0,0,0.353281107,0.201463962,0.211425934,0.236487948,0.253657478,0.196795594,0.181381041,0.274931884,0.132384833,0.281603055,0.114830311,1,-1,0.287874074,0.487394736
929,ElecLoadShapes,39852,18,,,0.197207701,0.03916482,0.05821794,0.18124141,0.05618096,0.072172573,0.701647403,0.693921003,0.702729086,0.573939435,0.515640272,1,0.704055464,1,0.921887019,0.869687621,1,-0.461361638,-0.714574945,0,0,0,0,8.25E-05,0.000718859,0,0,0.350887317,0.212836805,0.220015611,0.233950353,0.258510761,0.203892401,0.190061508,0.278458843,0.139879095,0.28114971,0.127882344,1,-0.714574945,0.326280572,0.481964595
930,ElecLoadShapes,39852,19,,,0.19233154,0.058053368,0.068403313,0.183206118,0.066117438,0.083984811,0.70313134,0.696990918,0.703991943,0.558840709,0.573939435,1,0.678380892,1,0.71752606,1,1,-0.249400987,-0.461361638,0,0,0.005927446,0,0.001641385,0.0161364,0,0.000128225,0.400797464,0.242857702,0.249233833,0.267750243,0.288764764,0.222437056,0.209827371,0.296242234,0.168812038,0.321826753,0.176115147,1,-0.461361638,0.343738229,0.540756874
931,ElecLoadShapes,39852,20,,,0.18727568,0.068271916,0.068403313,0.185380706,0.066117438,0.083984811,0.672459433,0.666946071,0.673234035,0.538966395,0.558840709,1,0.649861987,1,0.522156653,0.791895339,1,-0.22676101,-0.249400987,0.000410099,0.000410099,0.034559192,0.000410099,0.021989913,0.040522053,0.000410099,0.007427313,0.452909816,0.274666196,0.27862854,0.300563373,0.32131635,0.242625833,0.230823746,0.313717045,0.20071169,0.367575342,0.230591373,1,-0.249400987,0.522108929,0.526480007
932,ElecLoadShapes,39852,21,,,0.185902843,0.068271916,0.05821794,0.183480128,0.05618096,0.072172573,0.649802335,0.647048213,0.650188847,0.424284762,0.538966395,1,0.608106838,1,0.346802989,0.574697828,1,-0.16196955,-0.22676101,0.004883348,0.004883348,0.074329112,0.004883348,0.04848503,0.066620262,0.004883348,0.027620812,0.508209749,0.307748762,0.312749035,0.339029697,0.354247844,0.262537054,0.252942878,0.332584358,0.234948034,0.414099783,0.290964411,1,-0.22676101,0.998581586,0.486323384
933,ElecLoadShapes,39852,22,,,0.185182427,0.058053368,0.068403313,0.182217934,0.066117438,0.083984811,0.579918152,0.578958351,0.580053846,0.324649022,0.424284762,1,0.552307084,1,0.186202796,0.503758716,1,-0.063165482,-0.16196955,0.01220674,0.01220674,0.089263081,0.01220674,0.068167758,0.086166766,0.01220674,0.04370826,0.524818987,0.31986388,0.319141347,0.343135883,0.357944999,0.267373861,0.259677279,0.332489388,0.243481098,0.445660015,0.304575081,1,-0.16196955,0.98980501,0.416309794
934,ElecLoadShapes,39852,23,,,0.183498759,0.068271916,0.068403313,0.180474766,0.066117438,0.083984811,0.418087807,0.414526922,0.418586453,0.226598296,0.324649022,1,0.509645241,1,0.104788056,0.414577926,1,-0.028420546,-0.063165482,0.024343717,0.024343717,0.103192043,0.024343717,0.089172194,0.104643109,0.024343717,0.060725849,0.543160807,0.331432606,0.326244973,0.347588655,0.360802115,0.272634569,0.26392279,0.333015198,0.253020339,0.479789308,0.317636571,1,-0.063165482,0.939962333,0.327067636
935,ElecLoadShapes,39852,24,,,0.183492283,0.068271916,0.079117695,0.181901657,0.076596513,0.096227499,0.352464921,0.35084741,0.352703326,0.174351538,0.226598296,1,0.488983299,1,0.028028572,0.282647356,1,-0.018282435,-0.028420546,0.046386933,0.046386933,0.119082087,0.046386933,0.111140534,0.126023126,0.046386933,0.079385772,0.562387184,0.343753816,0.333170563,0.355455977,0.364290511,0.276803152,0.270081307,0.333408024,0.262790545,0.508178762,0.331890551,1,-0.028420546,0.859771846,0.250960548
936,ElecLoadShapes,39853,1,,,0.184283931,0.079034569,0.127660143,0.183551545,0.124370344,0.149822483,0.243845717,0.238731856,0.24454512,0.165839426,0.174351538,1,0.473862766,1,0.004404759,0.28435201,1,-0.020039516,-0.018282435,0.06712721,0.06712721,0.123730243,0.06712721,0.131233123,0.143098474,0.06712721,0.101907374,0.574532893,0.355339702,0.338293789,0.360969722,0.362220919,0.276715634,0.272954762,0.33396032,0.270086097,0.518855279,0.347844878,1,-0.018282435,0.773970147,0.200474917
937,ElecLoadShapes,39853,2,,,0.184235364,0.127927479,0.141309143,0.184934711,0.137880862,0.16444882,0.183309181,0.176838412,0.184220496,0.134139147,0.165839426,1,0.474625113,1,0.004404759,0.242970832,1,-0.006102595,-0.020039516,0.091800625,0.091800625,0.128447452,0.091800625,0.151713711,0.161642766,0.091800625,0.126508107,0.586258738,0.368190759,0.344553743,0.366863964,0.357099795,0.276429062,0.275155088,0.334697834,0.277609233,0.52495792,0.366104983,1,-0.020039516,0.675462932,0.162317173
938,ElecLoadShapes,39853,3,,,0.197037716,0.141704127,0.155596493,0.190751588,0.152055685,0.179590683,0.175998856,0.169411199,0.176938155,0.148815202,0.134139147,1,0.489720009,1,0.005964197,0.181073675,1,-0.074353111,-0.006102595,0.117755972,0.117755972,0.133030601,0.117755972,0.173843339,0.181765247,0.117755972,0.151792256,0.596944642,0.382135861,0.348706487,0.371060178,0.354526839,0.276643959,0.277939074,0.335777143,0.284470717,0.531756822,0.386232627,1,-0.006102595,0.572128361,0.147054075
939,ElecLoadShapes,39853,4,,,0.21031279,0.156134796,0.114633967,0.197287012,0.111506333,0.1357004,0.157313609,0.148190589,0.158605048,0.171416327,0.148815202,1,0.52374144,1,0.014187455,0.154457261,1,-0.287155577,-0.074353111,0.14220731,0.14220731,0.14898882,0.14220731,0.190099242,0.194423694,0.14220731,0.168264028,0.607278135,0.395239536,0.357107948,0.378368591,0.356910894,0.277456093,0.278016783,0.345542684,0.290925493,0.553077355,0.403381192,1,-0.074353111,0.479704403,0.181102524
940,ElecLoadShapes,39853,5,,,0.224682248,0.114789658,0.127660143,0.202826964,0.124370344,0.149822483,0.245488869,0.234134058,0.247104922,0.233642802,0.171416327,1,0.582770896,1,0.046042864,0.131547414,1,-0.600342159,-0.287155577,0.167464212,0.167464212,0.165862271,0.167464212,0.207387325,0.209865522,0.167464212,0.186802871,0.61916681,0.410043995,0.366406797,0.38659783,0.357939735,0.277621163,0.27643945,0.353538072,0.298386476,0.569208734,0.420077683,1,-0.287155577,0.409156851,0.313518702
941,ElecLoadShapes,39853,6,,,0.228792664,0.127927479,0.090381265,0.220083748,0.087640061,0.10891727,0.359708004,0.343773873,0.361966337,0.418737213,0.233642802,1,0.626914126,1,0.171214269,0.122246783,1,-0.86644781,-0.600342159,0.193807156,0.193807156,0.182455597,0.193807156,0.225215791,0.226917319,0.193807156,0.205368203,0.627395422,0.424924896,0.375034285,0.396456306,0.359312833,0.277959808,0.276016515,0.361823533,0.304938209,0.590389596,0.438946496,1,-0.600342159,0.345153924,0.719628637
942,ElecLoadShapes,39853,7,,,0.232715287,0.090361879,0.05821794,0.237496484,0.05618096,0.072172573,0.827465211,0.823794669,0.827976525,0.646582974,0.418737213,1,0.640242803,1,0.280876808,0.136872798,1,-0.724173519,-0.86644781,0.149509269,0.149509269,0.136501994,0.149509269,0.191886618,0.194700371,0.149509269,0.197473298,0.641349099,0.42999134,0.384950378,0.414221756,0.366679604,0.279085321,0.273183622,0.356967883,0.302085506,0.605516365,0.436727543,1,-0.86644781,0.291929018,1
943,ElecLoadShapes,39853,8,,,0.237065302,0.058053368,0.014504267,0.255572382,0.013874353,0.018937943,1,1,1,0.792054971,0.646582974,1,0.644079752,1,0.370396588,0.25844775,1,-0.483880258,-0.724173519,0.106835998,0.106835998,0.095096443,0.106835998,0.159729194,0.167529319,0.106835998,0.18874355,0.654998733,0.435576566,0.394427046,0.433794713,0.373650192,0.279087277,0.269120751,0.350985939,0.299394704,0.613512076,0.431084142,1,-0.724173519,0.262263586,0.756902883
944,ElecLoadShapes,39853,9,,,0.251562654,0.014388084,0,0.259475563,0,0,0.871222046,0.860821096,0.872680083,0.869785231,0.792054971,1,0.658342125,1,0.37546176,0.213192792,1,-0.403296842,-0.483880258,0.070230681,0.070230681,0.05500653,0.070230681,0.129517455,0.138517838,0.070230681,0.182820152,0.668869648,0.438122045,0.405473382,0.452961179,0.379579491,0.28018803,0.264898266,0.344299028,0.29665599,0.620888533,0.426246347,1,-0.483880258,0.233951531,0.66960677
945,ElecLoadShapes,39853,10,,,0.266835465,0,0,0.262581492,0,0,0.78057433,0.763436183,0.782978559,0.792084323,0.869785231,1,0.66719404,1,0.323715083,0.207212326,1,-0.422378211,-0.403296842,0.015124096,0.015124096,0.003166811,0.015124096,0.062817965,0.076450931,0.015124096,0.097760533,0.628963901,0.415623429,0.381815206,0.420047752,0.360136637,0.258470118,0.248522417,0.336061529,0.266868032,0.530300953,0.376493589,1,-0.403296842,0.230268767,0.606035968
946,ElecLoadShapes,39853,11,,,0.282386729,0,0,0.265873982,0,0,0.75262684,0.7341093,0.75522284,0.708982626,0.792084323,1,0.665425994,1,0.333116938,0.214580045,1,-0.47032743,-0.422378211,0,0,0,0,0.007352333,0.023434627,0,0.026405206,0.5920884,0.390425964,0.359699696,0.393677449,0.340932211,0.236931,0.233205055,0.32813602,0.239139791,0.438840422,0.327521311,1,-0.422378211,0.251268733,0.512367512
947,ElecLoadShapes,39853,12,,,0.286047088,0,0,0.275397278,0,0,0.673301877,0.648406332,0.67679405,0.581116026,0.708982626,1,0.659559286,1,0.381077766,0.277069617,1,-0.461573189,-0.47032743,0,0,0,0,0,0,0,7.79E-07,0.557016221,0.365825242,0.33960173,0.362803345,0.322764616,0.216434313,0.218449175,0.317879052,0.213464504,0.358261453,0.282339682,1,-0.47032743,0.31273477,0.501715631
948,ElecLoadShapes,39853,13,,,0.290427862,0,0,0.28625127,0,0,0.672525128,0.647129559,0.676085146,0.502575648,0.581116026,1,0.663342786,1,0.491006046,0.368472801,1,-0.590098146,-0.461573189,0,0,0,0,0,0,0,0,0.526775661,0.340910738,0.317249292,0.341912496,0.307941865,0.207626766,0.207292049,0.310788255,0.197651631,0.299976784,0.251735161,1,-0.461573189,0.352577875,0.453355093
949,ElecLoadShapes,39853,14,,,0.294186975,0,0.022354249,0.296501858,0.021423679,0.028871188,0.534491887,0.504028379,0.538766972,0.432424103,0.502575648,1,0.648103918,1,0.632508668,0.227364553,1,-0.691723171,-0.590098146,0,0,0,0,0,0,0,0,0.49576921,0.318889575,0.297834101,0.320518465,0.294644121,0.199225412,0.197477278,0.301833515,0.182327971,0.243674893,0.22107388,1,-0.590098146,0.387245003,0.361864563
950,ElecLoadShapes,39853,15,,,0.319652452,0.022200676,0.05821794,0.295293591,0.05618096,0.072172573,0.512259875,0.482556659,0.516422941,0.422488413,0.432424103,1,0.620680399,1,0.782977944,0.346371116,1,-0.821525173,-0.691723171,0,0,0,0,0,0,0,0,0.467364026,0.296278985,0.277211495,0.299494736,0.280443432,0.191956876,0.186774199,0.295430765,0.167798192,0.193512886,0.193364418,1,-0.691723171,0.359418421,0.362812637
951,ElecLoadShapes,39853,16,,,0.346309448,0.058053368,0.068403313,0.293699088,0.066117438,0.083984811,0.485981814,0.455981382,0.490189622,0.487394736,0.422488413,1,0.619458067,1,0.995495498,0.400948701,1,-1,-0.821525173,0,0,0,0,0,0,0,0,0.485647102,0.296688328,0.280866079,0.31019516,0.284715933,0.200378147,0.193560021,0.29693491,0.179484173,0.231518444,0.194343608,1,-0.821525173,0.237012815,0.381785841
952,ElecLoadShapes,39853,17,,,0.374986846,0.068271916,0.079117695,0.293430908,0.076596513,0.096227499,0.533525781,0.507844552,0.537128358,0.481964595,0.487394736,1,0.648440608,1,1,0.572848452,1,-0.714574945,-1,0,0,0,0,0.000544855,0.004111039,0,0,0.507780201,0.296185737,0.284921062,0.317281091,0.28926088,0.210129845,0.201130308,0.298232644,0.191022159,0.27340152,0.195194409,1,-1,0.287874074,0.446272429
953,ElecLoadShapes,39853,18,,,0.395004687,0.079034569,0.090381265,0.315080592,0.087640061,0.10891727,0.606656078,0.586930227,0.609421062,0.540756874,0.481964595,1,0.667179207,1,0.921887019,0.761101537,1,-0.461361638,-0.714574945,0,0,0,0,0.005539437,0.03027403,0,3.33E-06,0.527235238,0.296147066,0.290086869,0.326280969,0.295045264,0.219704133,0.208883631,0.300566318,0.203619981,0.315793429,0.196571552,1,-0.714574945,0.326280572,0.515640272
954,ElecLoadShapes,39853,19,,,0.415867599,0.090361879,0.090381265,0.335112453,0.087640061,0.10891727,0.651556782,0.637215998,0.653566794,0.526480007,0.540756874,1,0.662814368,1,0.71752606,0.863976313,1,-0.249400987,-0.461361638,0,0,0.001675924,0,0.018887556,0.061531986,0,0.003324343,0.572925242,0.326875082,0.318606253,0.365046209,0.318148459,0.238416244,0.2269065,0.324657378,0.230928577,0.355882743,0.228743556,1,-0.461361638,0.343738229,0.573939435
955,ElecLoadShapes,39853,20,,,0.436218935,0.090361879,0.090381265,0.356950155,0.087640061,0.10891727,0.697887321,0.68930552,0.699087722,0.486323384,0.526480007,1,0.64182801,1,0.522156653,0.669450353,1,-0.22676101,-0.249400987,0.000254958,0.000254958,0.030205951,0.000254958,0.04820798,0.093862331,0.000254958,0.008328873,0.617446883,0.358348724,0.350294441,0.409235098,0.34327164,0.258155551,0.24633336,0.352814377,0.259887718,0.39368329,0.261328307,1,-0.249400987,0.522108929,0.558840709
956,ElecLoadShapes,39853,21,,,0.446329037,0.090361879,0.090381265,0.379841628,0.087640061,0.10891727,0.709623567,0.70670642,0.710035058,0.416309794,0.486323384,1,0.591108635,1,0.346802989,0.579021624,1,-0.16196955,-0.22676101,0.001529379,0.001529379,0.05701795,0.001529379,0.081066872,0.130836402,0.001529379,0.031962391,0.66368448,0.391638445,0.382095613,0.451239391,0.368315628,0.278707475,0.266794325,0.378122567,0.290360346,0.435764524,0.29847015,1,-0.22676101,0.998581586,0.538966395
957,ElecLoadShapes,39853,22,,,0.454753853,0.090361879,0.068403313,0.402852616,0.066117438,0.083984811,0.618562358,0.617862802,0.618660055,0.327067636,0.416309794,1,0.548037085,1,0.186202796,0.521421181,1,-0.063165482,-0.16196955,0.005388873,0.005388873,0.088375268,0.005388873,0.108905393,0.158597793,0.005388873,0.055417664,0.683010049,0.398835012,0.393564545,0.467455185,0.378063907,0.286166352,0.271799472,0.387994634,0.30363403,0.466158978,0.313966683,1,-0.16196955,0.98980501,0.424284762
958,ElecLoadShapes,39853,23,,,0.462278553,0.068271916,0.068403313,0.427087903,0.066117438,0.083984811,0.508727794,0.509071811,0.508683104,0.226598296,0.327067636,1,0.514038045,1,0.104788056,0.420414927,1,-0.028420546,-0.063165482,0.016282853,0.016282853,0.123016077,0.016282853,0.138701201,0.188029869,0.016282853,0.083863105,0.704805461,0.406795865,0.404880339,0.483638983,0.385209674,0.293021606,0.277066622,0.396936053,0.317800523,0.495662508,0.329456451,1,-0.063165482,0.939962333,0.324649022
959,ElecLoadShapes,39853,24,,,0.47328877,0.068271916,0.068403313,0.434526976,0.066117438,0.083984811,0.373636536,0.371360665,0.373750412,0.174351538,0.226598296,1,0.492982598,1,0.028028572,0.353068227,1,-0.018282435,-0.028420546,0.031347178,0.031347178,0.158142139,0.031347178,0.169714957,0.219532603,0.031347178,0.113268282,0.728190052,0.413261717,0.415542097,0.500279612,0.395561814,0.30064742,0.28165089,0.404943866,0.331419838,0.52626645,0.345209919,1,-0.028420546,0.859771846,0.250960548
960,ElecLoadShapes,39854,1,,,0.48173625,0.068271916,0.05821794,0.44116734,0.05618096,0.072172573,0.243845717,0.238731856,0.24454512,0.165839426,0.174351538,1,0.486897675,1,0.004404759,0.2683727,1,-0.020039516,-0.018282435,0.052441749,0.052441749,0.187881177,0.052441749,0.196424943,0.245784723,0.052441749,0.136229741,0.74066715,0.417442091,0.41982106,0.516154338,0.402451811,0.306714634,0.285115117,0.409464554,0.334208589,0.559474785,0.354732506,1,-0.018282435,0.773970147,0.200474917
961,ElecLoadShapes,39854,2,,,0.490528558,0.058053368,0.048541065,0.449881724,0.046765108,0.060773425,0.183309181,0.176838412,0.184220496,0.134139147,0.165839426,1,0.484604776,1,0.004404759,0.206641445,1,-0.006102595,-0.020039516,0.078304833,0.078304833,0.220246948,0.078304833,0.222494467,0.268473971,0.078304833,0.158264388,0.754044409,0.42369725,0.423438463,0.538781492,0.411577894,0.312445489,0.288475937,0.412014424,0.337656578,0.593001344,0.364218635,1,-0.020039516,0.675462932,0.162317173
962,ElecLoadShapes,39854,3,,,0.496728989,0.048358024,0.048541065,0.456414233,0.046765108,0.060773425,0.175998856,0.169411199,0.176938155,0.148815202,0.134139147,1,0.489902927,1,0.005964197,0.173140589,1,-0.074353111,-0.006102595,0.105334494,0.105334494,0.254136114,0.105334494,0.250292857,0.292609567,0.105334494,0.182531012,0.767478391,0.428939116,0.426427548,0.559996899,0.420822047,0.317748379,0.292271816,0.416187499,0.341739889,0.62660762,0.373446998,1,-0.006102595,0.572128361,0.147054075
963,ElecLoadShapes,39854,4,,,0.502767529,0.048358024,0.03935199,0.465259792,0.03784799,0.049769346,0.157313609,0.148190589,0.158605048,0.171416327,0.148815202,1,0.528659076,1,0.014187455,0.146862869,1,-0.287155577,-0.074353111,0.1317723,0.1317723,0.283467186,0.1317723,0.272692243,0.312587935,0.1317723,0.207703577,0.784595821,0.430946391,0.428885204,0.575194949,0.426580435,0.323064612,0.296904166,0.417102163,0.343342314,0.647636849,0.382323223,1,-0.074353111,0.479704403,0.181102524
964,ElecLoadShapes,39854,5,,,0.508130983,0.03916482,0.030629957,0.471435213,0.029407947,0.039141688,0.245488869,0.234134058,0.247104922,0.233642802,0.171416327,1,0.591188385,1,0.046042864,0.118737922,1,-0.600342159,-0.287155577,0.158559731,0.158559731,0.316328545,0.158559731,0.296747831,0.33737468,0.158559731,0.232290664,0.801527785,0.433215988,0.431021917,0.583016905,0.434476717,0.328714911,0.302071658,0.419335372,0.346033818,0.67177445,0.393278063,1,-0.287155577,0.409156851,0.313518702
965,ElecLoadShapes,39854,6,,,0.497551396,0.030452685,0.014504267,0.479194936,0.013874353,0.018937943,0.359708004,0.343773873,0.361966337,0.418737213,0.233642802,1,0.627850069,1,0.171214269,0.108719374,1,-0.86644781,-0.600342159,0.187364668,0.187364668,0.346983466,0.187364668,0.319563886,0.358783268,0.187364668,0.258078196,0.817707334,0.435251306,0.433521537,0.598658439,0.439457258,0.3337197,0.30744823,0.421026838,0.348011534,0.699471962,0.402349843,1,-0.600342159,0.345153924,0.719628637
966,ElecLoadShapes,39854,7,,,0.485676681,0.014388084,0.014504267,0.484816508,0.013874353,0.018937943,0.827465211,0.823794669,0.827976525,0.646582974,0.418737213,1,0.650837879,1,0.280876808,0.13356124,1,-0.724173519,-0.86644781,0.148935375,0.148935375,0.281023918,0.148935375,0.287397794,0.321370249,0.148935375,0.240662801,0.858179871,0.443912507,0.439388521,0.626910348,0.455934218,0.341692361,0.314017998,0.430766691,0.338603884,0.722149787,0.395921034,1,-0.86644781,0.291929018,1
967,ElecLoadShapes,39854,8,,,0.474718269,0.014388084,0.014504267,0.490551765,0.013874353,0.018937943,1,1,1,0.792054971,0.646582974,1,0.66002154,1,0.370396588,0.235718303,1,-0.483880258,-0.724173519,0.111384782,0.111384782,0.221826085,0.111384782,0.255896228,0.285494276,0.111384782,0.222465974,0.905373814,0.451114629,0.441962162,0.655216149,0.474462345,0.350837325,0.320897223,0.442663008,0.32747192,0.75155476,0.391111911,1,-0.724173519,0.262263586,0.756902883
968,ElecLoadShapes,39854,9,,,0.458344598,0.014388084,0.014504267,0.469664353,0.013874353,0.018937943,0.871222046,0.860821096,0.872680083,0.869785231,0.792054971,1,0.668525679,1,0.37546176,0.301560138,1,-0.403296842,-0.483880258,0.076966999,0.076966999,0.16811458,0.076966999,0.225164576,0.25163818,0.076966999,0.208444927,0.949600601,0.460502827,0.445783596,0.686159178,0.491501442,0.360097732,0.329288332,0.454245105,0.316244838,0.77904214,0.385601846,1,-0.483880258,0.233951531,0.66960677
969,ElecLoadShapes,39854,10,,,0.440884638,0.014388084,0.007059588,0.449547957,0.006739683,0.00932135,0.78057433,0.763436183,0.782978559,0.792084323,0.869785231,1,0.674685848,1,0.323715083,0.235211168,1,-0.422378211,-0.403296842,0.014976026,0.014976026,0.094962884,0.014976026,0.156652577,0.187333205,0.014976026,0.115583854,0.819212691,0.435991038,0.424293618,0.591658266,0.46694489,0.341066515,0.304136235,0.441158498,0.291098614,0.699990502,0.366326866,1,-0.403296842,0.230268767,0.606035968
970,ElecLoadShapes,39854,11,,,0.422565036,0.006994525,0,0.429336824,0,0,0.75262684,0.7341093,0.75522284,0.708982626,0.792084323,1,0.670114115,1,0.333116938,0.195081087,1,-0.47032743,-0.422378211,0.001063136,0.001063136,0.038583991,0.001063136,0.095769672,0.129774588,0.001063136,0.039418768,0.692701787,0.41181106,0.40251777,0.515852061,0.439634981,0.323346489,0.280498221,0.42837385,0.266920034,0.617911556,0.348125208,1,-0.422378211,0.251268733,0.512367512
971,ElecLoadShapes,39854,12,,,0.415989017,0,0.007059588,0.408120016,0.006739683,0.00932135,0.673301877,0.648406332,0.67679405,0.581116026,0.708982626,1,0.670111767,1,0.381077766,0.301567168,1,-0.461573189,-0.47032743,0,0,6.81E-05,0,0.044185518,0.079272246,0,0.002226418,0.587103511,0.387373423,0.382151587,0.442328245,0.415331779,0.305778343,0.256932919,0.417667072,0.243822636,0.544543458,0.330969064,1,-0.47032743,0.31273477,0.501715631
972,ElecLoadShapes,39854,13,,,0.409814489,0.006994525,0,0.384845221,0,0,0.672525128,0.647129559,0.676085146,0.502575648,0.581116026,1,0.671332854,1,0.491006046,0.387518707,1,-0.590098146,-0.461573189,0,0,0,0,0.018224364,0.048062624,0,1.66E-05,0.522080435,0.359313817,0.355244473,0.397257029,0.391319825,0.294343929,0.255380778,0.407884136,0.235907586,0.480274836,0.329537887,1,-0.461573189,0.352577875,0.453355093
973,ElecLoadShapes,39854,14,,,0.402472725,0,0,0.363385011,0,0,0.534491887,0.504028379,0.538766972,0.432424103,0.502575648,1,0.666065984,1,0.632508668,0.351512864,1,-0.691723171,-0.590098146,0,0,0,0,0.005210503,0.020324184,0,0,0.45890131,0.331923482,0.330531597,0.355371782,0.369570615,0.283775434,0.254247123,0.401483089,0.227689457,0.417060897,0.326485025,1,-0.590098146,0.387245003,0.361864563
974,ElecLoadShapes,39854,15,,,0.42544346,0,0,0.357364085,0,0,0.512259875,0.482556659,0.516422941,0.422488413,0.432424103,1,0.644890411,1,0.782977944,0.305076524,1,-0.821525173,-0.691723171,0,0,0,0,0.00137105,0.005038344,0,0,0.39992733,0.306965922,0.305739602,0.315618537,0.346524182,0.272647207,0.251587744,0.39308342,0.220125763,0.357630875,0.3235829,1,-0.691723171,0.359418421,0.362812637
975,ElecLoadShapes,39854,16,,,0.448475714,0,0,0.35128923,0,0,0.485981814,0.455981382,0.490189622,0.487394736,0.422488413,1,0.660758282,1,0.995495498,0.40302377,1,-1,-0.821525173,0,0,0,0,0.004491121,0.0160962,0,0,0.401315464,0.300696708,0.303964483,0.313175352,0.347643003,0.280060224,0.258731079,0.396745051,0.225142341,0.367314663,0.336347206,1,-0.821525173,0.237012815,0.381785841
976,ElecLoadShapes,39854,17,,,0.465879012,0,0,0.345405309,0,0,0.533525781,0.507844552,0.537128358,0.481964595,0.487394736,1,0.720928876,1,1,0.580479798,1,-0.714574945,-1,0,0,0.005043975,0,0.010229894,0.038592808,0,0,0.400362854,0.295369155,0.302039624,0.310708119,0.349007415,0.286601711,0.267058475,0.402699453,0.231394473,0.373124813,0.350876392,1,-1,0.287874074,0.446272429
977,ElecLoadShapes,39854,18,,,0.465307537,0,0.007059588,0.370398495,0.006739683,0.00932135,0.606656078,0.586930227,0.609421062,0.540756874,0.481964595,1,0.744543429,1,0.921887019,0.799202736,1,-0.461361638,-0.714574945,0,0,0.026060626,0,0.020473413,0.064396436,0,3.33E-05,0.400397135,0.289992663,0.299451446,0.308770067,0.350138691,0.293886229,0.274100917,0.406766546,0.236879053,0.378907501,0.364421958,1,-0.714574945,0.326280572,0.515640272
978,ElecLoadShapes,39854,19,,,0.465084127,0.006994525,0.007059588,0.395894518,0.006739683,0.00932135,0.651556782,0.637215998,0.653566794,0.526480007,0.540756874,1,0.727129915,1,0.71752606,0.736431318,1,-0.249400987,-0.461361638,0.000200785,0.000200785,0.06648121,0.000200785,0.047030514,0.09236108,0.000200785,0.003232439,0.486682316,0.313567949,0.322364473,0.350168916,0.386490921,0.318207004,0.291127772,0.457955678,0.26301604,0.450513145,0.398930123,1,-0.461361638,0.343738229,0.573939435
