census_division,Scenario,Category,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
East South Central,NREL High Electrification,Transportation: Other,0.42592853101122746,0.43091775393910464,0.4363687107857786,0.4423349329402975,0.448326147565748,0.45436982788461083,0.46031034906164126,0.46572603324210815,0.47071171070140067,0.47601023392813613,0.4816575840950782,0.4868185611469702,0.49131183927107874,0.49554899129629815,0.5000268486381935,0.5050213883010474,0.509953536328492,0.5149062447464874,0.5195983969424132,0.5244887137249993,0.5294458542233756,0.5340180075249418,0.5383850843865178,0.542687995410492,0.5470619841253976,0.551332636571832,0.5554333071392435,0.5594873601281373,0.5634836297100416,0.5673237430767836,0.5711560569997991,0.5750869218362273,0.5789740060561653
East South Central,NREL Medium Electrification,Buildings Other,182.14785122495775,182.04858089277096,182.3191303218846,182.7433659216001,183.29623673631275,183.80151389882846,184.37946849947681,184.98937766551697,185.63079710038656,186.35423181087984,187.1826547665994,188.01886198942233,188.89282539714918,189.88534565187467,191.0227568098465,192.3557841237203,193.88752505910765,195.54925355821655,197.26856015233602,199.08450923895444,200.98611102791048,202.90925429707974,204.82835573943413,206.58134625292533,208.3900713622575,210.26222869289955,212.19258474225546,214.14557045596706,216.13314085766214,218.0919197115288,220.0146539060798,221.9674698152329,223.93982270635712
East South Central,NREL Medium Electrification,Buildings: Space Heating,12.977423174525446,13.126364951591773,13.260782757162287,13.37934601817098,13.483395340424387,13.572560517711688,13.64597001313891,13.714550802245663,13.770065756154981,13.818114168416379,13.859621118975127,13.885809874514798,13.90056696362949,13.916448322796482,13.9212583804733,13.922653888729197,13.922925864071168,13.928577082796835,13.945667540369003,13.96571286978394,13.993313877151241,14.03260472169404,14.078646920912837,14.048958289791626,14.03665707770362,14.035254169344263,14.046224099947562,14.067942580309975,14.099068985478516,14.139746128834094,14.182199344886586,14.22782687026121,14.275605604754798
East South Central,NREL Medium Electrification,Buildings: Water Heating,18.724697750865257,18.58244440918105,18.428606590862554,18.279806201070045,18.138058718608686,18.011904678834846,17.90802250504209,17.827731957705176,17.773248936559302,17.742898851962817,17.733215703665262,17.73834335499101,17.75837949278378,17.791987559131776,17.8346487630683,17.882025119743496,17.933772789092753,17.987908658755593,18.04146965015578,18.089031619845542,18.12728301586873,18.15563285685534,18.171568176790895,18.103153283917823,18.023287893331986,17.93255046176434,17.830311218850735,17.718396198216084,17.596792167539153,17.46673449953468,17.329294878697446,17.185716956288264,17.038395488695112
East South Central,NREL Medium Electrification,Industry,105.8849264929084,108.80185319947185,110.50482814343528,112.8876282604025,116.05639136419184,118.39092939613661,119.9324690858287,120.53134753687814,120.52898806476512,120.65947050925139,120.3734939532515,120.14769180783689,119.92802311935398,119.83959603102146,120.11360944064272,120.85824514788935,121.87908113812155,122.7120098319829,123.38640502967331,124.26248463390456,125.42979748677627,126.48678797615985,127.52834571999301,128.49743511122634,129.29578396208203,130.16008147566703,130.9243965573912,131.65365056349378,132.3780642025516,133.119957098271,133.97685799986573,134.9925310739626,136.17661202088476
East South Central,NREL Medium Electrification,Transportation: Heavy Duty,0.0005187138115993074,0.0007822896777226048,0.0011414557790295203,0.0016294085979772113,0.0022401659901276545,0.003016083124825046,0.003978184858919999,0.005089282085751624,0.006409539780578251,0.008208208879993318,0.010488181445313249,0.01326382186869757,0.01653275605474597,0.02038873153998044,0.02486514751798275,0.030474123992808022,0.036974915598027354,0.04391843256822884,0.05101771586052054,0.05837909378015327,0.06597968852647121,0.0730485964971509,0.07995907643449933,0.08668360814983025,0.09323551115808439,0.09962710056784933,0.10553368922543223,0.11099839437830199,0.11620630277716731,0.12088394376054819,0.12532908694745729,0.12971251749254778,0.13388447452459482
East South Central,NREL Medium Electrification,Transportation: Light Duty,0.036086061920319434,0.04767318922706472,0.06387530628473906,0.08588556518601942,0.11749459470038053,0.15515062213237885,0.20111913846068236,0.25706298955358264,0.333233068092026,0.4304142903336905,0.5506788807485216,0.6728604836477178,0.7978593395129099,0.926414769267629,1.0613402220220494,1.198878252036421,1.3316035453713087,1.456726457201207,1.5756301667234704,1.6847191013588663,1.7836619276457697,1.8728342899860764,1.9528414857695535,2.0267574942432067,2.091867046114212,2.1488372592553824,2.198804000522505,2.243364086195281,2.288083042549384,2.330578281604712,2.371800833501818,2.4122799091229012,2.4523222224051855
East South Central,NREL Medium Electrification,Transportation: Other,0.42592853101122746,0.43091775393910464,0.4363687107857786,0.4423349329402975,0.448326147565748,0.45436982788461083,0.46031034906164126,0.46572603324210815,0.47071171070140067,0.47601023392813613,0.4816575840950782,0.4868185611469702,0.49131183927107874,0.49554899129629815,0.5000268486381935,0.5050213883010474,0.509953536328492,0.5149062447464874,0.5195983969424132,0.5244887137249993,0.5294458542233756,0.5340180075249418,0.5383850843865178,0.542687995410492,0.5470619841253976,0.551332636571832,0.5554333071392435,0.5594873601281373,0.5634836297100416,0.5673237430767836,0.5711560569997991,0.5750869218362273,0.5789740060561653
Middle Atlantic,NREL High Electrification,Buildings Other,276.95724794763237,276.27850460793786,275.91717882477786,275.8356712906223,275.84749418972626,275.8435330203343,275.93263124704066,276.07121993011947,276.27906815872876,276.67304168442655,277.1976530567977,277.87334642822333,278.69697621884904,279.92489092456105,281.4703269553207,283.25508962547445,285.29890248993746,287.58628648736595,290.00739639981776,292.6262265274898,295.4016569708191,298.28259696678106,301.28618184609206,303.90414104101933,306.59704650250285,309.3379867701115,312.1071486659756,314.9407133279453,317.8180693349915,320.6948974132737,323.5954455281329,326.55237680669256,329.5792894672757
Middle Atlantic,NREL High Electrification,Buildings: Space Heating,8.832296760777776,9.277641844925288,9.717220649690379,10.166012942314216,10.620688791942532,11.089059347519134,11.579231248615875,12.102388752703472,12.676166943529418,13.317152695365337,14.04861404398536,14.887714939352241,15.845896844590888,16.928133679390633,18.12831136758523,19.429511440257087,20.833834762354893,22.31200744990694,23.851924503645574,25.423276190625426,27.026319727011323,28.623836043064344,30.213913638621435,31.557306395913226,32.84743437005907,34.07398520248235,35.22508063450531,36.29583888263103,37.27658166838191,38.15360324964698,38.92018923556346,39.57417501420492,40.11716636826228
Middle Atlantic,NREL High Electrification,Buildings: Water Heating,14.513161308818233,14.511738064929403,14.486970096358283,14.455074120674224,14.414173581522741,14.370785704983248,14.331700213598753,14.305842132560299,14.30478138164389,14.339779008251726,14.419207004723207,14.550411038551603,14.741905567005611,14.9996595059773,15.319179170754555,15.6916393831453,16.108524622331778,16.55569595311416,17.018735866405834,17.4835992725505,17.939796551733266,18.377927576202918,18.790487032155003,19.071779552948374,19.320782078452318,19.536050929442418,19.717140909345282,19.8650669984837,19.98420064939529,20.07389695884742,20.138650143326732,20.182224178936202,20.20908132504539
Middle Atlantic,NREL High Electrification,Industry,73.54853550337523,74.92714240298635,76.25537889229311,78.22656350025535,79.91225453512698,81.38006615553296,82.27010702791907,82.46502232886942,82.16788353783993,82.3058544054589,82.2913113995328,82.29674918822943,82.3401963653997,82.5682360923066,82.96035650067866,83.86706094687383,84.97944856370478,85.91311280073391,86.79875865281883,88.00835491270132,89.53741701579284,90.80438302430456,92.16587057897227,93.66305751874347,95.06054483534902,96.55986014043118,98.01003323332276,99.44522106851808,100.85246598334149,102.10887467565786,103.42870591596805,104.92640199338827,106.3011204303159
Middle Atlantic,NREL High Electrification,Transportation: Heavy Duty,0.0002490854971702196,0.00037595075235725706,0.0005482377840858644,0.0007976681865431814,0.0011210405441599367,0.001536303427090612,0.002052270810590715,0.0026543363595238016,0.0033694342576201888,0.004321599435233433,0.005506686587206473,0.006932111042479964,0.008600257985122775,0.010538500577550266,0.0127557718421245,0.015490789200904964,0.018634569780735438,0.021978794492913723,0.025387095104814714,0.028913025934767814,0.032542668766858907,0.03591700969388515,0.0392027214948423,0.04240180326968668,0.045515846228024966,0.04855420822320344,0.05136458257838608,0.05396514190345041,0.05644070996917185,0.05866408060788687,0.06077416573528008,0.06285260495732985,0.0648298315987411
Middle Atlantic,NREL High Electrification,Transportation: Light Duty,0.13468344205030072,0.17863379437029328,0.24046866319638796,0.32469269753001406,0.4491248855836605,0.5939090655760249,0.7792294814984282,1.0027171690998602,1.330905461492326,1.7790544035307385,2.262779685640555,2.759310083766639,3.2650680689311455,3.8029891748604325,4.388527454707673,4.990910569547168,5.576044655496043,6.147781621442228,6.711831898712132,7.250382040963495,7.760599817819693,8.243263592841535,8.700743068808016,9.15337753111158,9.582584728571232,9.99146113417593,10.384871597304766,10.76901169139099,11.170610238972133,11.572780772054141,11.977208973778568,12.38414837088431,12.79319459834499
Middle Atlantic,NREL High Electrification,Transportation: Other,0.9371699518489622,0.9481477307714565,0.960141464940451,0.9732689357167719,0.9864513956303488,0.9997492968777153,1.012820217500025,1.0247363412716815,1.035706320104055,1.0473646523953115,1.0597905085608126,1.0711461993528388,1.0810327526585317,1.0903557529485453,1.1002083753628464,1.1111978544205223,1.1220500528908006,1.1329474908850494,1.1432716262503335,1.154031783657185,1.1649389722634502,1.1749990760762372,1.184607948171087,1.194075638634747,1.2036997204059674,1.2130964300495273,1.222119128867347,1.231039256999442,1.239832243662566,1.24828163885269,1.256713873844548,1.2653629503430373,1.2739156962278984
Middle Atlantic,NREL Medium Electrification,Buildings Other,276.95724794763237,276.27276403936105,275.903314930481,275.81061850404217,275.80684608971694,275.78099354931834,275.83905802278855,275.9336608937781,276.08020622186564,276.39151785812595,276.8088135213267,277.3518647265305,278.01797535804684,279.05879031444687,280.38676172600066,281.92486805579057,283.69232067688966,285.6750235257963,287.76453775975574,290.0298346685952,292.436853386045,294.9400847760977,297.5622467523042,299.8163532115988,302.15130462861424,304.54148036689827,306.9708175159901,309.47733624256813,312.0368415102614,314.61225873402094,317.2257943170911,319.9134957970802,322.69153150471965
Middle Atlantic,NREL Medium Electrification,Buildings: Space Heating,8.832296760777776,9.274171330541973,9.704855843353823,10.136182899474502,10.560337801876717,10.978795329980048,11.390894126229062,11.795877274563914,12.19587323911043,12.588221138841043,12.974373018418124,13.350418904267645,13.716916333989314,14.06674497712882,14.391404189198472,14.6863922307597,14.973202754635427,15.261104793859317,15.574078745393345,15.919155104292013,16.318686940294402,16.76610554299237,17.2775308117175,17.71600844823757,18.219926937679045,18.79162883768109,19.430934167376922,20.139332526346838,20.9071960602402,21.731539589278356,22.602448184188844,23.51045906198569,24.44605454202375
Middle Atlantic,NREL Medium Electrification,Buildings: Water Heating,14.513161308818233,14.510667526829355,14.48327964441496,14.446288268474898,14.396581099933458,14.338964760153347,14.277831896685667,14.218936879721554,14.169776653947237,14.136536681440864,14.122303900697501,14.129021415855885,14.161366753680506,14.221227283274663,14.305395897760432,14.4102910196992,14.535849545179875,14.679504117408728,14.838974297274474,15.012314587652979,15.199752182882255,15.401571037900915,15.61804540909302,15.757804175780239,15.913446174098958,16.085176415792436,16.272395679592563,16.47397464099095,16.68792396944849,16.911356838290914,17.141854800254663,17.375774642700645,17.60997552798661
Middle Atlantic,NREL Medium Electrification,Industry,73.54853550337523,74.8995592324878,76.19142951464222,78.1152096768808,79.74109118648573,81.13436690574316,81.93341070195437,82.0201498478559,81.5951633558187,81.58040135833282,81.3885368832411,81.18728624057628,80.98812486965717,80.93587189972362,81.00625862374896,81.54497146081347,82.24581288889573,82.73366318720561,83.13186896616764,83.80293839805992,84.7360180598482,85.38073670556552,86.08262157649008,86.88459263366897,87.5554096363644,88.31368979388343,89.0370752771977,89.76733800785587,90.49458475737332,91.09822926673564,91.78897600477654,92.68053097764742,93.49258169727172
Middle Atlantic,NREL Medium Electrification,Transportation: Heavy Duty,0.0002490854971702196,0.00037786189476255187,0.0005551937781536085,0.0007948709759270995,0.0010946689303538864,0.0014769398628289012,0.0019473347257982028,0.0024870506747310755,0.003146069029713422,0.0040526449785160375,0.005201140798428635,0.006599721358814214,0.008254230332069339,0.010244299683336119,0.01257018491067247,0.0154906301605682,0.018857151901549064,0.022435890226474298,0.02610225286024243,0.029894619887990317,0.0338125389780582,0.03743865827090734,0.04103046006626911,0.04449343946108068,0.04787746094675909,0.05116575409450325,0.054193622642480864,0.05700068248079452,0.05968727620141079,0.06211470935454795,0.0644411627125859,0.06674055441297867,0.06893054940884391
Middle Atlantic,NREL Medium Electrification,Transportation: Light Duty,0.13468344205030072,0.1765897507107092,0.23533142208931448,0.31523695548535025,0.43017883997416506,0.5672058296426374,0.7345901527290758,0.938406618384673,1.2160595953350835,1.5704198792456083,2.0090473260078907,2.45471706417653,2.9106992572817254,3.3796753586484987,3.871897513650638,4.373652554644193,4.857850425849495,5.314313908219116,5.748088985214809,6.146058576477332,6.507013936604856,6.832325463221353,7.124201355086258,7.39385586167685,7.631383353676797,7.83921755804091,8.021502256201108,8.184062822067618,8.347202968974033,8.502230726361587,8.65261556690864,8.800288117656407,8.94636730730016
Middle Atlantic,NREL Medium Electrification,Transportation: Other,0.9371699518489622,0.9481477307714565,0.960141464940451,0.9732689357167719,0.9864513956303488,0.9997492968777153,1.012820217500025,1.0247363412716815,1.035706320104055,1.0473646523953115,1.0597905085608126,1.0711461993528388,1.0810327526585317,1.0903557529485453,1.1002083753628464,1.1111978544205223,1.1220500528908006,1.1329474908850494,1.1432716262503335,1.154031783657185,1.1649389722634502,1.1749990760762372,1.184607948171087,1.194075638634747,1.2036997204059674,1.2130964300495273,1.222119128867347,1.231039256999442,1.239832243662566,1.24828163885269,1.256713873844548,1.2653629503430373,1.2739156962278984
Mountain,NREL High Electrification,Buildings Other,181.15224475484945,181.02342484021372,181.1014195921188,181.31919948710416,181.63098748064914,181.95935054865214,182.3952965819508,182.8725751992828,183.3924800162972,184.01505146014267,184.70732252025292,185.46903684730847,186.28512939856338,187.30733423475314,188.47065099645985,189.75953954611472,191.22151846191096,192.79814143010128,194.41113128191898,196.06269998697923,197.75300028998709,199.43368178083787,201.07027407279585,202.50751100861632,203.92583000802364,205.34132994139605,206.72952983695706,208.07066628251974,209.35599677904892,210.49714947431778,211.54887463736253,212.5227287306707,213.43352477377124
Mountain,NREL High Electrification,Buildings: Space Heating,6.707565610631611,6.825435713540559,6.934474831645072,7.039805386651698,7.143192117867042,7.245215068489991,7.347829424380048,7.458541518665482,7.579906544404069,7.71492503111681,7.869671022168912,8.046276703467633,8.255181845211927,8.49876616745055,8.777670199067657,9.09215271651944,9.441381636104513,9.817504240922538,10.220914367619672,10.638279509153767,11.066602547164507,11.49595997973672,11.922898057476075,12.296176901009074,12.661507907062994,13.010433080933074,13.344115192947356,13.654180983084176,13.943713088228128,14.202787810503741,14.43410157808539,14.633304841750336,14.805906836489156
Mountain,NREL High Electrification,Buildings: Water Heating,10.114456050953878,10.10288847154389,10.08542818096392,10.071036010133373,10.0603430501001,10.058584115659096,10.069856899964718,10.096629465484035,10.142473634891777,10.210303443913721,10.302837293428174,10.419444415261651,10.56187207984979,10.731909271915663,10.926841154357453,11.141257471365453,11.371582387976783,11.612485183551064,11.859297394653257,12.104368800912784,12.342979865303345,12.570662830661547,12.785577918317385,12.980362923993887,13.16292975570949,13.33337251715724,13.492127241388369,13.640027076661124,13.779649287227365,13.91106894880753,14.036425516117776,14.157426575767271,14.275438629343776
