census_division,Scenario,Category,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Mountain,NREL High Electrification,Industry,84.72748918874937,87.30845209426032,88.7234319476234,90.69089206544429,91.46639315134537,93.15069477200711,94.64649589238037,94.72435186603495,94.72848942939514,95.1057123130905,95.32472798505599,95.72781324401456,96.00701049001574,96.2473194733544,96.43514706169788,97.15414094509322,98.23842564414879,99.30766189060463,100.27349363471986,101.34893095900449,102.67432621122009,103.83911171368253,105.06147410274221,106.38196327756313,107.64219718140305,109.12046648366541,110.56678868098952,111.97815560873285,113.43850098640144,114.75612548774552,116.0300806829499,117.47656416845236,118.99492205605146
Mountain,NREL High Electrification,Transportation: Heavy Duty,0.0005198866426947036,0.0007831149539792606,0.0011386034269151297,0.001628422332329778,0.002246192073658031,0.003030079399298824,0.004005424248357599,0.0051388391217158874,0.006489068697239392,0.008319619028282125,0.01063435192355554,0.013445973164380717,0.01675096608205549,0.020581880132044997,0.024982830126016688,0.03043904900313891,0.03675309367207293,0.0435057802224377,0.05039166975453041,0.05752365097405229,0.06485806847239486,0.07169317991917264,0.07830176739936573,0.08476529718082086,0.09104627638211933,0.09718531289022803,0.10287460820965444,0.10813452932066202,0.1131291173003142,0.11760240959247929,0.12182870652124703,0.12598491894974156,0.1299364109956667
Mountain,NREL High Electrification,Transportation: Light Duty,0.0915605483228782,0.12168940801181839,0.16405115871369416,0.22173140066071526,0.3069099856647625,0.4060044537340551,0.5328191785201986,0.68573224538169,0.9102500556356294,1.2168089454040796,1.5476911760113419,1.8873229159668772,2.233259776172011,2.6011922444050914,3.0016928363037607,3.413714717921663,3.813938448095644,4.204998730178614,4.590801423087008,4.959162375675293,5.308144377240619,5.6382798228033355,5.951189549480838,6.260785354221035,6.554357226697156,6.834023110727206,7.103110499546236,7.3658570787408,7.640545001921604,7.915624154381645,8.192247520903708,8.470588519312066,8.750370550720422
Mountain,NREL High Electrification,Transportation: Other,0.5312589498501267,0.5374819870657089,0.5442809448978996,0.5517225890910409,0.5591954073607968,0.5667336651365181,0.5741432532297769,0.5808982156132251,0.5871168309663951,0.5937256572574612,0.6007695740940833,0.6072068404525907,0.612811287841198,0.6180962708870298,0.6236814835478829,0.629911153023171,0.6360630015641743,0.6422404960529083,0.648092998069983,0.6541926705566073,0.6603756921064005,0.6660785213954231,0.671525557529801,0.6768925623326004,0.6823482211520734,0.6876749881815294,0.6927897375331787,0.6978463416899315,0.7028308740810124,0.7076206309610025,0.7124006610250754,0.7173036126708228,0.722151957892993
Mountain,NREL Medium Electrification,Buildings Other,181.15224475484945,181.2306884174809,181.52919946443677,181.91279420345705,182.37020971168891,182.8342253596743,183.39410706796065,183.982386581683,184.5973112963874,185.30172845198064,186.06275226733186,186.88730233112437,187.76163084761222,188.72909093714193,189.79378648530803,190.9671446145863,192.30414402171738,193.74231470603593,195.21316111530544,196.7127984809249,198.2404044788072,199.74820154910415,201.20202180555444,202.4421581313904,203.6505006146375,204.84599276468035,206.00563459006486,207.1146109974965,208.1567013625885,209.04702895551972,209.8444250867933,210.56101732397886,211.21377668152968
Mountain,NREL Medium Electrification,Buildings: Space Heating,6.707565610631611,6.824436738191592,6.931062914669766,7.031770580670524,7.127220013318625,7.216489236140697,7.29950526975975,7.381057270390921,7.460259592301892,7.535994813175631,7.6096923423109875,7.678611265277189,7.748461823495788,7.817992055435079,7.888525028020638,7.961843311453655,8.04151366464247,8.128521503687548,8.231181971878076,8.346618236572507,8.478480108534034,8.62508336901521,8.788028045422369,8.936654162546994,9.105158406906614,9.291015604382057,9.497443860119214,9.720609499626933,9.961885030470064,10.216190985818843,10.483630173461789,10.759372049881733,11.044313209314268
Mountain,NREL Medium Electrification,Buildings: Water Heating,10.114456050953878,10.102467498758116,10.083965501992099,10.0675493992727,10.053374109503725,10.04601194980773,10.048663850724925,10.06256825025112,10.089799879625858,10.131409134273374,10.188123701416599,10.257416238044163,10.339565954830745,10.434974314304357,10.541781403403524,10.656660011235294,10.77948428164168,10.909744152828583,11.047782936164529,11.191168293407355,11.339026775093325,11.491125765776983,11.6479107077981,11.803234994553673,11.965452219441191,12.134560755930364,12.31027189219412,12.492142110980446,12.679589906098212,12.87149254475565,13.067079556849814,13.265022589952965,13.463723555096308
Mountain,NREL Medium Electrification,Industry,84.72748918874937,87.30385490166802,88.71269952185087,90.67191036645997,91.43649328215281,93.1068753714319,94.5854042122838,94.64239085665409,94.62142595341243,94.97049613137467,95.15450085469428,95.5160803146641,95.74538321849002,95.92784945434705,96.04786058815134,96.68799363988451,97.6819227877787,98.64946809498822,99.50197354287192,100.44936170631286,101.6297014981849,102.63436102903208,103.68107906029445,104.8101203592698,105.86188878001249,107.1184809516955,108.3389748202916,109.5229528164691,110.7539493629527,111.8473176166484,112.9044870595119,114.13702860812069,115.44953197662737
Mountain,NREL Medium Electrification,Transportation: Heavy Duty,0.0005198866426947036,0.0007857066210524314,0.0011506565030571455,0.0016469815116017586,0.002269231905911632,0.0030628170198954696,0.004043897177292432,0.005173551017720526,0.006521347099386029,0.008359679566511475,0.01068632690089438,0.013517910326342187,0.016857540747239365,0.02084719335770715,0.025504283870624842,0.03136346332901862,0.038143584210797075,0.04536928199466939,0.05276999323550959,0.06044343483610249,0.06838271618947746,0.07575251146133564,0.08302079899779063,0.09006128687676306,0.09693676841539207,0.10363298617323138,0.10981039517060992,0.11553405217672491,0.1210063258324092,0.12593984705838543,0.1306537761702566,0.13531198236323919,0.13975056293126015
Mountain,NREL Medium Electrification,Transportation: Light Duty,0.0915605483228782,0.12029344017699511,0.16054223444456875,0.21527224577688453,0.2939644113411919,0.38775865424276906,0.5023119842251433,0.6417781176267667,0.831741010379179,1.0741630082085123,1.3742152028155,1.679075391408556,1.9909830583650217,2.311775298713803,2.648466987414004,2.991679040392854,3.3228815339070787,3.6351130645464145,3.931825205588054,4.204045570341181,4.45094735101027,4.6734679283273515,4.873117763257698,5.057567659550393,5.220041935595676,5.36220531936585,5.486892250964885,5.59808742253218,5.709679039701131,5.815721595630159,5.918588290598554,6.019599715057317,6.119521244980025
Mountain,NREL Medium Electrification,Transportation: Other,0.5312589498501267,0.5374819870657089,0.5442809448978996,0.5517225890910409,0.5591954073607968,0.5667336651365181,0.5741432532297769,0.5808982156132251,0.5871168309663951,0.5937256572574612,0.6007695740940833,0.6072068404525907,0.612811287841198,0.6180962708870298,0.6236814835478829,0.629911153023171,0.6360630015641743,0.6422404960529083,0.648092998069983,0.6541926705566073,0.6603756921064005,0.6660785213954231,0.671525557529801,0.6768925623326004,0.6823482211520734,0.6876749881815294,0.6927897375331787,0.6978463416899315,0.7028308740810124,0.7076206309610025,0.7124006610250754,0.7173036126708228,0.722151957892993
New England,NREL High Electrification,Buildings Other,90.57413362910768,90.65945046290867,90.87195632225767,91.02932048487925,91.16494962016704,91.24912457342187,91.36552537731129,91.5066232275318,91.6909407876346,91.91801943799588,92.15997258264915,92.43614905202418,92.7808374136801,93.2357109603351,93.77567571052396,94.39376794881898,95.0948763213122,95.843972521661,96.6169226823434,97.43127576919342,98.2650028276052,99.13835514120669,100.03329014220138,100.72490426143271,101.42911182867932,102.15024704711304,102.89489974387314,103.6460160288451,104.50014657508461,105.29089247834285,106.0907971999989,106.870432332413,107.69761028592019
New England,NREL High Electrification,Buildings: Space Heating,3.1347049505614337,3.275055234908938,3.4156622010001927,3.5592766708272157,3.7038279270688306,3.853426196681851,4.011006373021523,4.1826473881392605,4.378219391447875,4.612530960195841,4.895589510311767,5.247216976858788,5.681855499317251,6.209381358135465,6.811205561004196,7.484359961199898,8.215584961503815,8.999902704914652,9.818639221113893,10.663981705578111,11.5317017213517,12.407828965482631,13.292837312164924,14.073540176469182,14.837603008243976,15.582362377973428,16.29294400738554,16.962801771774142,17.589035291164606,18.156000898115224,18.66200906042803,19.108826728236433,19.496782566998974
New England,NREL High Electrification,Buildings: Water Heating,6.30659287482292,6.366098158715365,6.408565539800932,6.438793136208245,6.455079717155993,6.460115875375575,6.456612246252831,6.448006513962414,6.439670160735898,6.43553930629855,6.439398996944933,6.453797407054611,6.48098018216982,6.5225835923961935,6.5766000492301995,6.640021852138313,6.711235313222532,6.787278810238708,6.865354310928976,6.943641645294217,7.020061573710152,7.094001917845238,7.164501119163657,7.1734334173970815,7.179148581482293,7.182301788766786,7.183039407728767,7.181927847380683,7.178893799634583,7.174882970373884,7.170278716104396,7.164969128311785,7.159308112246082
New England,NREL High Electrification,Industry,18.224511096234334,18.5263953144508,18.798507808356245,19.19252287301566,19.538186719747774,19.85145505196635,20.02309025777684,20.021853341038298,19.912955283593238,19.918490252981,19.87487699643517,19.81236433066525,19.726281216962143,19.691712555293062,19.726095371293958,19.87025357184338,20.047326253040897,20.179575210305558,20.304529761425457,20.50652772621924,20.77697551617239,20.98440495834841,21.21370701015288,21.482499383813135,21.74588232341932,22.031774797347445,22.298148099050106,22.573894558140715,22.83326482593783,23.059083681787634,23.310006427019452,23.604913102850723,23.868140437830483
New England,NREL High Electrification,Transportation: Heavy Duty,2.168226092887018e-05,3.2759134479725284e-05,4.799230562882946e-05,6.941469412908423e-05,9.678545254858811e-05,0.00013196040631269047,0.0001755146238508903,0.0002259187887351975,0.0002854371737904095,0.00036535180212324915,0.0004653814193896646,0.0005862661636866785,0.0007281877887642338,0.0008972215860551855,0.0010936939423897612,0.0013400858639412098,0.001624405764897987,0.001926671164985839,0.0022359751213996163,0.002556688186212365,0.002888815918828797,0.00319699266045844,0.0035014310339792263,0.0037961284427364184,0.00408402999111099,0.004364369131566253,0.004622826035234778,0.004862253829584904,0.005091306477321184,0.0052978039036854635,0.00549524779226699,0.0056904691667765284,0.005876515891063492
New England,NREL High Electrification,Transportation: Light Duty,0.06630928765759447,0.08827416456957998,0.11914150376414301,0.16115941004289275,0.2231870098557791,0.2953391272425129,0.38766099216923067,0.4989713565330431,0.662386372628074,0.8855001769607467,1.126309117620083,1.3734802517219913,1.625236186255999,1.8929972193971971,2.1844586588650956,2.484304423701948,2.7755641460299274,3.0601552354349892,3.340920155075815,3.608991979643425,3.862960922507145,4.103214428557465,4.3309320503255275,4.556237990814535,4.769882640790023,4.973407319302862,5.1692335803700615,5.360445368949343,5.560347378432853,5.760534101333655,5.961844613722054,6.1644051190784666,6.368014323031528
New England,NREL High Electrification,Transportation: Other,0.32807047935510164,0.331913415605332,0.33611200350946413,0.34070747239405996,0.3453221919974137,0.3499773231365248,0.35455299514864447,0.3587244145448765,0.362564620986364,0.36664579639940403,0.37099565448576644,0.3749708856759491,0.3784318224347277,0.38169547963986866,0.3851445382751614,0.3889915711582029,0.39279054731327995,0.3966053600064896,0.40021947896543647,0.40398623493068175,0.4078044608446683,0.4113261512055501,0.4146898822009634,0.41800418964434416,0.4213732449186241,0.42466270476744533,0.4278212365003824,0.4309438622257757,0.43402197978260065,0.4369798177812749,0.4399316490488967,0.4429593889644169,0.44595340652741816
New England,NREL Medium Electrification,Buildings Other,90.57413362910768,90.66888303830744,90.89236704374527,91.05899575199987,91.203071134081,91.29463294698017,91.41672652855696,91.56083970795443,91.7441941019283,91.96591144393102,92.19717402850497,92.45664810735869,92.77791971274675,93.19660306793033,93.69071232996322,94.25319127596211,94.89059227768989,95.56927723585265,96.26419851160749,96.9953011157807,97.74286058813458,98.52757126474903,99.33310342532793,99.94066479810485,100.56175439170127,101.20053456408907,101.86556065397585,102.53910437250079,103.31860485530679,104.03705351123668,104.76880306121798,105.48426157038305,106.25434752593301
New England,NREL Medium Electrification,Buildings: Space Heating,3.1347049505614337,3.2733150829259188,3.4093868478267657,3.544038774169764,3.6728084800377934,3.7964611015407748,3.9132272468517546,4.022637360620934,4.12604146508698,4.22747650696824,4.325164139995925,4.425549398338533,4.531959294403404,4.647310841672965,4.772050778138821,4.906962446095652,5.051718358028652,5.213942968953612,5.394323366427269,5.599659756543932,5.836553527794008,6.105016342397643,6.4134895472590925,6.706021313588089,7.040135142073697,7.41947109983892,7.840121354357739,8.300474580445817,8.796666832563929,9.32165771339052,9.870317569739067,10.438894648819504,11.021208601960595
New England,NREL Medium Electrification,Buildings: Water Heating,6.30659287482292,6.366029290934492,6.408329712041477,6.438235639098085,6.453972762681339,6.458130204206921,6.453280128227871,6.442682246822274,6.4314809855679425,6.423358559713746,6.421827927459772,6.429198828081997,6.447601279231897,6.478411252027191,6.519763951773734,6.569003828445418,6.625071896181481,6.685727305649243,6.74896150232417,6.813638565441845,6.87839812362456,6.943147972057683,7.007356083472322,7.014143202348071,7.0206507226745485,7.027406686395122,7.034356983296772,7.041711608876853,7.048911973547999,7.056532477832463,7.064462396950158,7.072097374601965,7.079347087172052
New England,NREL Medium Electrification,Industry,18.224511096234334,18.52471679658322,18.79456306042089,19.18548189640253,19.52708863366666,19.835140502585027,20.000220985706022,19.990974278081627,19.872381977748294,19.866151864057127,19.80865848793108,19.72979288926213,19.62411783696103,19.566776695351553,19.574950421811803,19.688908322676294,19.83172169348486,19.925835920244616,20.007246683956982,20.158828192139595,20.370442110887975,20.511726351908024,20.66662537549862,20.85408400224258,21.029534593082452,21.22350350474861,21.398320899357614,21.583823447331245,21.75539078959784,21.89503110395406,22.06180393758051,22.274967333379657,22.461382330545877
New England,NREL Medium Electrification,Transportation: Heavy Duty,2.168226092887018e-05,3.2874123020571e-05,4.8490760551181744e-05,6.98332461462929e-05,9.671606465241091e-05,0.00013131535311432325,0.00017387950934886654,0.00022262170125818818,0.00028061632221881665,0.00035950713412046274,0.0004588163326219479,0.0005794074552611416,0.0007217104273694024,0.0008961768535683157,0.0011021778698088551,0.001364081336316261,0.0016665723305993789,0.0019874504591331885,0.0023170885138046075,0.0026590959194836214,0.003014867516593628,0.0033438526461104286,0.003673962081153207,0.003990990402571853,0.0043018661683357955,0.004603647951458131,0.004880812332484626,0.005137986931184332,0.005385301523379036,0.005609393435898267,0.005825502244859576,0.006039915753219516,0.006244547373080199
New England,NREL Medium Electrification,Transportation: Light Duty,0.06630928765759447,0.08725950040792367,0.11659075283290121,0.1564637282531446,0.21377369380764635,0.28207186937460593,0.36547447259797555,0.467003550485383,0.6052776347162866,0.781724039892435,1.000106134367335,1.2219821197492444,1.4489833369743876,1.682448459674722,1.9274839786139528,2.1772646406245575,2.418305033030264,2.6455388585997075,2.8614780831422535,3.0595928421500345,3.2392814052112975,3.401225976659757,3.5465258261728687,3.6807635643848546,3.799008031034726,3.9024707685625475,3.993214607650427,4.074139503003317,4.15535292140128,4.232527880555564,4.307391531079796,4.380904965676108,4.453625203996946
New England,NREL Medium Electrification,Transportation: Other,0.32807047935510164,0.331913415605332,0.33611200350946413,0.34070747239405996,0.3453221919974137,0.3499773231365248,0.35455299514864447,0.3587244145448765,0.362564620986364,0.36664579639940403,0.37099565448576644,0.3749708856759491,0.3784318224347277,0.38169547963986866,0.3851445382751614,0.3889915711582029,0.39279054731327995,0.3966053600064896,0.40021947896543647,0.40398623493068175,0.4078044608446683,0.4113261512055501,0.4146898822009634,0.41800418964434416,0.4213732449186241,0.42466270476744533,0.4278212365003824,0.4309438622257757,0.43402197978260065,0.4369798177812749,0.4399316490488967,0.4429593889644169,0.44595340652741816
Pacific,NREL High Electrification,Buildings Other,285.4542388295924,285.0698957424431,285.2466012533705,285.5709713124117,285.7997082034654,285.70804353982305,285.8714492032674,286.10014097493917,286.30676172767113,286.6459208466979,287.17881349499845,287.91667903795974,288.7972530924114,289.9783868165984,291.504042498605,293.391448646934,295.6724026911544,298.41943522025167,301.28320223343127,304.3644008215681,307.60265233694946,310.9573531564488,314.34929493159143,317.4816935570496,320.63365807512014,323.8313783767056,327.02628281041393,330.1824655358605,333.330394962111,336.35732393949263,340.4634988897229,344.7195556054355,348.9833935042313
Pacific,NREL High Electrification,Buildings: Space Heating,9.22117309706966,9.331448860221117,9.435170033073229,9.53924944526476,9.642455533303655,9.745489690901096,9.856690477635471,9.969502147966242,10.090812660430437,10.226151954125845,10.37698134233034,10.547427489799498,10.7397923053125,10.955746878672086,11.192884107318308,11.452343946980804,11.731534198727548,12.02374098741246,12.323615708615378,12.633241333814377,12.946059076606772,13.250435514960401,13.54727580899286,13.76542480596337,13.969435211730861,14.160556772901877,14.330082193139667,14.480215147532155,14.608793711980999,14.714026541803674,14.79520334506757,14.85268774109898,14.887824674107286
Pacific,NREL High Electrification,Buildings: Water Heating,16.579663517672774,16.493315020991556,16.40555591630404,16.33321701849284,16.27842504121434,16.250164592776045,16.253428384053482,16.292499593113035,16.37326201003855,16.502141594822678,16.685795132270737,16.928057881023236,17.236302826967005,17.616094136411707,18.06264718675221,18.565556192641928,19.11453614915951,19.694016485254814,20.28684103638419,20.876451480233275,21.44938823707738,21.994843779035502,22.50404868378442,22.930627956105806,23.317793026817842,23.664282805133983,23.969019225854233,24.23608302115891,24.46926403624861,24.67217735748648,24.848310825329868,25.003035834565317,25.14141204122848
Pacific,NREL High Electrification,Industry,96.565519803732,99.28352871432064,101.1198634671427,103.57582742211298,105.35486583642249,107.67182759617619,109.51072678754588,110.2004132571492,110.77838774425885,111.66083249515731,112.37375315128821,113.20446455827279,113.99582343824443,114.81784022512178,115.66787832906037,117.10903818252194,118.96963305282634,120.90378042406691,122.74333649466833,124.77939027114165,127.12859311871185,129.27872967424298,131.51384740971938,133.84322653727048,136.1973978873169,138.8538917255426,141.4622767208087,144.06015320372435,146.7118237925636,149.13851402221366,151.52036165922763,154.06886254707408,156.68998989340386
Pacific,NREL High Electrification,Transportation: Heavy Duty,0.000389855563659871,0.0005879536504493067,0.0008565089025588099,0.0012367341801627198,0.001723964911462074,0.002346969749559458,0.0031218116391086037,0.004024699281501791,0.005098763537060828,0.0065401879425099054,0.008346607289130649,0.010528932783312647,0.013088390848945775,0.01606254944044603,0.019472844120270335,0.02368987164745165,0.028550603009918137,0.033732444969526106,0.039015985803177465,0.04448516255520018,0.050114235762873265,0.05535315583123137,0.06044312105531518,0.06540735676411502,0.07023756810199498,0.07495389959275728,0.07932027075027986,0.08336053905987524,0.08720411083007677,0.09065420924189724,0.09392433855603095,0.09714405428645644,0.1002071396794916
Pacific,NREL High Electrification,Transportation: Light Duty,1.0489355102026376,1.3369688335977041,1.7481250519547842,2.3124516991278754,3.1544006882610978,4.137487384282912,5.400995212770579,6.928953217311307,9.179819186696133,12.258961463414568,15.585327650031651,19.00182038947151,22.48324428234181,26.18690262907713,30.21874324838007,34.36665034845022,38.39579410344525,42.33268782846061,46.21665187362814,49.925025467314846,53.43830628680096,56.76185411243126,59.911986475187895,63.028756975653494,65.98421126809279,68.79967137084653,71.50863594664001,74.15376650427412,76.91911338160004,79.68839882748736,82.47323007734919,85.27535303413563,88.0919829152
Pacific,NREL High Electrification,Transportation: Other,1.1429223361669043,1.1563102482040861,1.1709371642174982,1.1869467256443047,1.20302334857563,1.219240758176373,1.2351813531089924,1.2497136194988272,1.2630920196280986,1.277309897520505,1.2924638077892914,1.3063126012687039,1.3183697123004188,1.329739543702482,1.3417552752723656,1.3551574557147643,1.3683922165802773,1.381682149337097,1.3942729128510531,1.4073954249442846,1.4206972484010192,1.4329660132391968,1.4446844783979116,1.4562307674824346,1.467967782654634,1.4794275082696708,1.4904311078530812,1.50130961927292,1.5120330756181246,1.5223375059586712,1.5326210085804313,1.543168959194659,1.5535994307369623
Pacific,NREL Medium Electrification,Buildings Other,285.4542388295924,285.15394973263955,285.42103492130764,285.8078991571347,286.0870308067266,286.0335401503685,286.21621349707675,286.43713244631505,286.60266119690857,286.8595497516461,287.2651395662711,287.8407581380779,288.52721236658647,289.42403226906634,290.59244581931165,292.04596212580685,293.7863184972034,295.77597370669946,297.9121407945447,300.23188064873773,302.6881816880879,305.2502310645244,307.84746287250124,310.209973602452,312.6247577366152,315.12871429290277,317.6913935175712,320.2926237257308,323.031537575853,325.63851403576064,329.37235360335336,333.29933935775733,337.27096244726835
Pacific,NREL Medium Electrification,Buildings: Space Heating,9.22117309706966,9.33069873816016,9.432624195001155,9.533275188364788,9.630622614937598,9.72426293018289,9.821043158377865,9.912466609009893,10.002930678262363,10.095024502421532,10.187060845806501,10.28007984739646,10.373358908793426,10.467154810235277,10.559731036576608,10.654104376099033,10.74958741297295,10.846233770779177,10.946162113233532,11.056003509521174,11.1763512036228,11.299735320457025,11.431342653747599,11.515982251191618,11.60934070489452,11.714098783354233,11.825082219178004,11.945166320894522,12.072647564773588,12.206205243980998,12.343948703622312,12.484183179806264,12.625517252077842
Pacific,NREL Medium Electrification,Buildings: Water Heating,16.579663517672774,16.491987020831644,16.40094171040555,16.322227920354823,16.256448729709383,16.21048148920665,16.186464054124436,16.18479813121036,16.20637868850421,16.251632901021047,16.320590459869845,16.410872795876415,16.52496853453131,16.663537954088053,16.823584149239927,17.001632234348524,17.198469160984448,17.413197205524877,17.64494164332574,17.8923825381844,18.155751776588374,18.435920910086114,18.733436737011615,19.00941712185988,19.30610061956168,19.62345670398287,19.959641257839806,20.31438397155857,20.683342690438494,21.065624164205833,21.456324981961675,21.85109498469272,22.245702181375016
Pacific,NREL Medium Electrification,Industry,96.565519803732,99.25642784668268,101.05637528836476,103.46399631378405,105.17985340040386,107.41646184205939,109.15567469091924,109.72495026342571,110.15818345602752,110.87403435349589,111.38389140032211,111.97454392392957,112.48180358126682,112.97723064807413,113.45156053716576,114.46321401127464,115.8401164367886,117.24159181595004,118.50269597677477,119.90584895909015,121.56223289637217,122.98003824267941,124.44125816086965,125.95514885443451,127.44257283017336,129.19867605724806,130.90596993481677,132.61003211431597,134.37419267660053,135.94575903816403,137.5102778243141,139.26216932538722,141.1234923235694
Pacific,NREL Medium Electrification,Transportation: Heavy Duty,0.000389855563659871,0.0005905117799386113,0.0008667199125150237,0.0012412610737464315,0.001710406533224977,0.002308967210541663,0.0030469312545386507,0.003894826066170486,0.004919454754053208,0.006323862085712383,0.008102445427527187,0.010268288927850708,0.012828139954725997,0.015902184102207107,0.019495611229462178,0.024013633236929625,0.029230729492127676,0.03478316476249522,0.04047326267733701,0.04636618469657632,0.052459879468253284,0.05810792796799745,0.06369662316197784,0.06909505516500507,0.07437089219555974,0.07950290720563155,0.08423334887904212,0.08861988679184218,0.09281813222813826,0.0966107908526835,0.1002433570178037,0.1038341694149946,0.10725590606828252
Pacific,NREL Medium Electrification,Transportation: Light Duty,1.0489355102026376,1.3224888728901807,1.7118232483741793,2.24573553837438,3.0214195580012078,3.9500291316869074,5.088767781782868,6.479767998876325,8.380649978545755,10.81145488427487,13.824191306178975,16.88733833129854,20.022825636718377,23.2484664402593,26.634313874185708,30.08581294645711,33.41654938083338,36.5565049782698,39.54038965771534,42.277972610295066,44.76093908163928,46.998715919517814,49.006493138550866,50.86141224626085,52.49533374653833,53.92499897916048,55.17891248215515,56.29714622009578,57.41936686443555,58.48578337358231,59.520261881212704,60.536082860738446,61.54094332034178
Pacific,NREL Medium Electrification,Transportation: Other,1.1429223361669043,1.1563102482040861,1.1709371642174982,1.1869467256443047,1.20302334857563,1.219240758176373,1.2351813531089924,1.2497136194988272,1.2630920196280986,1.277309897520505,1.2924638077892914,1.3063126012687039,1.3183697123004188,1.329739543702482,1.3417552752723656,1.3551574557147643,1.3683922165802773,1.381682149337097,1.3942729128510531,1.4073954249442846,1.4206972484010192,1.4329660132391968,1.4446844783979116,1.4562307674824346,1.467967782654634,1.4794275082696708,1.4904311078530812,1.50130961927292,1.5120330756181246,1.5223375059586712,1.5326210085804313,1.543168959194659,1.5535994307369623
South Atlantic,NREL High Electrification,Buildings Other,577.0623365353067,576.1032290400893,576.1405043386868,576.9862127849965,578.236954759994,579.4955798445649,580.9658928313642,582.446201006151,584.0067789875308,585.8864800026136,588.0262605645432,590.3428744265548,592.8295868619281,596.1406965959604,600.1638513162617,604.8067114759406,610.0511059266685,615.80743747032,621.8363722933861,628.1055708835632,634.791108555693,641.6483067069802,648.5400770160447,655.2679502293864,662.0269816711407,669.0103047403087,676.0363554301435,683.0989499223493,690.1931910078863,697.1405129841273,703.9988096936936,710.8752018686909,717.7212233378693
South Atlantic,NREL High Electrification,Buildings: Space Heating,56.101263115814774,56.72034505973758,57.246205992967155,57.715719741380006,58.09843655460661,58.43355872905245,58.70609324638614,58.94216357714078,59.17067881935865,59.4292492932629,59.657851497597875,59.957619861903844,60.263923453843226,60.65688499620724,61.119269382406024,61.64390215600412,62.2708973106239,62.92570879039383,63.67773935266891,64.45858577663195,65.258315112184,66.0544089287068,66.85193000038346,67.40535194785957,67.9152111973535,68.41141456956629,68.86558687133271,69.27871619093786,69.60033979006856,69.83880671588983,69.99055058492453,70.05544091682741,70.03672098672718
South Atlantic,NREL High Electrification,Buildings: Water Heating,63.36663685736774,63.02808870497634,62.65813171650026,62.31466334374301,62.00075093588803,61.741592710618264,61.550846655088264,61.42436132310922,61.358998995715346,61.34372852466397,61.36604681762828,61.394460657564,61.41581544666976,61.4216028333495,61.390362188463925,61.30432502783334,61.16309444419809,60.96776830318479,60.724698747499865,60.435571170526686,60.10614801847877,59.75076112767517,59.38264067352003,58.9930551528772,58.62998076285922,58.30705447385475,58.03416385380375,57.82339144569527,57.67529575617151,57.5961656778892,57.58694388342505,57.64421833722059,57.76208705200982
South Atlantic,NREL High Electrification,Industry,137.69839816487365,141.44386131143895,143.87687672841432,147.35760917803213,151.28039409729953,154.74505842669492,157.03145673419618,158.08518660188562,158.69961832408444,159.48713940508557,159.81497329720477,160.2736917009579,160.91179987842187,161.72923746868355,162.92580925457455,164.76957835218056,167.11342158372375,169.2780732089927,171.33117274898794,173.6999337481898,176.50787789104288,179.19337661012113,181.9290991462507,184.51322833493643,186.8413699769888,189.35994819247733,191.75619749129007,194.08408617445352,196.38718353177129,198.6920175824426,201.0788291288628,203.66027722427296,206.4654777303109
South Atlantic,NREL High Electrification,Transportation: Heavy Duty,6.140897940754354e-05,9.250734938327142e-05,0.00013449440933866537,0.00019258319849482287,0.00026601650743458794,0.00035926407601839295,0.00047530188378225226,0.0006102400000858326,0.0007710145246006536,0.000988662678482407,0.0012635514416301909,0.0015971888522389075,0.001989220117094303,0.002443167005337722,0.0029641368977742057,0.0036093113191621967,0.004355492210145487,0.005153298794280897,0.005966662529767045,0.00680894822218392,0.007674936238121453,0.008481951395351994,0.009261971171708261,0.010024910244686712,0.010766245527858653,0.011490839581711647,0.012162404638688206,0.012783297672604955,0.013372815977973492,0.013900805232256293,0.014399587394784747,0.014890052179267551,0.015356341821802616
South Atlantic,NREL High Electrification,Transportation: Light Duty,0.3242401214437005,0.43016295902739454,0.5791758794736901,0.7821342209870406,1.0819663882958281,1.4308314591164215,1.8773596659767122,2.41584261806471,3.2065816255005273,4.2863428052797845,5.451814973351581,6.648134957485769,7.866684441351615,9.162724447439821,10.573490166860157,12.024840794027842,13.43463248221651,14.812145846321734,16.171139295932797,17.468694042880117,18.697986262705587,19.86089130747006,20.963118601170628,22.053672571230592,23.087782104801846,24.07290768631108,25.02077043766341,25.946297623683993,26.91388831835669,27.882857117847568,28.85726542172416,29.837724100685943,30.82325881273853
South Atlantic,NREL High Electrification,Transportation: Other,1.4383477962140445,1.4551962493102142,1.4736039679594768,1.493751721000819,1.5139838713960398,1.5343931970359839,1.554454156646531,1.5727427614033784,1.5895792434949956,1.6074721953995703,1.6265431260442094,1.6439715902569965,1.6591452533330164,1.6734539889222713,1.688575577190485,1.7054419867934831,1.7220977021305657,1.7388228505447227,1.7546681061530862,1.7711825582168763,1.7879226709078369,1.8033626966518408,1.8181101811266471,1.8326409847910357,1.847411813037387,1.8618336770167818,1.8756815153818345,1.8893719307638972,1.9028672143944079,1.915835159953667,1.92877676846913,1.9420511804996263,1.9551777465592204
